Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.3,49.67,4.04,3.99,52.58,3.26,5.24,49.66,3.44,6.62,49.97,3.79,8.09,49.55,4.12,9.02,49.33,4.37,9.15,49.3,4.56,7.58,49.78,4.72,5.18,82.34,6.82
Kiriko,6.03,48.25,4.07,5.63,50.32,3.23,6.23,48.26,3.51,6.06,48.05,3.92,5.97,48.22,4.28,6.05,48.2,4.5,5.94,47.78,4.64,5.81,49.33,4.8,3.4,63.11,6.51
Genji,3.21,49.17,2.17,4.51,58.42,2.55,3.2,47.15,1.95,3,48.6,2.13,3.24,49.07,2.21,3.29,49.09,2.21,3.17,47.61,2.27,2.57,49.74,2.41,0.34,61.88,5
Moira,2.73,48.89,4.61,4.07,51.32,3.82,4.11,49.19,4.14,3.26,48.48,4.57,2.43,48.6,4.97,1.7,48.74,5.45,1.13,47.81,5.57,0.57,47.77,5.82,0.34,56.28,9.7
Sojourn,2.6,45.46,2.43,2.65,47.23,2.29,2.76,44.35,2.19,2.49,44.92,2.34,2.35,44.89,2.47,2.65,46.19,2.61,3.17,47.09,2.71,3.87,49.61,2.97,2.72,50.28,3.28
Soldier: 76,2.75,47.89,2.47,4.19,52.67,2.59,3.5,46.87,2.31,2.99,46.7,2.4,2.51,47.63,2.49,2.17,48.91,2.63,1.95,49.81,2.73,1.51,51.86,3.05,0.59,56.33,2.44
Cassidy,5.44,47.59,2.46,4.12,54.31,2.41,4.23,47.85,2.22,4.86,47.5,2.37,5.66,46.92,2.47,6.55,47.14,2.56,7.13,47.68,2.68,7.31,48.49,2.85,5.09,65,3.9
Zenyatta,2.59,53.8,4.9,2.77,54.48,4.07,2.8,53.24,4.34,2.68,54.09,4.75,2.66,54.38,5.16,2.45,53.73,5.46,2.06,51.57,5.57,1.34,50.5,5.31,0.42,0,2.69
Reaper,1.9,50.87,2.34,2.63,57.52,2.73,2.36,50.26,2.28,2.14,50.35,2.3,1.78,50.43,2.34,1.46,50.29,2.32,1.25,51.47,2.36,1.04,51.45,2.42,6.03,53.47,3.27
Juno,3.38,51.05,4.19,4.01,51.72,3.23,3.84,49.95,3.57,3.43,51.22,4.07,3.18,51.24,4.45,3.18,51.27,4.8,3.14,51.84,4.95,2.95,49.94,5.01,1.36,59.98,5.83
Ashe,3.22,52.16,2.97,2.15,54.43,2.79,2.56,51.98,2.74,2.98,51.75,2.91,3.38,52.29,3.02,3.66,51.51,3.03,4.13,52.89,3.1,4.71,54.86,3.27,2.8,56.21,3.39
Ramattra,1.69,47.94,3.34,2.23,51.9,3.34,2.35,48.95,3.32,2.04,47.47,3.29,1.51,46.98,3.35,1.13,46.96,3.45,0.88,46.62,3.42,0.95,49.38,3.73,0.85,63.87,5.3
Mercy,2.9,50.02,3.92,3.67,47.9,2.44,2.77,47.99,2.97,2.69,49.82,3.63,2.88,50.64,4.24,2.96,50.74,4.81,3.31,50.89,5.35,3.4,54.38,5.98,1.36,74.97,6.6
Zarya,1.91,51.12,4.36,1.24,53.38,3.86,1.5,51.39,3.9,1.75,50.51,4.14,1.92,50.35,4.35,2.12,50.9,4.6,2.69,52.06,4.86,4.17,55.46,5.35,5.86,56.9,6.08
Bastion,2.67,50.96,2.96,2.9,52.27,2.75,3.21,50.03,2.72,2.98,50.27,2.87,2.48,50.72,3.06,2.18,52.27,3.21,2.19,53.24,3.34,2.32,55.67,3.58,3.23,72.38,4.2
Lúcio,1.45,52.17,3.15,2.49,53.02,2.65,2.01,51.69,2.9,1.55,52.58,3.11,1.24,51.96,3.31,1.15,52.13,3.55,0.99,51.24,3.66,0.86,52.93,3.55,0.76,77.4,6.39
Mauga,1.24,47.43,3.83,1.71,46.82,3.54,1.52,45.76,3.54,1.4,47.22,3.76,1.19,48.38,3.99,0.92,48.13,4.1,0.75,49.47,4.24,0.76,50.88,4.46,11.71,56.3,4.76
Hanzo,2.03,48.55,2.84,2.6,55.35,2.78,2.04,47.75,2.52,1.85,47.62,2.73,1.97,47.8,2.9,2.14,48.35,3.02,2.32,50.19,3.18,2.06,51.74,3.31,0.68,63.09,4.05
Pharah,1.22,50.13,2.62,1.48,48.09,2.56,1.37,49.29,2.54,1.26,50.12,2.56,1.16,50.57,2.64,1.15,50.89,2.7,1.12,50.67,2.82,0.94,52.68,3.23,0.34,12.41,1.56
Illari,1.25,51.55,3.19,1.66,51.58,2.56,1.54,51.26,2.86,1.34,51.61,3.11,1.16,52.46,3.38,1.06,50.9,3.5,0.96,49.78,3.55,0.92,52.09,3.83,0.59,25.38,2.83
Doomfist,3.24,50.94,3.11,1.75,51.75,2.94,1.95,51.44,2.95,2.82,51.49,3.05,3.73,50.94,3.08,4.19,50.43,3.15,4.06,50.39,3.3,4.81,50.2,3.55,4.16,51.35,4.07
Venture,1.3,51.8,2.26,0.83,54.33,2.35,1.14,53.14,2.34,1.34,51.25,2.23,1.38,51.72,2.24,1.36,51.51,2.25,1.27,51.25,2.23,1.39,51.91,2.46,0.59,19.77,2.22
Junkrat,1.32,51.4,2.51,1.87,52.95,2.36,1.74,50.66,2.31,1.48,50.9,2.48,1.24,51.47,2.62,1,52.79,2.71,0.73,51.81,2.68,0.48,52.2,2.63,N,N,N
Sigma,3.08,55.71,4.17,2.3,57.95,4.06,2.93,55.51,3.96,3.25,54.97,4.03,3.22,56.03,4.24,2.93,55.73,4.35,2.94,55.99,4.43,3.74,58.03,4.8,5.18,69.85,6.94
Brigitte,1.61,50.98,3.87,1.15,51.31,2.96,1.45,51.79,3.3,1.64,50.83,3.66,1.66,50.81,3.99,1.72,50.59,4.35,1.65,50.82,4.51,1.4,53.92,4.85,0.51,33.8,2.92
Widowmaker,1.11,46.11,2.25,1.71,51.32,2.56,1.16,43.74,2.09,1.01,45.96,2.17,1,45.68,2.22,1.08,45.98,2.29,1.36,46.31,2.37,1.72,50.19,2.68,1.44,67.41,3.18
Lifeweaver,1.87,47.89,4.1,1.77,47.41,3.02,2.13,48.92,3.56,2.15,48.62,4.04,1.96,47.62,4.4,1.52,46.53,4.59,1.15,45.25,4.74,0.69,45.11,4.78,0.08,100,0
Sombra,1.31,47.62,3.08,1.09,50.43,2.73,1.22,47.92,2.84,1.26,46.52,3.01,1.35,47.57,3.2,1.39,47.74,3.17,1.42,48.39,3.19,1.35,50.8,3.63,0.59,56.43,6.17
D.VA,1.69,49.44,5.32,2.71,50.25,4.86,1.99,47.72,4.81,1.71,49.22,5.24,1.53,49.61,5.49,1.46,50.6,5.83,1.46,51.07,6.08,1.92,52.25,6.39,3.31,71.23,9.03
