Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,8.06,50.48,3.96,4.16,50.57,3.06,6.24,50.55,3.32,7.2,50.44,3.61,8.7,50.35,4.03,10.62,50.5,4.47,11.53,50.74,4.83,9.48,51.45,5,4.48,76.45,5.38
Kiriko,6.25,48.89,3.92,6.1,51.26,3.4,6.62,48.26,3.39,6.3,48.4,3.7,6.15,48.93,4.13,6.16,49.24,4.54,6.05,49.8,4.8,5.05,50.81,4.88,3.26,77.46,6.89
Genji,5.45,53.16,2.32,6.81,61.5,2.99,4.96,49.84,2.09,5.19,51.98,2.23,5.6,53.23,2.33,5.73,53.94,2.41,5.43,54.01,2.49,4.76,54.29,2.64,2.43,74.6,2.94
Moira,3.3,49.31,4.45,4.01,51.97,3.95,4.31,49.45,3.99,3.79,49.2,4.3,3.04,48.89,4.77,2.31,48.58,5.35,1.49,48.31,5.73,0.68,51.08,6.27,N,N,N
Sojourn,3.48,46.2,2.44,3.71,48.87,2.48,3.73,45.22,2.21,3.45,45.42,2.33,3.25,45.74,2.47,3.38,47.4,2.66,3.86,48.2,2.86,4.82,51.46,3.15,12.59,64.66,3.76
Soldier: 76,4.24,49.97,2.6,6.19,55.45,2.96,4.75,48.19,2.36,4.41,49.26,2.51,4.08,49.64,2.63,3.54,50.46,2.76,2.96,51.4,2.94,2.28,53.2,3.15,0.93,22.91,3.26
Cassidy,5.47,49.85,2.53,4.2,52.08,2.39,4.36,49.29,2.24,4.86,50.31,2.42,5.77,50.05,2.57,6.78,49.15,2.69,7.67,48.71,2.81,8.35,49.39,3.01,22.67,78.8,4.54
Zenyatta,3.42,52.6,4.53,2.28,50.44,3.7,3.39,52.74,3.99,3.46,53.05,4.3,3.56,53.02,4.73,3.63,52.02,5.17,3.35,50.77,5.44,2.43,50,5.68,1.12,74.99,6.05
Reaper,2.26,54.27,2.48,4.5,65.21,3.59,2.84,51.74,2.32,2.47,52.88,2.38,2,53.1,2.4,1.41,53.18,2.4,0.88,53.8,2.4,0.6,56.03,2.6,0.19,95.62,2
Juno,4.44,50.22,3.79,5.42,52.87,3.5,5.26,49.55,3.26,4.56,49.69,3.58,4.14,50.18,4.02,3.89,50.72,4.56,3.72,51.16,4.96,3.15,51.99,5.2,2.15,95.72,4.65
Ashe,2.71,51.51,2.8,1.5,44.49,2.24,2.24,50.56,2.58,2.59,51.76,2.73,2.94,52.12,2.87,3.19,51.73,2.95,3.36,52.25,3.02,3.65,54.28,3.22,3.08,57.4,3.58
Ramattra,2.51,50.44,3.5,2.72,54.2,3.72,3.01,49.82,3.33,3.01,49.92,3.44,2.36,50.02,3.55,1.72,51.45,3.69,1.33,53.16,3.89,1.26,52.9,4.09,0.47,83.41,6.77
Mercy,2.51,49.84,3.43,3.91,50.22,2.61,2.43,45.62,2.51,2.05,48.36,3.01,2.33,50.94,3.76,2.91,51.89,4.53,3.36,53.04,5.22,3.44,55.93,5.92,4.66,71.94,5.66
Zarya,1.93,51.21,4.2,1.35,55.31,4.19,1.64,52.16,3.9,1.96,51.2,4.02,2.03,50.41,4.24,2,50.29,4.48,2.34,51.26,4.76,3.36,53.89,5.19,0.28,100,3
Bastion,1.37,45.06,2.31,1.35,43.83,2.1,1.94,46.3,2.25,1.68,45.19,2.3,1.21,44.21,2.36,0.81,43.58,2.42,0.56,45.83,2.61,0.32,50.96,2.74,0.19,88.68,0
Lúcio,1.41,51.85,2.94,2.69,55.51,3.01,1.96,50.88,2.68,1.51,51.19,2.86,1.13,51.77,3.11,0.93,52.37,3.39,0.79,51.32,3.52,0.65,54.77,3.59,0.37,100,4
Mauga,1.58,48.72,3.79,2.22,51.55,4.09,1.81,46.86,3.48,1.71,47.87,3.69,1.48,49.13,3.88,1.21,50.15,4.06,1.01,51.19,4.28,1.28,55.43,4.87,1.31,62.35,5.73
Hanzo,1.56,48.21,2.59,2.1,45.52,2.13,1.76,46.38,2.29,1.49,48.21,2.5,1.47,48.93,2.73,1.49,50.07,2.93,1.53,50.12,3.11,1.22,50.48,3.13,1.03,66.04,4.45
Pharah,1.74,50.54,2.53,2.45,53.78,2.84,2.07,48.52,2.38,1.82,49.75,2.47,1.59,50.82,2.52,1.4,52.1,2.6,1.4,53.01,2.85,1.61,56.45,3.16,3.54,58.29,3.6
Illari,1.5,52.11,3.05,2.12,55.28,3,1.77,51.23,2.67,1.61,51.75,2.91,1.4,52.29,3.22,1.18,52.06,3.52,1.01,52.17,3.77,0.86,53.38,3.95,N,N,N
Doomfist,3.07,52.79,3.21,0.76,47.56,2.75,1.76,52.28,3.07,2.7,52.77,3.16,3.64,53.16,3.21,4.25,52.84,3.24,4.72,52.32,3.39,5.43,54.72,3.84,2.99,59.89,4.88
Venture,1.38,54.29,2.35,1.09,54.49,2.44,1.33,53.8,2.3,1.48,53.82,2.34,1.49,54.63,2.35,1.3,54.73,2.36,1.07,55.38,2.42,0.76,57.37,2.5,0.84,81.13,2.79
Junkrat,1.33,49.33,2.25,1.78,44,1.9,1.85,48.3,2.1,1.48,49.84,2.24,1.18,50.39,2.39,0.92,51.59,2.52,0.6,50.78,2.56,0.32,48.37,2.32,0.19,50,1.78
Sigma,1.89,51.22,3.82,1.04,48.23,3.36,1.88,51.2,3.62,2.14,50.78,3.73,1.98,51.68,3.92,1.69,51.84,4.06,1.52,52.24,4.18,1.72,53.97,4.45,0.56,21.32,4.71
Brigitte,2.32,51.86,3.75,1.05,51.29,2.96,2.02,52.84,3.23,2.34,52.2,3.48,2.48,51.56,3.86,2.63,51.25,4.34,2.71,51.46,4.72,2.29,52.21,5.04,1.68,76.07,6.02
Widowmaker,1.45,49.1,2.28,2.88,60.63,3.44,1.43,44.07,1.95,1.26,46.48,2.11,1.28,48.21,2.18,1.44,49.33,2.25,1.8,48.83,2.31,2.47,50.32,2.51,3.45,59.31,2.77
Lifeweaver,1.85,49.18,4.05,1.85,51.06,3.33,2.01,49.05,3.52,2.01,49.54,3.9,1.91,49.2,4.34,1.55,48.21,4.78,1.17,47.12,5.06,0.67,46.34,5.02,0.09,100,3
Sombra,2.15,50.85,3.31,0.98,45.38,2.64,1.87,50.51,3.11,2.17,51.22,3.27,2.34,51.14,3.38,2.44,51.04,3.44,2.26,50.53,3.5,1.9,49.79,3.6,1.03,57.9,5.07
D.VA,1.53,48.81,5.19,2.44,50.5,5.09,1.82,46.46,4.58,1.54,47.82,5,1.33,49.91,5.49,1.26,51.07,5.92,1.37,50.69,6.32,1.84,51.94,6.86,0.37,38.14,3.43
Torbjörn,0.99,54.84,2.55,1.41,56.31,2.8,1.25,55.04,2.44,1.08,55.45,2.52,0.88,54.19,2.58,0.72,53.64,2.64,0.6,52.9,2.66,0.45,50.66,2.58,0.09,100,0
Tracer,1.44,51.2,2.24,2.07,60.02,2.88,1.19,47.67,1.96,1.18,49.98,2.13,1.36,50.97,2.23,1.71,51.07,2.3,2.31,51.81,2.4,3.12,54.3,2.66,4.57,71.31,3.52
Orisa,1.65,46.84,3.57,1.77,49.05,3.53,1.86,46.9,3.33,1.84,46.63,3.49,1.6,45.95,3.66,1.31,47.05,3.86,1.07,48.85,4.2,1.38,55.02,4.84,0.56,97.95,9.13
Hazard,1.35,49.79,3.4,0.95,53.92,3.58,1.12,49.28,3.21,1.35,49.24,3.3,1.45,49.45,3.4,1.45,50.55,3.54,1.47,50.48,3.74,2.14,50.55,4.07,1.49,61.95,5.65
Winston,1.51,50.94,3.33,1.18,55.48,3.37,1.13,49.58,3,1.4,50.26,3.19,1.64,50.65,3.34,1.76,51.51,3.51,1.98,52.23,3.82,2.44,53.38,4.32,0.93,70.95,5.74
Reinhardt,0.97,50.91,2.4,1.48,53.68,2.46,1.09,48.94,2.17,1.02,50.18,2.34,0.94,51.13,2.49,0.77,52.68,2.6,0.64,53.18,2.73,0.61,51.89,2.74,N,N,N
Junker Queen,0.98,52.72,4.33,0.83,56.68,4.49,0.92,51.93,4.01,1.07,52.61,4.24,1.05,52.88,4.44,0.89,52.57,4.54,0.74,51.4,4.67,0.76,52.08,4.71,0.09,0,0
Baptiste,1.45,48.55,3.58,0.94,47.13,2.82,1.46,48.64,3.11,1.52,48.68,3.38,1.52,48.6,3.74,1.46,48.26,4.17,1.31,48.66,4.5,1.02,52.06,4.93,0.28,100,16
Mei,1.1,55.06,3.28,0.66,48.24,2.8,1.09,55.27,3.27,1.19,55.48,3.33,1.19,55.37,3.31,1.06,55.14,3.26,0.83,54.8,3.23,0.69,53.06,3.25,N,N,N
Roadhog,1.09,45.4,3.75,0.98,42.63,3,1.09,44.65,3.36,1.11,46.11,3.71,1.13,46.02,3.97,1.08,45.09,4.06,0.96,44.33,4.06,1,44.76,4.07,0.09,0,3.5
Echo,0.63,49.33,2.15,0.52,43.51,1.82,0.71,48.73,2.02,0.67,48.95,2.1,0.61,50.13,2.22,0.56,50.74,2.34,0.52,52.28,2.5,0.55,52.76,2.63,0.47,30.08,2.74
