Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,8.06,50.47,3.96,4.18,50.61,3.06,6.24,50.52,3.32,7.2,50.41,3.61,8.7,50.37,4.03,10.59,50.49,4.47,11.51,50.65,4.82,9.5,51.65,5.01,3.66,76.06,5.5
Kiriko,6.25,48.91,3.92,6.1,51.01,3.4,6.62,48.33,3.4,6.29,48.47,3.71,6.16,48.92,4.14,6.15,49.28,4.54,6.07,49.81,4.8,5.13,50.6,4.89,2.4,76.34,6.96
Genji,5.46,53.15,2.32,6.67,61.08,2.97,4.93,49.93,2.09,5.2,52.09,2.24,5.63,53.25,2.33,5.75,54.03,2.4,5.49,53.87,2.49,4.64,54.37,2.63,2.84,70.52,2.69
Moira,3.27,49.28,4.46,4.01,51.58,3.94,4.28,49.47,4,3.75,49.13,4.31,3.02,48.96,4.79,2.29,48.64,5.34,1.48,48.53,5.73,0.69,50.74,6.21,0.06,100,26
Sojourn,3.44,46.09,2.43,3.75,48.45,2.46,3.72,45.02,2.21,3.42,45.39,2.33,3.22,45.66,2.47,3.32,47.35,2.66,3.77,48.29,2.86,4.58,51.5,3.13,10.03,65.27,3.81
Soldier: 76,4.24,49.93,2.6,6.22,55.08,2.94,4.73,48.17,2.36,4.41,49.28,2.52,4.07,49.64,2.63,3.54,50.5,2.76,2.95,51.43,2.94,2.25,53.44,3.15,1.01,32.04,3.16
Cassidy,5.53,49.82,2.53,4.26,51.68,2.37,4.43,49.25,2.24,4.92,50.26,2.42,5.83,50.05,2.57,6.84,49.1,2.69,7.74,48.97,2.81,8.39,49.34,2.99,24.59,80.52,4.51
Zenyatta,3.45,52.59,4.53,2.32,50.17,3.68,3.43,52.73,4,3.5,53.16,4.31,3.59,52.98,4.73,3.66,51.99,5.16,3.35,50.41,5.42,2.42,49.9,5.71,1.01,73.24,6.02
Reaper,2.19,54.08,2.47,4.37,64.63,3.53,2.76,51.65,2.31,2.41,52.75,2.38,1.95,53.05,2.39,1.38,53.07,2.4,0.85,53.88,2.4,0.58,56.99,2.62,0.25,98.49,3.4
Juno,4.4,50.16,3.78,5.44,52.67,3.48,5.25,49.38,3.26,4.53,49.73,3.58,4.08,50.13,4.02,3.8,50.69,4.55,3.65,51.14,4.94,3.08,52.45,5.18,2.02,94.2,3.49
Ashe,2.72,51.49,2.8,1.55,44.09,2.22,2.27,50.65,2.58,2.6,51.62,2.73,2.94,52.18,2.87,3.2,51.83,2.94,3.35,52.18,3.02,3.54,53.66,3.2,2.9,58.24,3.68
Ramattra,2.47,50.37,3.49,2.68,53.89,3.7,2.98,49.89,3.32,2.95,49.77,3.43,2.31,50.14,3.55,1.69,51.18,3.68,1.29,52.78,3.87,1.19,53.22,4.1,0.38,86.98,6.94
Mercy,2.48,49.81,3.44,3.84,49.74,2.6,2.4,45.58,2.52,2.03,48.35,3.02,2.31,50.92,3.77,2.88,51.97,4.55,3.34,53.09,5.22,3.49,56.35,5.95,6.12,77.38,6.67
