Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.38,49.51,3.99,4.04,52.84,3.18,5.26,49.96,3.39,6.78,49.52,3.76,8.37,49.25,4.09,9.26,49.2,4.33,9.33,49.3,4.5,7.89,50.11,4.65,8.7,69.69,5.46
Kiriko,5.77,48.26,4.02,5.79,49.67,3.15,5.96,48.14,3.48,5.81,48.26,3.92,5.74,48.13,4.28,5.69,48.09,4.47,5.55,48.02,4.59,5.22,49.3,4.74,4,64.37,5.87
Genji,3.53,50.54,2.19,4.35,58.26,2.5,3.3,48.31,1.98,3.36,50.16,2.14,3.61,50.58,2.21,3.78,50.23,2.24,3.51,50.23,2.32,2.87,50.08,2.43,0.89,61.13,2.79
Moira,3.17,49.43,4.54,4.65,50.69,3.69,4.52,49.33,4.03,3.66,49.39,4.53,2.82,49.47,5.02,2.02,48.98,5.37,1.38,48.41,5.53,0.74,48.51,5.73,0.58,59.25,7.55
Sojourn,2.64,46.06,2.41,2.61,49.43,2.3,2.78,45.46,2.2,2.53,44.92,2.3,2.41,45.58,2.46,2.67,46.64,2.59,3.25,47.58,2.72,4.07,49.99,3,3.11,55.63,3.41
Soldier: 76,3.22,49.24,2.49,4.21,52.58,2.53,3.9,48.42,2.34,3.52,48.3,2.43,3,48.99,2.52,2.58,50.4,2.66,2.3,51.19,2.82,1.83,53.22,3.05,1.29,44.72,2.96
Cassidy,5.34,47.69,2.42,3.84,54.34,2.37,4.15,48.33,2.18,4.87,47.78,2.32,5.67,46.98,2.43,6.43,46.82,2.53,7.04,47.03,2.64,7.35,49.01,2.83,5.73,68.3,4.23
Zenyatta,2.84,53.68,4.8,3.08,54.21,3.89,2.91,53.49,4.23,2.89,54.1,4.68,2.94,54.11,5.1,2.74,53.23,5.35,2.32,51.19,5.45,1.75,50.21,5.61,0.61,70.91,6.91
Reaper,2.32,53.21,2.38,3,56.96,2.64,2.92,52.42,2.33,2.64,52.84,2.35,2.15,52.92,2.37,1.73,53.56,2.39,1.35,53.98,2.41,1.09,55.42,2.55,5.47,64.1,3.59
Juno,2.62,50.27,3.89,3.88,50.45,3.01,3.27,49.24,3.35,2.66,50.21,3.85,2.31,50.78,4.31,2.2,51.05,4.61,2.2,50.68,4.7,1.96,50.48,4.72,1.34,70.66,4.68
Ashe,3.22,52.03,2.91,2.12,53.75,2.72,2.63,51.55,2.68,3.04,51.5,2.85,3.37,51.97,2.96,3.72,52.18,3.01,4.13,52.81,3.06,4.82,54.51,3.24,3.76,57.76,3.53
Ramattra,1.71,48.16,3.28,2.39,51.51,3.29,2.5,48.6,3.21,2.03,47.52,3.26,1.41,47.45,3.34,1.03,47.87,3.4,0.85,47.51,3.47,0.83,48.56,3.56,0.92,45.32,3.19
Mercy,2.88,49.93,3.87,3.75,47.36,2.38,2.68,47.65,2.88,2.64,49.85,3.64,2.88,50.68,4.3,3.02,50.85,4.83,3.16,51.14,5.32,3.35,54.41,6.09,5.87,75.55,7.62
Zarya,1.72,50.82,4.28,1.14,54.16,3.95,1.35,50.87,3.81,1.6,50.05,4.01,1.74,49.8,4.29,1.93,51.21,4.58,2.52,52.15,4.85,3.73,53.65,5.2,4.63,57.27,5.67
Bastion,2.77,49.8,2.8,3.3,52.52,2.65,3.63,49.84,2.64,3.14,49.12,2.74,2.45,49.23,2.89,2.07,50.27,3.05,1.87,51.17,3.18,1.75,52.16,3.38,1.89,68.33,4.3
Lúcio,1.33,52.16,3.05,2.4,54.29,2.57,1.81,51.41,2.79,1.37,52.1,3.05,1.1,52.01,3.26,0.99,52.56,3.47,0.9,51.16,3.59,0.84,52.16,3.72,0.36,59.34,4.29
Mauga,1.24,48.31,3.81,1.73,48.3,3.54,1.56,46.65,3.53,1.36,47.77,3.75,1.15,49.15,3.98,0.91,50.17,4.16,0.8,50.11,4.28,0.8,52.32,4.51,9.49,65.58,5.42
Hanzo,2.26,49.39,2.84,2.55,54.42,2.74,2.19,48.82,2.53,2.12,48.91,2.74,2.22,48.99,2.92,2.38,48.97,3.03,2.57,49.93,3.16,2.48,51.69,3.37,1.47,43.78,2.9
Pharah,1.26,50.96,2.55,1.4,51.13,2.55,1.43,49.88,2.5,1.29,50.92,2.5,1.19,51.44,2.55,1.18,51.34,2.6,1.12,51.6,2.73,0.96,53.39,3.04,0.53,59.64,3.43
Illari,1.8,53.2,3.32,2.05,52.45,2.6,1.86,52.38,2.91,1.78,53.57,3.27,1.74,53.52,3.52,1.75,53.49,3.64,1.79,52.67,3.69,2,53.25,3.8,1.37,63.32,3.95
