Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.41,48.77,3.93,3.8,52.73,3.19,4.88,49.22,3.3,5.7,48.63,3.62,6.85,48.44,3.99,7.97,48.68,4.32,8.49,48.89,4.57,7.31,49.25,4.67,7.03,62.31,5.12
Kiriko,5.39,48.39,4.02,5.48,50.46,3.3,6.11,48.31,3.48,5.53,48.21,3.87,5.19,48.37,4.24,5.05,48.18,4.49,4.95,48.43,4.64,4.87,49.08,4.83,4.46,62.94,6.45
Genji,5.73,53.26,2.34,5.81,61.81,2.82,4.78,51.75,2.17,5.39,52.46,2.26,6.01,53.2,2.34,6.41,53.46,2.41,6.28,53.38,2.5,5.49,53.79,2.67,3.45,65.72,3.29
Moira,2.58,47.43,4.41,3.59,50.24,3.72,3.63,48.21,3.93,2.98,47.19,4.26,2.36,46.7,4.75,1.81,46.8,5.17,1.21,46.43,5.43,0.65,47.76,5.69,1.19,65.84,8.31
Sojourn,2.93,45.6,2.33,2.73,51.08,2.34,2.99,45.56,2.15,2.9,45.21,2.23,2.8,44.78,2.35,2.93,45.52,2.47,3.43,46.14,2.63,4.05,49.58,2.92,3.58,60.1,3.14
Soldier: 76,3.49,49.34,2.5,4.86,55.46,2.69,4.11,48.76,2.34,3.8,48.56,2.44,3.35,48.87,2.53,2.89,49.59,2.65,2.4,50.07,2.78,1.91,51.19,3.02,0.88,51.69,3.37
Cassidy,7.64,48.6,2.32,5.29,57.15,2.49,5.8,49.36,2.12,6.88,48.8,2.22,8.1,48.15,2.32,9.25,47.84,2.42,9.86,47.42,2.51,10.06,48.26,2.69,20.4,76.83,3.97
Zenyatta,2.96,52.89,4.68,3.02,54.13,3.98,3.07,52.75,4.1,3.04,53.07,4.47,3.06,53.3,4.9,2.87,52.43,5.22,2.38,50.79,5.42,1.78,49.62,5.62,0.44,36.5,5
Reaper,2.27,55.97,2.55,3.26,59.89,2.94,2.75,54.41,2.47,2.6,55.35,2.51,2.15,56.01,2.53,1.73,56.99,2.59,1.24,58.55,2.65,0.95,60.19,2.9,4.08,65.02,3.42
Juno,2.28,49.2,3.78,3.15,50.54,3.06,2.86,48.77,3.27,2.38,48.91,3.65,2.09,49.16,4.06,1.92,50.02,4.42,1.87,48.96,4.53,1.54,49.8,4.34,0.69,98.61,3.75
Ashe,2.09,50.97,2.75,1.84,55.29,2.71,2.05,51.22,2.53,2.1,50.87,2.69,2.14,50.56,2.81,2.11,50.34,2.86,2.04,51.22,2.95,1.82,54.5,3.16,1.26,49.49,3.23
Ramattra,1.31,45.94,3.1,1.9,52.68,3.31,1.95,47.09,3.07,1.63,45.25,3.07,1.12,44.39,3.09,0.73,44.07,3.13,0.57,45.6,3.25,0.53,49.79,3.47,0.19,67.45,3.33
Mercy,2.42,49.35,3.76,3.44,48.29,2.49,2.44,46.79,2.8,2.18,49.15,3.42,2.31,50.12,4.08,2.58,50.15,4.72,2.77,50.5,5.27,2.88,51.61,5.77,6.34,76.79,7.21
Zarya,1.45,50.91,4.18,1.13,55.93,4.06,1.32,51.37,3.81,1.48,50.48,4,1.49,49.61,4.19,1.4,51.01,4.51,1.66,52.83,4.78,2.11,55.26,5.13,1.51,74.58,6.13
Bastion,1.34,46.83,2.5,2.26,52.77,2.65,2.1,47.55,2.41,1.63,45.61,2.43,1.1,45.71,2.55,0.75,46.73,2.72,0.55,47.44,2.8,0.4,45.09,2.95,0.63,51.67,3.67
Lúcio,1.45,53.54,3.17,2.57,56.02,2.73,2.06,53.23,2.87,1.59,53.19,3.1,1.22,53.08,3.34,1.03,54.29,3.64,0.98,53.28,3.77,0.91,55.35,4.18,0.38,99.72,16
Mauga,1.16,48.4,3.82,1.66,49.56,3.69,1.42,47.56,3.54,1.29,47.23,3.68,1.1,48.49,3.97,0.88,50.79,4.15,0.77,50.94,4.37,0.9,53.17,4.71,0.88,43.78,4.21
Hanzo,3.5,50.9,2.97,3.47,57.05,2.96,3.32,50.73,2.68,3.34,50.6,2.84,3.42,50.58,3.01,3.75,50.45,3.16,4.15,50.83,3.32,4.26,52.29,3.52,5.08,53.43,3.45
Pharah,1.24,49.55,2.43,1.62,53.42,2.62,1.54,48.43,2.34,1.33,48.59,2.37,1.15,49.63,2.42,1.02,50.46,2.53,0.96,51.9,2.72,0.93,52.76,2.93,0.31,55.63,4.78
Illari,1.2,51.38,3.12,1.72,53.97,2.71,1.47,50.82,2.72,1.25,51.34,2.99,1.1,51.07,3.29,1.03,51.85,3.53,0.97,51.16,3.66,0.96,50.7,3.79,0.56,64.28,5.42
Doomfist,3.96,53.14,3.23,1.73,58.19,3.33,2.35,53.78,3.09,3.55,53.69,3.17,4.56,53.09,3.19,4.96,52.45,3.27,5.22,51.93,3.41,5.29,53.58,3.78,2.7,66,4.46
Venture,1.66,53.76,2.28,0.92,57.56,2.49,1.46,54.57,2.34,1.77,53.94,2.28,1.78,53.11,2.25,1.71,53.63,2.29,1.54,52.88,2.29,1.49,54.38,2.43,1.57,56.3,2.09
Junkrat,1.17,49.11,2.25,1.83,51.92,2.23,1.65,49.03,2.1,1.32,48.66,2.2,1.04,49.22,2.33,0.83,49.22,2.43,0.61,47.27,2.45,0.28,45.27,2.37,N,N,N
Sigma,1.93,52.9,4,1.59,55.98,3.83,2.05,53.05,3.78,2.1,52.56,3.91,1.97,52.95,4.08,1.7,52.69,4.19,1.6,52.42,4.23,1.72,53.4,4.53,0.75,64.06,4.81
Brigitte,1.47,48.49,3.61,1.06,51.2,2.87,1.38,50.55,3.1,1.48,48.77,3.37,1.51,48.01,3.7,1.56,47.51,4.08,1.54,46.95,4.31,1.29,47.34,4.52,0.25,80.66,8.5
Widowmaker,1.32,46.82,2.25,2.08,53.51,2.68,1.37,44.42,2.06,1.22,45.78,2.17,1.21,46.9,2.24,1.32,47.15,2.29,1.52,46.89,2.36,2.2,48.58,2.65,3.14,69.59,3.03
Lifeweaver,1.67,45.98,3.66,1.76,46.64,2.79,2.01,47.14,3.21,1.91,46.09,3.55,1.67,45.8,3.92,1.32,44.84,4.18,0.97,44.34,4.38,0.67,44.99,4.61,0.88,76.8,4
Sombra,1.51,48.42,3.05,1.31,50.74,2.75,1.53,48.34,2.78,1.51,48.3,2.97,1.51,48.25,3.11,1.62,48.54,3.26,1.4,47.67,3.29,1.22,51.48,3.54,0.5,54.83,3.52
D.VA,1.7,48.3,5.22,2.82,52.24,5.05,2.12,47.57,4.74,1.8,47.42,5.07,1.54,48.23,5.41,1.32,48.77,5.77,1.33,49.22,6.02,1.59,49.45,6.62,0.63,60.11,10.52
Torbjörn,0.71,54.64,2.52,1.03,61.62,3,0.99,57.61,2.59,0.81,54.61,2.45,0.62,52.65,2.48,0.52,51.1,2.48,0.44,50.45,2.42,0.29,45.25,2.41,0.06,100,0
Tracer,1.93,50.99,2.22,1.61,54.62,2.22,1.36,49.35,2.01,1.51,49.93,2.14,1.9,51.31,2.23,2.49,51.09,2.27,3.26,51.5,2.37,4.8,54.57,2.65,5.71,62.06,3.56
Orisa,2.09,43.98,3.29,2.22,49.61,3.26,2.46,45.92,3.16,2.39,43.96,3.24,2.05,42.39,3.31,1.59,42.28,3.43,1.4,42.54,3.58,1.57,43.46,3.88,0.44,94.14,4.76
Hazard,1.7,51.68,3.64,0.96,55.17,3.47,1.26,52.19,3.44,1.6,51.9,3.54,1.86,51.02,3.6,1.9,51.26,3.74,2.14,52.03,3.95,2.83,54.19,4.33,2.07,66,6.97
Winston,1.15,50.75,3.27,1,52.6,2.81,0.95,50.47,2.98,1.11,50.39,3.15,1.21,50.94,3.29,1.23,50.86,3.47,1.3,50.28,3.69,1.45,52.05,4.25,0.56,72.64,5.6
Reinhardt,1.19,52.3,2.53,1.48,55.08,2.38,1.33,51.68,2.34,1.32,52.29,2.5,1.2,52.43,2.62,0.94,51.95,2.64,0.82,51.4,2.74,0.62,53.07,2.77,0.44,44.48,1.86
Junker Queen,1.18,56.61,4.9,0.81,56.39,4.36,1.05,56.72,4.53,1.24,56.28,4.78,1.3,56.6,4.98,1.12,56.78,5.11,1.12,57.61,5.36,1.17,57.26,5.51,0.38,40.67,4.85
Baptiste,1.71,46.56,3.63,1.54,49.15,2.94,1.73,47.08,3.06,1.71,46.13,3.38,1.74,46.44,3.8,1.75,46.31,4.12,1.68,46.63,4.4,1.42,47.93,4.77,1.19,65.77,5.98
Mei,0.9,51.53,2.95,0.9,54.78,3.11,0.96,52.71,3,0.96,51.78,2.98,0.94,51.15,2.93,0.83,49.89,2.89,0.67,49.55,2.84,0.55,53.5,3.19,N,N,N
Roadhog,1.3,39.86,3.04,1.44,46.44,2.98,1.18,41.39,2.75,1.33,40.38,2.94,1.4,38.42,3.09,1.24,38.49,3.25,1.17,38.34,3.34,1.03,41.03,3.42,0.25,0,1.71
Echo,1.08,50.35,2.26,1.28,53.85,2.24,1.16,49.64,2.07,1.11,50.09,2.21,1.04,49.79,2.27,1.03,50.64,2.41,0.98,51.72,2.58,1.11,54.23,2.77,0.88,62.36,3.31
Symmetra,1.02,56.75,2.8,0.68,58.38,3.36,0.77,57.18,3.12,0.84,57.22,3.04,0.97,56.47,2.86,1.27,56.42,2.52,1.78,55.06,2.03,2.64,54.13,1.44,4.21,52.22,2.22
Wrecking Ball,0.46,53.47,4.23,0.43,50.86,3.21,0.37,51.69,3.56,0.41,52.94,3.99,0.46,54.02,4.3,0.54,54.13,4.56,0.58,55.31,5.02,0.61,51.89,5.66,1.44,80.68,10.55
Freja,1.3,46.05,2.16,1.35,52.43,2.21,1.2,45.63,1.88,1.18,46.07,2.02,1.24,45.11,2.16,1.46,45.45,2.3,1.7,46.65,2.49,2.25,48.57,2.7,4.65,71.42,3.95
AnaC,6.42,48.94,3.84,4.94,48.56,3.32,5.63,48.62,3.56,6.35,49.01,3.84,7.3,49.1,4.06,7.72,49.27,4.08,7.16,45.97,3.89,5.93,75,6.59,N,N,N
KirikoC,6.2,48.16,4.1,7.08,48.31,3.65,6.21,48.31,3.9,5.97,48.18,4.17,6.25,48.02,4.29,6.93,47.99,4.26,7.17,46.34,4.16,0.74,0,0,N,N,N
GenjiC,5.69,51.16,2.4,4.69,50.31,2.35,4.97,51.43,2.39,5.72,51.23,2.41,6.41,51.13,2.41,6.35,50.74,2.42,4.92,47.35,2.39,1.48,0,1.25,N,N,N
MoiraC,3.15,45.35,4.61,4.19,46.06,4.09,3.77,46.26,4.44,3.23,45.21,4.71,2.58,44.33,4.84,1.62,42.36,4.72,0.71,40.54,4.51,N,N,N,N,N,N
SojournC,3.33,45.41,2.39,3.62,44.18,2.23,3.36,44.45,2.31,3.17,45.06,2.39,3.35,46.51,2.48,4.06,48.41,2.53,4.49,44.21,2.47,5.19,39.26,3.96,N,N,N
Soldier: 76C,4.17,48.47,2.56,4.51,47.85,2.52,4.79,48.58,2.56,4.36,48.63,2.57,3.6,48.34,2.56,2.39,47.1,2.45,1.17,45.23,2.48,N,N,N,N,N,N
CassidyC,7.11,48.31,2.33,5.19,48.85,2.2,6.07,48.87,2.28,7.1,48.53,2.34,8.17,47.85,2.36,8.58,47.26,2.33,8.02,44.72,2.3,8.15,54.18,2.24,N,N,N
ZenyattaC,2.88,49.34,4.71,2.89,48.87,4.08,2.84,50.12,4.46,2.92,49.49,4.76,2.91,48.83,4.98,2.66,47.32,4.98,1.86,43.29,4.83,N,N,N,N,N,N
ReaperC,2.93,51.9,2.47,3.16,50.99,2.55,3.35,52.05,2.54,3.06,51.79,2.46,2.53,52.18,2.42,1.79,51.66,2.32,1.49,51.81,2.46,N,N,N,N,N,N
JunoC,1.92,48.31,3.82,2.91,47.52,3.41,2.25,48.68,3.69,1.84,48.35,3.91,1.66,48.21,4.04,1.52,47.38,3.76,1.15,40.06,3.06,0.74,0,3,N,N,N
AsheC,1.95,51.04,2.81,1.85,49.46,2.65,1.88,50.92,2.78,2.02,51.19,2.85,2.02,51.28,2.83,1.6,50.86,2.69,0.88,47.45,2.62,0.74,100,0,N,N,N
RamattraC,1.75,45.71,3.15,2.27,45.96,3.09,2.23,47.02,3.19,1.84,45.26,3.15,1.26,44.32,3.07,0.77,42.21,3.08,0.49,38.76,2.91,1.48,0,1.8,N,N,N
MercyC,1.71,49.31,3.72,2.43,46.99,3.02,1.75,48.82,3.32,1.67,49.61,3.76,1.66,50.26,4.2,1.57,48.42,4.57,1,47.22,4.6,2.96,25,3.17,N,N,N
ZaryaC,1.39,51.74,4.31,0.57,52.38,3.81,0.88,52.7,4,1.36,51.25,4.23,1.85,51.62,4.51,2.33,52.25,4.69,3.19,52.72,4.77,8.89,74.82,5.04,N,N,N
BastionC,1.75,45.18,2.59,2.61,44.72,2.51,2.3,45.75,2.59,1.77,44.87,2.61,1.26,45.14,2.6,0.7,42.63,2.4,0.56,43.96,2.47,N,N,N,N,N,N
LúcioC,1.69,50.98,3.15,2.4,50.81,2.97,1.96,50.73,3.09,1.61,51.11,3.18,1.46,51.4,3.23,1.57,51.12,3.33,1.84,44.75,3.4,N,N,N,N,N,N
MaugaC,1.2,45.2,3.72,1.38,45.13,3.49,1.38,45.45,3.65,1.26,45.28,3.74,1,44.83,3.83,0.72,43.94,3.9,0.52,44.58,4.03,0.74,0,0,N,N,N
HanzoC,3.11,49.97,3.06,3.5,48.38,2.86,2.94,49.36,2.95,2.97,49.99,3.06,3.26,50.78,3.18,3.92,50.83,3.14,4.12,46.34,2.87,2.96,73.57,3.63,N,N,N
PharahC,1.63,48.03,2.4,2.04,47.87,2.47,1.86,47.85,2.42,1.62,48.21,2.37,1.43,47.9,2.39,1.26,48.18,2.45,1.24,51.08,2.76,N,N,N,N,N,N
IllariC,1.22,50.87,3.1,1.73,50.16,2.78,1.48,50.98,2.95,1.17,51.17,3.13,0.97,50.28,3.33,1.06,51.45,3.41,1.62,48.91,3.41,N,N,N,N,N,N
DoomfistC,0.82,52.3,3.48,0.26,52.44,3.47,0.39,53.71,3.42,0.73,52.94,3.46,1.25,51.94,3.51,1.86,50.65,3.52,2.19,47.68,3.56,N,N,N,N,N,N
