Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.51,51.62,3.94,4.54,52.19,3.25,6.22,51.61,3.44,7.03,51.43,3.69,8.62,51.65,4.15,10.82,51.61,4.68,12.26,52.02,5.17,11.16,53.39,5.45,7.86,91.17,10.38
Kiriko,7.08,49.37,3.79,7.11,53.47,3.63,7.47,49.04,3.44,7.1,48.86,3.67,6.81,48.92,4.06,6.81,49.05,4.5,6.83,49.98,4.9,6.02,51.75,5.12,1.36,92.72,6.18
Genji,5.42,52.46,2.38,7.01,60.86,2.96,5.11,49.49,2.13,5.03,50.61,2.26,5.48,52.48,2.41,5.83,53.8,2.54,5.51,53.75,2.62,5.11,54.67,2.78,3.13,70.62,3.08
Moira,4.49,50.81,4.46,5.01,54.7,4.34,5.39,51.35,4.2,4.88,50.6,4.41,3.92,49.4,4.72,2.87,48.12,5.14,1.91,48.51,5.66,1.03,50.7,6.24,0.32,100,17.9
Sojourn,4.45,47.08,2.54,4.03,52.6,2.76,4.52,47.1,2.4,4.52,46.23,2.46,4.33,45.95,2.57,4.45,47.01,2.76,5.25,49.26,3.06,6.97,52.58,3.42,7.81,69.19,4.73
Soldier: 76,4.08,49.43,2.57,5.52,56.7,3.03,4.33,48.69,2.42,4.04,48.55,2.51,3.84,48.07,2.58,3.31,47.48,2.63,2.6,47.69,2.72,1.78,50.72,3.05,0.91,54.18,2.33
Cassidy,3.55,48.61,2.39,3.5,54.72,2.48,3.12,48.12,2.15,3.19,48.49,2.31,3.82,48.15,2.47,4.62,46.9,2.59,5.16,46.16,2.7,5.55,47.33,2.9,10.95,79.31,4.38
Zenyatta,3.49,52.87,4.45,2.48,52.42,3.94,3.58,52.76,4.08,3.53,52.96,4.31,3.63,53.24,4.74,3.78,52.49,5.2,3.57,51.67,5.67,2.81,51.9,6.01,0.45,98.76,9.5
Reaper,3.35,53.72,2.62,4.89,63.19,3.45,3.68,52.86,2.52,3.48,52.66,2.55,3,51.48,2.49,2.16,50.03,2.41,1.35,49.55,2.38,0.8,55.1,2.68,14.58,57.83,3.08
Juno,3.16,49.84,3.65,3.78,53.57,3.61,3.39,49.3,3.3,3.1,49.37,3.54,2.96,49.42,3.89,2.88,49.57,4.38,2.8,50.87,4.93,2.52,52.75,5.31,0.91,97.79,8.46
Ashe,3,51.97,2.87,1.41,49.55,2.49,2.36,51.59,2.66,2.9,51.78,2.79,3.58,52.43,2.98,4.25,52.51,3.1,4.84,52.36,3.16,5.55,53.63,3.32,6.13,76.59,4.45
Ramattra,2.89,50.08,3.53,2.65,55.61,3.98,3.16,50.65,3.47,3.41,49.74,3.49,2.69,48.52,3.51,1.77,47.66,3.53,1.23,48.23,3.7,0.87,51.35,4.07,1.18,79.75,6.28
Mercy,2.76,47.73,2.99,4.67,49.97,2.68,2.93,44.37,2.43,2.35,46.2,2.76,2.33,49.14,3.47,2.82,51.51,4.43,3.5,52.93,5.35,3.92,53.89,6.01,6.91,66.96,5.42
Zarya,2.72,54.21,4.45,1.72,58.69,4.67,2.26,55.08,4.22,2.79,54.32,4.31,3.09,53.24,4.53,3.16,52.39,4.77,3.73,53.46,5.11,5.3,55.96,5.5,3.41,54.01,5.54
Bastion,2.17,47.34,2.45,1.41,48.84,2.4,2.46,48.6,2.42,2.51,47.46,2.45,2.08,46.11,2.48,1.56,44.42,2.51,1.09,45.44,2.66,0.72,50.86,3.09,0.45,88.75,3.33
Lúcio,2.15,50.76,2.89,3.53,56.11,3.16,2.78,50.29,2.74,2.2,49.62,2.83,1.55,49.29,2.96,1.1,49.74,3.19,0.89,51.53,3.58,0.77,54.11,3.73,0.14,26.93,0
Mauga,2.14,49.34,3.87,2.48,53.24,4.34,2.36,49.06,3.74,2.35,48.76,3.8,1.93,48.56,3.87,1.41,48.73,3.99,1.12,50.07,4.28,1.1,53.38,4.89,0.59,65.85,4.9
Hanzo,2.07,48.6,2.58,2.32,48.51,2.27,2.18,47.75,2.37,1.98,48.43,2.54,2.02,49.24,2.77,2.1,49.53,2.98,2.03,49.33,3.1,1.76,50.41,3.28,0.68,86.07,4.64
Pharah,2,50.38,2.65,2.54,55.77,3.11,2.19,49.03,2.56,2.03,49.46,2.59,1.8,49.9,2.59,1.6,51.28,2.67,1.51,53.59,2.94,1.69,57.41,3.34,1.86,75.89,4.2
Illari,1.91,51.94,2.96,2.5,56.14,3.11,2.12,51.24,2.67,1.96,51.6,2.89,1.76,51.6,3.14,1.37,51.1,3.4,0.99,50.64,3.7,0.74,52.34,4.07,N,N,N
Doomfist,1.93,53.29,3.32,0.57,49.31,2.9,1.15,51.58,3.09,1.7,52.56,3.2,2.53,54.2,3.38,3.5,54.37,3.48,4.4,53.76,3.66,5.34,54.87,3.92,0.86,39.89,2.33
Venture,1.81,55.59,2.52,1.22,58.17,2.73,1.6,56.11,2.53,1.87,55.57,2.53,2.09,55.07,2.5,1.97,54.85,2.47,1.62,54.79,2.48,1.26,55.62,2.61,0.32,70.74,4
Junkrat,1.75,48.52,2.25,1.87,48.66,2.11,2.15,48.65,2.17,1.84,48.2,2.23,1.54,48.47,2.36,1.22,49.48,2.51,0.86,50.18,2.6,0.46,50.83,2.68,0.05,0,0
Sigma,1.73,51.01,3.79,0.98,51.03,3.67,1.72,51.47,3.7,1.97,50.74,3.72,1.8,50.94,3.9,1.56,51.17,4.09,1.42,51.22,4.27,1.46,53.38,4.58,1.32,74.02,5.67
Brigitte,1.65,50.97,3.52,0.9,51.84,2.98,1.5,51.97,3.17,1.67,50.95,3.35,1.86,50.31,3.7,2.01,50.49,4.22,2.05,51,4.73,1.76,52.47,4.98,5.63,98.24,15.68
Widowmaker,1.63,48.84,2.26,2.88,60.1,3.27,1.52,43.33,1.9,1.36,45.36,2.04,1.47,47.89,2.17,1.77,49.28,2.25,2.34,49.13,2.33,3.34,48.71,2.45,3.27,75.69,3.65
Lifeweaver,1.59,48.71,3.75,1.84,51.37,3.31,1.57,48.18,3.29,1.56,48.7,3.66,1.63,48.73,4.14,1.49,47.83,4.61,1.21,46.7,5.05,0.69,44.96,5.05,0.23,100,11.5
Sombra,1.59,51.78,3.28,0.79,49.87,2.97,1.48,51.81,3.18,1.71,51.98,3.26,1.78,52.06,3.38,1.77,51.49,3.43,1.56,50.44,3.43,1.27,50.59,3.64,0.36,52.51,4.68
D.VA,1.52,47.71,4.89,2.51,51.65,5.28,1.8,46.31,4.53,1.5,46.59,4.73,1.19,47.72,5.11,0.99,49.11,5.65,1.05,49.29,6.17,1.25,51.11,6.97,1.54,59.92,7.94
