Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,4.44,48.23,3.91,2.86,51.16,3.11,3.37,48.38,3.33,4.14,47.82,3.69,4.94,47.81,4.04,5.49,48.32,4.31,5.64,48.8,4.49,4.93,50.01,4.64,3.62,73.4,5.35
Kiriko,3.69,47.69,4.07,4.56,48.99,3.23,4.35,47.08,3.55,3.78,47.19,4.04,3.35,47.9,4.43,3.25,47.83,4.62,3.17,48.97,4.76,3.09,51.33,5.03,2.12,71.85,7.42
Genji,2.54,51.19,2.19,3.58,56.26,2.38,2.49,48.57,1.95,2.36,50.58,2.13,2.53,51.74,2.24,2.68,51.45,2.29,2.45,51.4,2.37,1.74,52.03,2.53,0.41,52.42,2.27
Moira,1.8,48.92,4.54,3.22,50.43,3.76,2.85,48.84,4.08,1.99,48.09,4.55,1.39,49.14,5.2,0.99,49.34,5.58,0.69,50.39,5.82,0.39,46.37,5.89,0.14,100,6
Sojourn,2.03,46.27,2.51,1.99,49.05,2.35,2.03,45.24,2.25,1.89,44.9,2.4,1.88,45.96,2.55,2.14,47.54,2.74,2.74,47.75,2.86,3.05,51.38,3.07,1.78,35.65,2.45
Soldier: 76,2.99,49.66,2.57,3.93,51.92,2.56,3.56,48.12,2.4,3.19,48.88,2.51,2.77,50.36,2.66,2.4,50.55,2.77,2.15,51.76,2.93,1.86,53.86,3.08,0.82,76.3,3.69
Cassidy,4.47,49.13,2.57,3.35,53.81,2.44,3.38,49.02,2.28,4.03,49.02,2.47,4.82,48.88,2.61,5.58,48.71,2.7,6.04,48.67,2.8,6.22,49.07,2.96,7.11,76.62,4.64
Zenyatta,1.49,53.37,4.81,2.15,53.31,4.05,1.78,52.77,4.29,1.53,53.51,4.73,1.4,54.16,5.18,1.21,52.66,5.48,1.07,53.47,5.71,0.9,52.24,6,0.14,92.24,6.75
Reaper,1.72,54.49,2.51,2.54,56.39,2.72,2.21,53,2.42,1.88,53.77,2.44,1.53,54.94,2.53,1.23,55.93,2.62,0.96,59.31,2.7,0.79,56.36,2.74,6.43,58.02,3.49
Juno,2.11,50.66,4.16,3.55,49.75,3.27,2.79,49.38,3.57,2.1,50.46,4.18,1.72,51.86,4.71,1.67,51.79,5.01,1.61,52.17,5.17,1.85,54.18,5.46,1.16,80.15,7.77
