Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.59,49.75,3.79,3.83,51.7,3.04,5.17,50.03,3.4,6.82,49.45,3.75,7.94,49.2,3.97,8.48,49.94,4.15,8.52,49.8,4.31,7.32,51.15,4.52,4.16,51.8,4.4
Kiriko,6.15,48.68,3.93,7.02,49.36,3.21,6.67,48.68,3.61,5.99,48.28,4.05,5.73,48.66,4.3,5.54,48.49,4.47,5.71,49.05,4.59,5.56,50.19,4.81,6.03,70.13,5.47
Genji,4.07,51.81,2.08,4.11,54.5,2.2,3.8,50.55,1.94,4.09,51.69,2.05,4.43,52.05,2.12,4.2,51.74,2.14,3.76,51.17,2.21,2.66,52.5,2.41,1.07,55.52,2.33
Moira,4.31,51.26,4.55,5.92,50.79,3.76,5.35,51.02,4.22,4.37,51.51,4.73,3.59,51.79,5.18,2.85,51.61,5.43,2.25,50.28,5.55,1.44,50.36,6.17,0.27,57.41,5.41
Sojourn,2.92,46.57,2.34,2.08,49.12,2.25,2.5,46.3,2.2,2.87,46.28,2.3,3.21,45.8,2.35,3.61,46.73,2.47,4.09,47.02,2.58,4.58,48.69,2.89,3.22,57.44,3.13
Soldier: 76,3.02,50.3,2.41,3.42,52.03,2.43,3.53,49.57,2.32,3.18,49.55,2.39,2.7,50.65,2.47,2.33,51.43,2.59,2.04,51.4,2.68,1.6,51.69,2.89,0.6,77.59,4.21
Cassidy,4.77,48.7,2.29,3.11,53.03,2.26,3.86,49.37,2.14,4.72,48.11,2.24,5.47,47.86,2.31,6.16,47.74,2.42,6.71,48.52,2.52,7.33,50.87,2.79,6.57,59.96,3.62
Zenyatta,2.36,54.25,4.61,2.45,54.83,3.87,2.32,54.69,4.28,2.47,54.54,4.69,2.41,53.88,4.95,2.27,53.86,5.16,1.97,51.24,5.3,1.3,48.76,5.37,0.07,100,11
Reaper,2.18,53.35,2.28,2.81,55.95,2.56,2.52,52.1,2.2,2.26,52.93,2.22,1.87,53.46,2.26,1.6,53.48,2.3,1.38,54.98,2.37,1.41,54.69,2.56,1.47,60.16,2.57
Juno,2.17,51.12,4.61,2.91,50.34,3.72,2.37,50.62,4.25,2,51.42,4.86,1.95,51.68,5.22,1.92,51.89,5.3,1.97,51.12,5.33,2.12,53.25,5.64,1.34,52.66,6.64
Ashe,1.86,52.12,2.49,1.34,51.84,2.3,1.65,51.95,2.37,1.92,51.36,2.49,2.08,52.6,2.54,2.1,53.2,2.6,2.08,51.99,2.65,2.25,55.22,2.95,1.34,64.85,3.6
Ramattra,1.67,49.02,3.22,2.36,51.5,3.29,2.25,48.67,3.12,1.69,48.02,3.22,1.24,48.88,3.33,0.94,48.97,3.33,0.78,48.39,3.46,0.84,48.24,3.56,0.87,24.32,2.36
Mercy,2.13,48.03,3.41,2.73,46.13,2.33,2.05,46.84,2.88,1.97,48.55,3.59,2.11,48.78,4.01,2.09,49.05,4.41,2.19,50.1,4.73,2.12,51.4,5.28,1.81,99.53,8.92
Zarya,1.14,52.27,4.43,0.67,55.05,4.13,0.95,51.51,4.06,1.14,50.71,4.23,1.23,51.72,4.51,1.42,53.37,4.83,1.82,55.1,5.16,2.46,56.85,5.44,5.43,66.98,6.04
Bastion,2.35,48.49,2.49,3.55,51.24,2.47,3.18,48.16,2.42,2.41,47.61,2.49,1.66,47.15,2.59,1.28,48.57,2.67,0.96,48.19,2.7,0.76,46.15,2.98,0.54,54.27,2.67
Lúcio,0.72,51.03,2.64,1.44,54.04,2.28,0.83,49.92,2.54,0.6,49.73,2.75,0.53,50.73,2.96,0.54,48.88,2.96,0.57,50.53,3.14,0.47,47.6,3.3,0.2,23.29,3.45
Mauga,1.5,48.65,3.63,1.65,46.57,3.24,1.5,47.44,3.48,1.53,48.61,3.67,1.47,50.27,3.79,1.44,50.49,3.89,1.32,50.57,4,1.5,51.15,4.3,8.58,90.29,7.46
Hanzo,1.76,49.95,2.73,1.83,51.77,2.58,1.7,48.93,2.49,1.72,50.08,2.72,1.83,49.73,2.85,1.77,49.77,2.97,1.79,50.85,3.1,1.64,52.31,3.25,0.8,45.31,2.9
Pharah,1.37,51.85,2.47,1.27,52.25,2.57,1.39,51.76,2.41,1.45,51.99,2.41,1.34,51.17,2.45,1.33,51.74,2.55,1.32,53.14,2.68,1.18,53.84,2.94,1.61,31.19,3.39
Illari,0.87,50.64,3.44,1.21,51.67,2.81,0.96,50.54,3.26,0.83,50.84,3.59,0.74,50.76,3.69,0.7,48.44,3.76,0.73,49.5,3.86,0.79,53.32,4.17,0.54,59.61,5.08
Doomfist,2.44,52.56,3.22,1.18,54.62,3.22,1.61,52.2,3.09,2.39,52.3,3.13,3.16,52.46,3.21,3.61,52.36,3.31,3.63,53.48,3.49,3.94,52.93,3.8,3.49,50.37,3.63
Venture,0.77,54.43,2.12,0.5,55.49,2.19,0.73,53.92,2.12,0.87,54.65,2.12,0.85,54.18,2.11,0.8,54.07,2.1,0.67,55.89,2.11,0.51,56.43,2.15,0.34,86.8,4.86
Junkrat,1.28,52.67,2.28,1.56,52.58,2.23,1.51,52.01,2.18,1.35,53.01,2.29,1.12,53.67,2.38,0.95,51.3,2.38,0.73,53.74,2.49,0.57,55.32,2.53,0.27,57.13,3.71
