Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.35,49.65,4.01,4,52.68,3.22,5.27,49.97,3.4,6.7,49.67,3.76,8.23,49.45,4.1,9.19,49.47,4.36,9.3,49.28,4.53,7.83,50.24,4.68,6.75,68.35,5.14
Kiriko,5.84,48.35,4.04,5.66,50.14,3.2,6,48.27,3.5,5.85,48.25,3.92,5.8,48.25,4.28,5.84,48.26,4.49,5.73,47.93,4.6,5.59,49.87,4.79,3.08,61.22,5.92
Genji,3.35,49.84,2.17,4.42,58.45,2.53,3.15,47.42,1.95,3.13,49.42,2.12,3.42,49.84,2.2,3.59,49.55,2.21,3.36,49.15,2.27,2.67,49.78,2.4,0.81,61.26,2.83
Moira,3.34,49.66,4.61,4.64,51.13,3.77,4.71,49.7,4.09,3.94,49.68,4.58,3.01,49.62,5.03,2.15,48.97,5.38,1.46,48.26,5.6,0.78,48.15,5.78,0.76,53.68,6.61
Sojourn,2.67,45.8,2.43,2.75,49.08,2.31,2.82,45.41,2.21,2.55,44.79,2.31,2.42,45.07,2.46,2.69,46.36,2.6,3.26,47.31,2.72,4.05,49.92,3.01,3.63,58.85,3.41
Soldier: 76,3.1,48.91,2.48,4.3,52.44,2.53,3.84,48.28,2.35,3.38,48.01,2.43,2.88,48.68,2.52,2.43,49.71,2.65,2.18,50.46,2.78,1.67,52.84,3.02,1,62.22,3.13
Cassidy,5.38,47.52,2.42,3.93,54.13,2.37,4.17,47.9,2.18,4.86,47.73,2.34,5.69,46.9,2.44,6.46,46.58,2.53,7.11,47.24,2.65,7.24,48.72,2.84,4.89,56.14,3.24
Zenyatta,2.67,53.5,4.8,2.91,54.11,3.95,2.8,53.32,4.23,2.75,53.83,4.66,2.74,53.94,5.09,2.56,53.17,5.34,2.18,51.12,5.44,1.66,50.47,5.62,0.67,60.12,5.1
Reaper,2.37,52.85,2.38,3,57.26,2.64,2.95,52.09,2.34,2.69,52.7,2.36,2.24,52.47,2.37,1.8,52.93,2.38,1.38,53.16,2.38,1.11,54.1,2.49,3.13,56.91,3.36
Juno,2.81,50.57,3.97,3.9,50.9,3.1,3.41,49.63,3.42,2.86,50.46,3.9,2.53,51.02,4.34,2.46,51.17,4.65,2.44,50.97,4.74,2.23,50.23,4.82,1.05,63.89,4.91
