Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.66,48.96,3.92,3.83,52.73,3.16,5.04,49.55,3.3,5.96,48.94,3.63,7.15,48.65,3.98,8.23,48.76,4.29,8.65,48.82,4.51,7.45,49.24,4.64,5.49,67.15,5.45
Kiriko,5.69,48.74,4.02,5.51,50.69,3.29,6.32,48.71,3.49,5.86,48.55,3.87,5.52,48.67,4.23,5.43,48.6,4.47,5.33,48.84,4.63,5.01,49.7,4.82,2.84,64.95,6.38
Genji,5.83,53.06,2.33,6.09,62.59,2.9,4.95,51.38,2.15,5.48,52.23,2.26,6.11,52.92,2.33,6.44,53.02,2.38,6.3,53.18,2.49,5.63,53.85,2.67,2.63,57.51,3.03
Moira,2.69,47.42,4.36,3.61,50.09,3.66,3.79,48.09,3.88,3.14,47.25,4.23,2.48,46.81,4.71,1.88,46.69,5.12,1.24,46.1,5.33,0.59,46.02,5.43,0.62,71.42,8.46
Sojourn,2.68,45.43,2.31,2.6,50.85,2.33,2.85,45.29,2.12,2.71,44.79,2.2,2.54,44.69,2.32,2.59,45.53,2.46,2.92,46.17,2.61,3.4,49.38,2.89,2.55,57.62,3.03
Soldier: 76,3.47,49.3,2.48,4.9,55.49,2.7,4.12,48.74,2.31,3.77,48.29,2.4,3.32,48.82,2.5,2.85,49.57,2.62,2.39,50.32,2.77,1.84,51.59,3.01,0.65,58.04,3.06
Cassidy,7,48.25,2.31,5.04,57.53,2.5,5.37,49.11,2.1,6.3,48.54,2.21,7.41,47.69,2.31,8.39,47.28,2.4,8.92,46.84,2.5,9.27,48.35,2.69,12.93,74.38,3.83
Zenyatta,2.87,52.61,4.62,3.05,54.13,3.94,3.03,52.41,4.05,2.95,52.94,4.42,2.96,52.93,4.84,2.75,51.99,5.14,2.27,50.59,5.34,1.6,48.94,5.49,0.29,52.88,6.91
Reaper,2.79,56.17,2.56,3.5,60.85,2.99,3.11,54.64,2.48,3.05,55.45,2.52,2.71,56.15,2.54,2.41,57.03,2.57,2.06,57.47,2.61,1.99,59.14,2.81,6.09,65.03,3.19
Juno,2.05,49.19,3.7,3,50.1,2.98,2.66,48.61,3.22,2.18,48.96,3.61,1.85,49.26,4.02,1.66,49.95,4.32,1.61,49.56,4.37,1.33,49.83,4.09,0.49,66.6,4.85
Ashe,2.07,51.13,2.75,1.85,55.25,2.69,2.03,51.02,2.52,2.09,50.88,2.68,2.13,50.85,2.8,2.1,50.94,2.86,2,51.3,2.94,1.83,53.13,3.14,0.86,67.16,3.9
Ramattra,1.23,46.43,3.11,1.85,53.24,3.37,1.9,47.49,3.08,1.57,45.62,3.08,1.03,44.87,3.1,0.64,44.77,3.15,0.47,45.36,3.23,0.41,48.59,3.48,0.42,36.98,2.83
