Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.88,49.1,3.83,3.91,51.44,3.08,5.16,49.4,3.35,6.83,48.95,3.74,8.31,48.74,4.01,9.06,48.83,4.19,9.03,49.05,4.34,8,50.1,4.53,9.7,70.58,5.63
Kiriko,6.68,49.76,4.12,7.38,50.05,3.33,7.32,49.36,3.71,6.65,49.61,4.19,6.32,49.9,4.55,6.12,50.12,4.71,5.92,50.7,4.8,5.33,51.06,5.01,5.07,61.96,5.68
Genji,4.05,51.48,2.15,4.23,55.69,2.41,3.54,49.53,1.95,3.91,51.37,2.12,4.44,51.72,2.19,4.52,51.22,2.23,4.23,50.94,2.29,3.21,51.63,2.45,2.04,64.98,2.98
Moira,3.09,49.76,4.37,5,50.44,3.77,4.3,49.44,4.06,3.11,49.69,4.51,2.29,50.03,5.03,1.69,49.5,5.32,1.14,49.26,5.54,0.58,49.42,5.82,0.38,73.84,8.42
Sojourn,1.89,45.21,2.34,1.72,48.66,2.3,1.79,45,2.18,1.79,44.22,2.27,1.84,44.27,2.38,2.07,45.31,2.51,2.65,46.61,2.66,3.29,47.49,2.86,2.67,57.33,3.63
Soldier: 76,3.18,49.91,2.45,3.9,53,2.61,3.7,49.14,2.34,3.36,49,2.4,2.79,49.78,2.5,2.45,50.52,2.59,2.24,51.02,2.71,1.8,52.54,2.82,2.06,58.24,3.29
Cassidy,4.49,48.33,2.37,3.09,53.71,2.39,3.51,48.67,2.17,4.32,48.01,2.31,5.08,47.35,2.4,5.75,47.48,2.5,6.52,48.03,2.62,6.99,49.79,2.8,5.18,52.8,3.17
Zenyatta,2.5,53.54,4.69,2.67,53.49,3.96,2.5,53.86,4.28,2.52,54.05,4.72,2.61,53.55,5.07,2.45,52.8,5.28,2.08,50.84,5.38,1.34,48.86,5.41,0.55,58.17,6.49
Reaper,2.87,54.77,2.45,3.43,56.99,2.75,3.33,53.87,2.39,3,54.28,2.4,2.57,54.92,2.43,2.27,55.39,2.48,2,55.38,2.51,1.94,58.17,2.75,1.01,59.55,2.99
Juno,1.8,50.57,3.84,2.67,50.68,3.2,2.14,49.7,3.48,1.65,50.83,4.02,1.51,51.05,4.41,1.47,51.26,4.47,1.42,51.06,4.37,1.63,51.94,4.78,2.31,51.76,4.48
Ashe,1.98,51.1,2.75,1.45,52.18,2.61,1.73,50.64,2.57,2.04,50.71,2.72,2.17,50.93,2.82,2.19,51.46,2.87,2.33,52.5,2.96,2.52,53.89,3.11,1.89,61.58,3.79
Ramattra,2.04,49.29,3.23,2.82,51.94,3.31,2.81,49.05,3.15,2.2,48.45,3.2,1.53,48.98,3.3,1.12,48.92,3.37,0.85,49.33,3.45,0.78,49.81,3.61,0.93,65.2,4.97
Mercy,2.58,49.21,3.62,3.14,46.18,2.42,2.36,47.48,2.9,2.4,49.94,3.68,2.63,50.1,4.24,2.75,50.11,4.61,2.85,51.45,5.05,2.96,53.62,5.56,5.81,70.91,6.63
Zarya,1.32,50.03,4.23,0.85,53.73,3.98,1.08,50.23,3.85,1.32,49.1,4.04,1.43,49.11,4.32,1.55,50.07,4.62,1.93,51.06,4.92,2.78,53.52,5.32,3.93,56.95,5.85
