Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,5.47,48.63,3.84,3.27,51.34,3.09,4.06,48.67,3.3,5.17,48.37,3.67,6.3,48.36,3.97,6.82,48.65,4.21,7.04,48.95,4.43,6.3,49.72,4.58,7.48,75.15,5.85
Kiriko,4.47,47.9,4.04,5.17,49.03,3.24,5,47.66,3.57,4.54,47.64,4.03,4.21,47.79,4.37,4.01,48.09,4.59,3.92,48.5,4.72,3.7,49.43,4.86,4.24,67.84,6.43
Genji,2.89,51.03,2.17,3.54,54.52,2.28,2.6,48.53,1.95,2.69,50.74,2.13,3,51.54,2.22,3.19,51.73,2.27,3.05,51,2.33,2.32,51.64,2.43,0.95,51.53,2.65
Moira,2.3,48.9,4.47,3.77,50.1,3.74,3.44,48.72,4.05,2.52,48.46,4.53,1.8,49.11,5.08,1.28,49.24,5.49,0.87,48.52,5.68,0.5,49.7,5.95,0.44,51.5,5.73
Sojourn,2.26,45.79,2.44,2.19,48.19,2.31,2.23,45.01,2.23,2.11,44.84,2.34,2.14,45.56,2.51,2.43,46.62,2.64,3,47.31,2.75,3.52,49.04,2.94,3.19,55.74,3.25
Soldier: 76,3.24,49.55,2.52,4.11,52.05,2.52,3.76,48.51,2.37,3.43,48.61,2.47,2.98,49.77,2.6,2.67,50.84,2.72,2.36,51.72,2.87,1.96,52.98,3,0.91,51.7,3.2
Cassidy,4.7,48.64,2.48,3.34,52.8,2.33,3.58,48.75,2.23,4.3,48.65,2.39,5.13,48.13,2.52,5.95,48.08,2.63,6.57,48.47,2.73,7.04,49.95,2.92,5.44,67.58,3.78
Zenyatta,2.08,53.76,4.79,2.49,53.91,4.01,2.28,53.49,4.32,2.13,54.01,4.75,2.06,54.2,5.13,1.84,53.28,5.39,1.58,52.5,5.59,1.2,49.97,5.68,0.52,77.31,8.48
Reaper,2.04,54.15,2.47,2.62,56.31,2.63,2.48,53.31,2.41,2.23,53.69,2.43,1.85,54.31,2.48,1.56,54.97,2.52,1.23,55.45,2.56,1.06,56.24,2.69,5.28,59.78,3.12
Juno,2.08,50.6,4.05,3.44,50.46,3.25,2.73,49.49,3.55,2.04,50.49,4.09,1.7,51.53,4.61,1.57,51.63,4.9,1.54,51.94,5.04,1.66,52.41,5.15,1.39,71.08,5.19
Ashe,2.46,51.96,2.91,1.8,52.39,2.64,2.1,51.12,2.68,2.4,51.56,2.87,2.64,52.12,2.99,2.77,52.41,3.04,2.95,53.22,3.11,3.24,54.23,3.24,2.59,55.26,3.38
Ramattra,1.58,47.31,3.12,2.32,50.74,3.18,2.35,47.63,3.05,1.79,46.43,3.09,1.21,46.66,3.2,0.85,46.51,3.29,0.66,46.34,3.33,0.56,46.74,3.49,0.68,55.66,4.44
Mercy,2.62,49.58,3.88,3.23,46.67,2.48,2.44,47.49,2.99,2.45,49.8,3.79,2.6,50.4,4.39,2.8,50.76,4.88,2.85,50.87,5.28,3.16,53.68,6.04,6.27,71.78,6.63
Zarya,1.16,48.41,4.13,0.81,52.29,3.84,0.97,49.22,3.75,1.12,47.68,3.92,1.19,47.44,4.18,1.3,47.92,4.47,1.63,49.54,4.78,2.41,51.49,5.18,3.46,53.62,5.69
Bastion,2.18,47.69,2.6,3,50.93,2.57,2.99,48.06,2.5,2.4,46.8,2.57,1.8,46.78,2.71,1.45,47.4,2.82,1.16,48.14,2.91,0.94,49.4,3.12,1.3,56.02,3.6
Lúcio,0.89,51.09,2.88,1.79,53.04,2.54,1.22,50.46,2.69,0.85,50.8,2.92,0.69,51,3.13,0.62,51.13,3.25,0.62,50.37,3.35,0.56,50.66,3.45,0.55,72.49,6.25
Mauga,1.1,48.6,3.84,1.48,48.49,3.6,1.34,47.18,3.57,1.15,47.96,3.78,1,49.7,4.04,0.85,50.73,4.25,0.73,51.43,4.42,0.73,54.26,4.75,3.5,69.34,6.01
Hanzo,1.95,50,2.85,2.19,52.85,2.67,1.89,49.13,2.56,1.85,49.61,2.78,1.94,49.82,2.95,2.06,50.21,3.07,2.15,50.93,3.2,2.13,51.47,3.37,0.68,50.91,3.55
Pharah,1.16,51.4,2.5,1.24,51.3,2.56,1.29,50.63,2.48,1.19,51.28,2.46,1.11,51.72,2.48,1.05,52.23,2.55,0.99,52.24,2.65,0.79,54.23,2.88,1.01,62.27,3.4
Illari,1.35,53.36,3.43,1.56,52.74,2.78,1.46,52.42,3.04,1.33,53.25,3.4,1.26,53.82,3.65,1.24,54.09,3.81,1.38,54.34,3.92,1.63,53.74,3.99,1.19,65.78,5.15
Doomfist,2.63,51.48,3.14,1.18,54.07,2.98,1.5,51.5,2.92,2.32,51.97,3.07,3.21,51.27,3.12,3.75,50.89,3.23,3.91,51.17,3.39,4.3,52.52,3.73,3.44,55.75,4.07
Venture,0.85,52.14,2.21,0.54,55.01,2.24,0.76,53.14,2.23,0.91,51.84,2.2,0.93,51.67,2.2,0.89,51.84,2.21,0.84,50.93,2.22,0.71,52.33,2.35,0.17,15.09,1.43
Junkrat,1.36,51.82,2.42,1.77,51.85,2.3,1.7,51.06,2.28,1.45,51.79,2.41,1.23,52.31,2.53,1.05,52.54,2.59,0.8,52.44,2.62,0.44,51.37,2.55,0.06,67.55,2.44
Sigma,2.01,51.84,3.71,1.89,53.77,3.59,2.16,51.67,3.52,2.13,51.34,3.64,1.91,51.65,3.8,1.79,52.09,3.92,1.85,52.74,4.07,2.31,54.04,4.3,3.5,56.47,4.98
Brigitte,0.93,49.64,3.6,0.89,51.02,2.78,0.96,50.18,3.12,0.95,49.18,3.45,0.93,49.3,3.87,0.9,49.63,4.22,0.89,49.85,4.44,0.83,50.18,4.63,0.4,78.56,6.81
Widowmaker,1.25,47.09,2.38,1.63,48.68,2.53,1.21,44.93,2.22,1.14,46.36,2.33,1.17,47.62,2.39,1.32,48.21,2.44,1.54,48.78,2.53,2.03,50.29,2.78,1.84,57.84,3.54
Lifeweaver,1.13,47.61,4.15,1.24,48.71,3.06,1.28,47.78,3.62,1.25,48.06,4.2,1.12,47.25,4.56,0.9,46.64,4.8,0.68,45.98,4.95,0.46,46.2,4.98,0.17,46.6,5.65
Sombra,1.13,48.66,3.1,0.92,49.16,2.67,1.05,48.35,2.84,1.1,48.53,3.08,1.18,48.79,3.24,1.25,49.05,3.29,1.21,48.28,3.29,1.01,48.69,3.41,0.31,38.36,2.88
D.VA,1.47,49.34,5.4,2.2,48.95,4.75,1.69,46.95,4.73,1.41,49.1,5.34,1.29,50.82,5.88,1.29,51.47,6.23,1.44,51.34,6.5,1.91,52.38,6.95,3.28,60.07,8.97
Torbjörn,0.66,56.64,2.65,0.82,60.45,2.82,0.84,57.6,2.62,0.73,56.64,2.64,0.57,55.83,2.67,0.48,54.56,2.63,0.41,52.44,2.61,0.31,51.12,2.56,0.07,69.32,3.46
Tracer,1.02,49.57,2.14,0.88,49.33,1.98,0.74,47.85,1.94,0.82,49.22,2.09,1.05,50,2.17,1.42,50.2,2.22,1.77,50.46,2.3,2.24,51.59,2.43,1.51,58.94,3.24
Orisa,1.13,45.01,3.31,1.53,47.98,3.17,1.46,45.82,3.17,1.25,44.18,3.26,0.98,43.56,3.42,0.77,44.26,3.62,0.67,46.75,3.89,0.65,47.7,4.2,0.58,43.28,4.01
Hazard,0.45,48.26,3.16,0.4,49.24,2.8,0.44,48.24,2.93,0.46,47.49,3.06,0.45,47.84,3.21,0.44,48.92,3.44,0.46,50.34,3.7,0.54,52.78,4.07,0.56,65.85,4.42
Winston,1.22,52.27,3.75,0.82,51.4,3.01,0.96,51.25,3.26,1.18,52.16,3.63,1.33,52.47,3.87,1.43,52.91,4.12,1.54,53,4.38,1.77,53.33,4.78,3.26,55.53,5.78
Reinhardt,1.02,50.88,2.36,1.18,51.22,2.14,1.13,50.53,2.21,1.09,50.99,2.36,0.99,50.91,2.44,0.85,50.84,2.53,0.75,51.09,2.61,0.6,50.47,2.67,0.72,69.83,2.6
Junker Queen,0.59,53.9,4.42,0.49,53.96,3.94,0.59,53.39,4.09,0.64,53.82,4.35,0.61,53.79,4.55,0.54,54.61,4.73,0.5,54.95,4.93,0.48,55.81,5.08,0.3,54.47,5.7
Baptiste,1.35,46.17,3.55,1.36,47.64,2.78,1.3,46.16,3.04,1.32,45.64,3.41,1.39,45.97,3.78,1.41,46.71,4.11,1.44,46.62,4.34,1.29,46.18,4.5,0.67,49.81,5.51
Mei,0.8,55.09,3.3,0.73,54.98,3.22,0.83,55.7,3.32,0.86,55.33,3.34,0.82,54.97,3.3,0.74,54.33,3.21,0.58,53.47,3.14,0.46,53.04,3.3,0.11,36.15,2.33
Roadhog,1.15,44.2,3.61,1.19,46.22,3.25,1.08,43.65,3.21,1.15,44.37,3.57,1.2,44.09,3.8,1.2,43.89,3.92,1.1,43.76,4.01,1.09,43.77,4.05,0.8,57.5,4.28
Echo,1.06,51.43,2.39,0.96,50.41,2.15,0.99,49.98,2.17,1.02,50.95,2.3,1.05,51.64,2.44,1.15,52.64,2.58,1.34,53.42,2.73,1.65,54.93,2.9,1.19,56.16,3.64
Symmetra,0.93,55.96,2.76,0.51,56.83,3.27,0.6,57.12,3.11,0.78,56.66,3.01,0.97,55.56,2.79,1.3,54.5,2.4,1.79,53.71,1.88,2.34,53.83,1.48,2.32,52.22,0.9
Wrecking Ball,0.42,51.13,3.98,0.39,47.07,2.8,0.34,49.93,3.39,0.37,51.49,3.84,0.44,51.38,4.17,0.53,51.77,4.43,0.59,52.52,4.67,0.58,53.76,5.01,1.11,59.66,6.83
Freja,1.07,46.91,2.28,1.02,49.49,2.11,0.99,46.79,2.07,0.96,46.3,2.2,1.04,46.63,2.34,1.22,46.85,2.46,1.46,47.52,2.54,1.7,48.74,2.68,1.22,62.7,3.28
AnaC,5.65,48.79,3.7,4.04,48.91,3.29,4.96,48.48,3.51,5.95,48.74,3.77,6.75,49.22,3.88,7.07,48.87,3.82,6.3,47.87,3.63,4.55,47.02,3.84,N,N,N
KirikoC,5.63,47.68,4.05,5.92,47,3.53,5.52,47.85,3.93,5.52,47.77,4.18,5.8,47.71,4.25,6.54,46.86,4.17,5.9,45.31,3.93,1.64,60.52,4,N,N,N
GenjiC,3.15,49.73,2.21,2.76,49.35,2.16,2.73,50.13,2.22,3.3,49.79,2.23,3.7,49.44,2.2,3.23,48.17,2.16,2.68,44.86,2.19,1.82,59.22,2.1,N,N,N
MoiraC,3.07,46.15,4.51,4.44,46.32,3.98,3.73,46.62,4.44,2.9,45.99,4.72,1.98,44.91,4.77,0.98,42.71,4.62,0.38,34.48,3.77,0.55,24.61,1.2,N,N,N
SojournC,2.7,45.81,2.43,2.81,43.93,2.24,2.58,44.83,2.37,2.56,46.17,2.47,2.99,47.25,2.53,3.93,47.48,2.52,3.78,47.04,2.51,4.36,59.16,3.59,N,N,N
Soldier: 76C,3.89,48.45,2.53,4.14,47.38,2.45,4.32,48.23,2.53,3.89,48.69,2.55,3.29,49.1,2.52,2.28,48.53,2.44,1.79,45.18,2.66,2.91,31.81,1.7,N,N,N
CassidyC,4.85,48.42,2.42,3.35,48.96,2.32,4.05,49.05,2.4,5.1,48.4,2.44,6.15,47.85,2.43,6.46,46.86,2.38,5.41,46.05,2.41,8,69.55,4.46,N,N,N
ZenyattaC,2.46,49.74,4.73,2.52,49.75,4.23,2.5,50.45,4.61,2.48,49.63,4.85,2.4,48.98,4.98,2.07,46.98,4.84,1.45,39.85,4.29,0.36,0,4.08,N,N,N
ReaperC,2.99,50.68,2.41,3.08,50.29,2.46,3.23,50.89,2.46,2.99,50.56,2.38,2.65,50.9,2.32,2.19,49.95,2.26,1.83,47.09,2.33,0.36,0,3.57,N,N,N
JunoC,1.71,49.05,3.88,2.77,47.7,3.42,1.95,48.99,3.83,1.5,49.47,4.09,1.33,49.83,4.13,1.2,48.94,3.67,0.97,53.55,3.4,N,N,N,N,N,N
AsheC,2.45,51.89,2.89,1.99,50.92,2.76,2.23,51.82,2.89,2.55,52.05,2.94,2.75,51.99,2.86,2.82,52.17,2.77,2.45,51.32,2.73,0.55,49.75,1.29,N,N,N
RamattraC,1.93,45.68,3.12,2.54,45.68,3.05,2.38,46.37,3.14,1.84,45.37,3.14,1.23,44.13,3.08,0.74,41.27,2.95,0.62,41.06,2.92,1.45,36.99,3.13,N,N,N
MercyC,2.19,50.12,3.77,2.69,48.11,3.06,2.19,49.44,3.47,2.1,50.81,3.96,2.16,51.2,4.33,2.22,49.64,4.66,2.19,47.51,4.06,6,32.78,2.51,N,N,N
ZaryaC,1.44,50.12,4.23,0.97,51.94,3.92,1.29,50.12,3.97,1.55,49.61,4.25,1.64,50.47,4.56,1.81,51.08,4.68,2.38,48.74,4.6,2.91,61.25,7.13,N,N,N
BastionC,2.93,46.36,2.66,3.8,45.53,2.5,3.4,46.43,2.67,2.79,46.51,2.71,2.2,46.67,2.7,1.58,46.16,2.6,1.29,46.33,2.79,0.36,50,0,N,N,N
LúcioC,1.05,46.82,2.69,1.44,46.31,2.58,1.17,47.29,2.75,0.93,46.89,2.72,0.91,46.22,2.57,1.05,44.08,2.41,1.38,30.13,2.01,1.64,13.58,0.64,57.14,100,1
MaugaC,1.11,46.21,3.79,1.28,45.14,3.61,1.22,45.59,3.7,1.11,46.69,3.85,0.91,47.31,4,0.67,47.27,4.08,0.41,36.97,3.77,1.45,83.75,3.16,N,N,N
HanzoC,1.77,48.96,2.9,1.91,48.25,2.7,1.69,49.12,2.85,1.73,48.95,2.95,1.92,49.15,2.98,1.98,48.92,2.86,1.92,47,2.88,0.18,0,1,N,N,N
PharahC,1.54,50.23,2.45,1.81,49.09,2.54,1.68,49.79,2.49,1.51,50.63,2.41,1.34,51.06,2.39,1.07,51.2,2.47,0.94,53.01,2.64,0.36,100,2.5,N,N,N
IllariC,1.82,53.48,3.42,2.06,52.14,3.08,1.87,53.19,3.31,1.7,53.97,3.53,1.76,53.97,3.56,2.46,53.12,3.4,4.38,48.12,3.2,9.82,54.68,3.54,14.29,100,0
DoomfistC,1.01,51.67,3.36,0.45,56.43,3.74,0.6,53.45,3.33,1.06,51.73,3.32,1.73,50.47,3.38,2.17,49.62,3.42,2.27,44.99,3.41,2.36,11.48,2.65,N,N,N
VentureC,1.48,49.64,2.2,1.02,49.89,2.24,1.39,49.61,2.26,1.58,49.35,2.19,1.66,50.09,2.12,1.47,50.56,2.05,0.89,47.65,2.04,0.55,98.17,2.33,N,N,N
JunkratC,1.21,49.06,2.36,1.86,48.32,2.27,1.49,49.01,2.37,1.11,49.58,2.41,0.76,49.08,2.34,0.42,44.47,2.15,0.27,41.71,1.91,0.73,67.17,0.75,N,N,N
SigmaC,3.13,51.98,3.84,2.95,50.38,3.58,3.19,51.77,3.76,3.2,52.24,3.9,2.95,52.61,3.96,3.09,52.32,3.96,4.52,47.38,3.76,7.64,53.58,3.6,N,N,N
BrigitteC,1.14,47.52,3.51,0.95,47.07,2.97,1.07,47.18,3.26,1.12,47.47,3.56,1.28,47.86,3.89,1.78,49.19,4.09,1.77,45.15,3.92,0.18,0,1.23,14.29,100,0
WidowmakerC,1.14,43.63,2.31,1.11,44.85,2.52,1.02,43.82,2.35,1.11,42.74,2.26,1.32,43.91,2.26,1.62,45.46,2.31,2.36,46.62,2.55,2.73,39.81,2.2,N,N,N
LifeweaverC,1.18,46.49,4.05,1.42,46.28,3.55,1.37,47.42,4.02,1.18,46.61,4.21,0.81,43.82,4.07,0.47,39.41,3.76,0.33,39.88,3.88,N,N,N,N,N,N
SombraC,0.6,48.91,3.09,0.49,49.05,2.99,0.48,50.16,3.14,0.58,49.12,3.14,0.84,47.69,3.02,1.06,46.1,2.94,0.72,38.94,2.74,N,N,N,N,N,N
D.VAC,1.61,49.91,5.6,1.67,47.56,5.03,1.59,48.73,5.31,1.64,50.35,5.69,1.58,52.06,6.15,1.49,52.19,6.53,1.93,55.46,6.63,2,57.42,5.88,N,N,N
TorbjörnC,0.86,53.51,2.56,1.11,53.34,2.55,1.06,54.55,2.62,0.8,53.75,2.57,0.61,50.84,2.41,0.5,43.99,2.11,0.39,38.25,1.87,N,N,N,N,N,N
TracerC,1.05,49.22,2.11,0.71,49.11,2.22,0.74,48.78,2.08,1.01,48.88,2.07,1.61,49.89,2.11,2.64,50.06,2.24,4.11,48.39,2.49,2.36,34.14,1.4,N,N,N
OrisaC,1.59,43.82,3.31,1.85,43.48,3.13,1.82,44,3.25,1.55,43.68,3.35,1.2,43.74,3.5,1.06,46.03,3.8,1.44,46.15,4.19,1.82,2.71,3.12,N,N,N
HazardC,0.63,47.29,3.24,0.49,48.1,3.17,0.57,46.73,3.12,0.67,46.94,3.21,0.68,48.21,3.45,0.64,49.09,3.66,0.68,50.02,3.74,2.55,72.07,3.83,N,N,N
WinstonC,1.99,47.32,3.66,1.2,47.79,3.3,1.73,47.21,3.49,2.23,47.12,3.67,2.26,47.62,3.89,2.13,48.36,4.12,1.93,42.56,3.91,1.82,63.55,8.73,N,N,N
ReinhardtC,1.07,47.26,2.33,1.24,47,2.27,1.23,47.9,2.32,1.1,47.25,2.35,0.74,46.08,2.31,0.37,41.81,2.19,0.48,41.75,2.7,0.91,97.32,0,N,N,N
