Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.36,49.67,4.02,3.98,52.74,3.23,5.3,49.97,3.42,6.7,49.76,3.77,8.2,49.45,4.1,9.16,49.52,4.36,9.26,49.27,4.55,7.86,50.19,4.68,6.32,65.27,4.77
Kiriko,5.88,48.37,4.05,5.7,50.25,3.22,6.03,48.14,3.5,5.9,48.28,3.92,5.82,48.31,4.28,5.88,48.31,4.49,5.78,48.03,4.62,5.75,49.87,4.81,2.62,57.23,5.43
Genji,3.32,49.63,2.17,4.52,58.39,2.53,3.17,47.43,1.95,3.11,49.13,2.13,3.36,49.51,2.2,3.51,49.44,2.21,3.33,48.77,2.28,2.57,49.28,2.38,0.54,61.79,3.58
Moira,3.17,49.46,4.62,4.41,51.34,3.8,4.51,49.5,4.09,3.76,49.46,4.6,2.88,49.29,5.03,2.05,48.78,5.39,1.36,48.5,5.63,0.73,47.47,5.76,0.74,52.02,6.33
Sojourn,2.66,45.69,2.43,2.72,48.89,2.33,2.79,45.32,2.21,2.54,44.71,2.32,2.42,44.8,2.46,2.72,46.38,2.6,3.26,47.42,2.72,4.08,49.21,2.99,3.4,56.23,3.23
Soldier: 76,3.01,48.57,2.48,4.28,52.3,2.53,3.75,47.81,2.33,3.26,47.63,2.42,2.8,48.24,2.51,2.37,49.53,2.65,2.11,50.37,2.75,1.62,53.47,3.03,0.92,55.9,2.86
Cassidy,5.37,47.52,2.43,3.91,54.42,2.39,4.17,47.83,2.18,4.84,47.71,2.34,5.66,46.96,2.45,6.45,46.56,2.53,7.09,47.3,2.66,7.21,48.6,2.84,4.86,58.06,3.36
Zenyatta,2.64,53.43,4.82,2.9,54.18,3.96,2.79,53.14,4.25,2.72,53.73,4.68,2.71,53.94,5.11,2.53,53.16,5.36,2.14,50.87,5.44,1.57,50.18,5.54,0.71,51.93,4.58
Reaper,2.2,52.44,2.37,2.85,57.34,2.67,2.72,51.62,2.32,2.49,52.21,2.35,2.09,52.07,2.37,1.69,52.51,2.38,1.32,52.55,2.38,1.1,53.41,2.45,2.92,54.19,3.24
Juno,2.94,50.79,4.03,3.94,51.05,3.12,3.53,49.95,3.48,3,50.65,3.94,2.68,51.21,4.37,2.62,51.31,4.69,2.56,51.2,4.79,2.43,50.28,4.86,1.04,62.16,5.32
Ashe,3.31,52.02,2.94,2.2,53.06,2.72,2.68,51.83,2.73,3.1,51.56,2.88,3.46,51.9,2.98,3.8,52,3.03,4.25,52.94,3.07,4.89,54.27,3.24,3.6,59.62,3.5
Ramattra,1.73,48.12,3.32,2.29,51.94,3.35,2.41,48.82,3.27,2.07,47.68,3.29,1.52,47.28,3.36,1.13,47.41,3.41,0.9,46.77,3.47,0.89,48.33,3.6,1.13,44.66,3.2
Mercy,2.79,49.77,3.86,3.72,47.5,2.41,2.66,47.89,2.9,2.57,49.64,3.6,2.74,50.21,4.23,2.9,50.58,4.78,3.09,50.85,5.3,3.45,54.5,6.18,3.01,75.99,6.63
Zarya,1.84,50.68,4.3,1.18,54.09,3.93,1.4,50.87,3.82,1.69,49.98,4.05,1.88,49.71,4.29,2.07,50.78,4.56,2.66,51.99,4.85,3.94,54.11,5.25,5.81,62.88,5.98
Bastion,2.96,50.72,2.9,3.25,52.5,2.71,3.7,50.41,2.7,3.3,50.1,2.83,2.72,50.41,2.99,2.37,51.66,3.15,2.27,52.27,3.27,2.26,53.67,3.46,2.5,68.25,4.29
Lúcio,1.41,52.26,3.12,2.47,54.12,2.66,1.94,51.26,2.84,1.5,52.27,3.09,1.19,52.33,3.33,1.07,52.86,3.54,0.96,52.17,3.72,0.89,52.51,3.8,0.48,63.34,6.71
Mauga,1.25,47.78,3.81,1.74,48.95,3.61,1.54,46.04,3.53,1.39,47.15,3.75,1.19,48.75,3.98,0.92,48.77,4.07,0.78,49.98,4.24,0.76,49.85,4.39,10.01,60.14,5.06
Hanzo,2.11,48.85,2.84,2.56,55.28,2.79,2.09,48.44,2.51,1.94,48.13,2.73,2.06,48.21,2.9,2.21,48.34,3.02,2.42,49.65,3.17,2.25,52.12,3.39,1.55,43.69,2.62
Pharah,1.23,50.6,2.59,1.42,49.76,2.57,1.41,49.51,2.51,1.25,50.4,2.52,1.17,51.34,2.61,1.15,51.25,2.65,1.12,51.12,2.76,0.95,52.94,3.11,0.21,58.45,3.05
Illari,1.29,51.81,3.19,1.73,51.28,2.53,1.52,51.23,2.81,1.36,51.96,3.13,1.2,52.66,3.39,1.12,51.55,3.55,1.04,50.17,3.56,1.06,52.88,3.79,0.33,25.19,2.62
Doomfist,3.48,51.01,3.09,1.73,53.41,2.99,2.05,51.78,2.94,3.05,51.63,3.02,4.06,50.7,3.06,4.57,50.58,3.13,4.48,50.26,3.27,5.04,51.13,3.57,4.02,57.98,4.46
Venture,1.36,52.35,2.26,0.81,56,2.35,1.18,53.39,2.31,1.42,52.09,2.26,1.45,51.83,2.25,1.44,52.35,2.25,1.37,52.19,2.25,1.29,50.31,2.34,0.74,44.75,1.95
Junkrat,1.37,51.37,2.47,1.89,52.17,2.32,1.82,50.39,2.27,1.53,51.26,2.45,1.29,51.43,2.57,1.03,52.6,2.67,0.76,52.37,2.71,0.49,51.58,2.57,0.09,100,5.13
Sigma,3.09,55.06,4.1,2.34,56.48,3.92,3.02,54.53,3.87,3.29,54.61,4.01,3.18,55.31,4.19,2.9,55.55,4.28,2.85,55.04,4.36,3.54,56.63,4.65,5.69,66.08,6.2
Brigitte,1.59,51.1,3.83,1.16,53.28,2.92,1.45,51.77,3.27,1.64,50.98,3.61,1.66,50.93,3.98,1.69,50.46,4.3,1.64,51.16,4.55,1.45,52.17,4.81,0.54,62.17,5.57
