Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.82,49.15,3.82,3.91,51.49,3.07,5.14,49.38,3.34,6.8,49.03,3.74,8.31,48.81,4.02,9.08,48.86,4.19,9.01,49.06,4.34,8.06,50.08,4.54,9.66,70.69,5.62
Kiriko,6.7,49.71,4.09,7.45,50.05,3.32,7.33,49.25,3.68,6.62,49.55,4.17,6.32,49.9,4.54,6.13,50.13,4.71,5.95,50.62,4.8,5.37,51.25,5.01,5.12,59.48,5.52
Genji,4.02,51.49,2.15,4.18,55.82,2.4,3.53,49.51,1.95,3.91,51.37,2.12,4.42,51.68,2.19,4.49,51.27,2.22,4.19,50.94,2.29,3.16,51.42,2.44,2.06,65.61,3.01
Moira,3.14,49.68,4.33,5.09,50.48,3.75,4.36,49.36,4.03,3.13,49.5,4.48,2.28,49.95,5.02,1.69,49.47,5.31,1.13,48.97,5.5,0.59,49.05,5.73,0.38,72.08,7.91
Sojourn,1.92,45.38,2.35,1.73,48.71,2.29,1.79,45.22,2.18,1.82,44.44,2.28,1.89,44.42,2.39,2.13,45.44,2.52,2.7,46.69,2.66,3.37,47.7,2.87,2.72,58.11,3.65
Soldier: 76,3.18,49.9,2.45,3.86,53.06,2.59,3.68,49.05,2.34,3.35,49.02,2.4,2.78,49.79,2.5,2.42,50.46,2.6,2.23,51.11,2.71,1.8,52.26,2.81,1.86,57.87,3.29
Cassidy,4.53,48.43,2.37,3.1,53.65,2.38,3.55,48.73,2.17,4.38,48.13,2.31,5.16,47.5,2.41,5.84,47.53,2.51,6.63,47.99,2.62,7.13,49.82,2.8,5.29,55.77,3.24
Zenyatta,2.51,53.62,4.68,2.68,53.84,3.98,2.49,53.92,4.27,2.51,54.09,4.72,2.61,53.6,5.08,2.47,52.81,5.27,2.1,50.97,5.38,1.36,48.48,5.38,0.65,56.35,6.67
Reaper,2.95,54.74,2.45,3.48,56.95,2.73,3.42,53.93,2.4,3.08,54.26,2.4,2.61,54.83,2.43,2.29,55.31,2.48,2.02,55.21,2.51,2,58.22,2.76,1.03,56.64,2.81
Juno,1.84,50.64,3.83,2.73,50.8,3.2,2.18,49.77,3.47,1.69,50.96,4.01,1.55,51.11,4.41,1.5,51.31,4.48,1.45,51,4.38,1.62,51.9,4.75,2.89,60.59,5.29
Ashe,1.97,51.14,2.74,1.44,52.2,2.58,1.72,50.74,2.56,2.05,50.78,2.72,2.18,50.92,2.82,2.19,51.5,2.88,2.33,52.47,2.95,2.53,54.04,3.12,1.76,62.86,3.84
Ramattra,2.04,49.25,3.23,2.79,51.91,3.3,2.8,49.09,3.16,2.19,48.38,3.2,1.5,48.8,3.29,1.09,48.71,3.37,0.84,49.14,3.44,0.76,49.43,3.6,0.82,66.28,4.95
Mercy,2.58,49.11,3.58,3.18,46.11,2.41,2.35,47.28,2.88,2.37,49.88,3.67,2.63,50.14,4.24,2.75,50.11,4.6,2.85,51.48,5.05,2.96,53.91,5.56,5.86,70.88,6.75
Zarya,1.3,50.14,4.24,0.84,53.68,3.98,1.07,50.48,3.87,1.31,49.2,4.06,1.42,49.16,4.33,1.53,50.07,4.63,1.92,51.07,4.93,2.78,54.04,5.35,3.87,55.97,5.78
Bastion,1.96,47.98,2.54,2.82,50.89,2.61,2.66,48.1,2.47,2.01,46.72,2.51,1.43,46.94,2.62,1.12,47.14,2.69,0.98,46.8,2.77,0.87,50.6,2.99,0.59,57.41,2.72
Lúcio,0.99,51.24,2.76,1.81,53.92,2.47,1.17,50.57,2.61,0.85,50.76,2.85,0.75,50.52,3.04,0.76,50.11,3.15,0.78,48.18,3.23,0.7,49.21,3.47,0.28,91.57,5.4
Mauga,1.45,48.57,3.88,1.63,49.3,3.82,1.52,46.93,3.63,1.43,48.02,3.82,1.4,49.58,4.02,1.36,50.03,4.21,1.32,51.09,4.36,1.5,52.93,4.73,5.42,68.29,6.41
Hanzo,1.8,49.26,2.73,2.15,52.82,2.69,1.79,48.02,2.44,1.72,48.78,2.71,1.75,48.93,2.87,1.75,49.18,2.99,1.96,49.94,3.13,1.75,51.79,3.33,0.77,48.68,4.21
Pharah,1.31,52.5,2.6,1.22,52.67,2.67,1.28,51.23,2.51,1.3,52.37,2.53,1.3,52.76,2.59,1.37,53.72,2.7,1.49,54.24,2.88,1.55,54.93,3.12,1.39,52.71,2.97
Illari,1.65,51.89,3.23,1.63,51.92,2.71,1.61,51.48,2.92,1.57,52.03,3.24,1.63,52.21,3.46,1.79,52.29,3.55,1.95,50.96,3.57,2.25,51.56,3.69,1.68,60.47,3.91
Doomfist,2.71,51.46,3.12,1.34,54.54,3.15,1.82,51.36,2.98,2.63,51.8,3.06,3.47,51.17,3.1,3.91,50.91,3.2,3.81,50.75,3.34,4.11,52.01,3.62,3.54,55.89,4.18
Venture,0.72,52.86,2.17,0.44,55.27,2.29,0.63,53.6,2.2,0.81,52.91,2.16,0.82,51.92,2.13,0.77,52.14,2.13,0.7,51.28,2.14,0.6,53.81,2.29,0.16,47.28,2.27
Junkrat,1.17,51.64,2.32,1.54,52.52,2.3,1.44,51.02,2.21,1.21,51.49,2.32,1,51.81,2.42,0.81,52.77,2.48,0.61,51.37,2.52,0.4,51.62,2.48,0.42,48.29,1.86
Sigma,2.53,52.94,3.74,2.36,54,3.61,2.67,52.4,3.56,2.71,52.98,3.74,2.46,52.81,3.87,2.24,52.96,3.96,2.25,53.37,4.07,2.64,55.74,4.4,3.54,53.09,4.66
Brigitte,1.31,52.21,3.68,1.09,51.89,2.85,1.22,52.68,3.22,1.31,52.01,3.59,1.39,52.02,4.02,1.44,52.18,4.32,1.45,52.46,4.59,1.29,53.01,4.82,0.75,58.88,4.6
Widowmaker,1.34,47.21,2.39,1.56,49.9,2.71,1.25,44.81,2.22,1.24,46.78,2.33,1.29,47.45,2.37,1.4,47.93,2.41,1.74,48.83,2.55,2.29,50.3,2.77,3.52,57.64,3.5
Lifeweaver,2.01,50.69,4.36,1.76,49.62,3.24,2.07,50.76,3.88,2.22,51.1,4.48,2.12,50.85,4.88,1.8,50.37,5.05,1.39,49.14,5.14,0.87,49.02,5.28,0.41,79.36,5.38
Sombra,0.94,47.96,2.89,0.82,49.01,2.68,0.91,48.6,2.75,0.97,48.29,2.91,1,47.22,2.99,1,46.9,3,0.95,46.81,3.04,0.71,46.42,3.04,0.44,56.87,3.02
D.VA,1.5,48.26,5.15,2.04,49.76,4.97,1.62,46.29,4.62,1.39,47.74,5.1,1.32,49.55,5.59,1.35,49.96,5.88,1.45,48.88,6.12,1.87,51.95,6.57,3.52,50.32,7.4
Torbjörn,0.56,56.22,2.56,0.68,60.29,2.79,0.66,56.88,2.51,0.6,55.91,2.54,0.48,55.11,2.56,0.41,53.43,2.5,0.37,51.27,2.5,0.27,50.58,2.44,0.1,44.75,3.11
Tracer,1.4,49.8,2.11,0.98,51.94,2.13,0.94,48.07,1.91,1.17,50,2.08,1.59,49.76,2.13,2.13,49.79,2.18,2.76,49.89,2.25,3.42,52.75,2.48,3.1,63.24,3.21
Orisa,1.52,46.12,3.39,1.9,48.58,3.3,1.85,46.21,3.24,1.6,44.96,3.36,1.26,45.2,3.55,1.07,46.45,3.74,0.97,47.68,3.95,1.1,49.62,4.22,1.35,47.41,4.44
Hazard,0.91,52.85,3.69,0.49,54.02,3.41,0.68,52.05,3.4,0.89,52.03,3.55,1.05,52.53,3.72,1.17,53.47,3.93,1.43,54.86,4.22,2.05,57.62,4.56,3.44,63.25,5.49
Winston,1.45,51.68,3.56,0.91,52.24,3.16,1.15,51.29,3.27,1.51,51.41,3.47,1.68,51.88,3.66,1.76,51.83,3.87,1.79,52.12,4.05,2,53.21,4.52,2.32,53.24,5.77
Reinhardt,1.28,50.87,2.35,1.43,51.74,2.22,1.46,51.16,2.27,1.4,51.27,2.39,1.18,49.98,2.4,0.97,49.63,2.47,0.77,49.9,2.54,0.62,49.28,2.58,1.08,49.8,2.53
