Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.91,49.03,3.83,3.89,51.43,3.08,5.17,49.29,3.35,6.85,48.84,3.74,8.3,48.71,4.01,9.04,48.8,4.19,9.01,49.07,4.34,8,50.05,4.54,9.96,71.01,5.6
Kiriko,6.67,49.8,4.14,7.3,50.1,3.35,7.32,49.39,3.73,6.67,49.64,4.2,6.32,49.91,4.55,6.11,50.19,4.72,5.91,50.82,4.81,5.31,51.1,5.01,5.02,61.43,5.67
Genji,4.09,51.51,2.16,4.29,55.84,2.43,3.56,49.62,1.95,3.93,51.42,2.12,4.48,51.69,2.19,4.56,51.19,2.23,4.27,50.98,2.29,3.24,51.82,2.45,2.13,63.31,2.96
Moira,3.04,49.84,4.39,4.9,50.52,3.79,4.25,49.49,4.08,3.09,49.81,4.52,2.29,50.09,5.04,1.69,49.5,5.34,1.15,49.47,5.57,0.58,50.09,5.91,0.4,71.92,8.63
Sojourn,1.88,45.1,2.34,1.73,48.6,2.3,1.79,44.9,2.17,1.77,44.13,2.27,1.82,44.13,2.38,2.04,45.24,2.5,2.61,46.54,2.66,3.22,47.11,2.85,2.72,58.21,3.65
Soldier: 76,3.19,49.91,2.46,3.93,53,2.62,3.71,49.22,2.34,3.37,48.94,2.4,2.8,49.81,2.5,2.47,50.47,2.6,2.26,51.02,2.71,1.81,52.84,2.83,2.2,57.59,3.27
Cassidy,4.47,48.25,2.37,3.09,53.86,2.4,3.49,48.61,2.17,4.28,47.94,2.3,5.02,47.25,2.39,5.68,47.41,2.5,6.44,47.92,2.61,6.9,49.79,2.81,5.17,51.39,3.13
Zenyatta,2.5,53.53,4.7,2.67,53.65,3.97,2.49,53.83,4.27,2.52,54.04,4.72,2.61,53.55,5.07,2.45,52.87,5.28,2.07,50.51,5.37,1.32,48.71,5.39,0.59,60.27,6.57
Reaper,2.77,54.79,2.46,3.34,57.04,2.77,3.19,53.8,2.39,2.89,54.33,2.4,2.5,55,2.43,2.22,55.26,2.48,1.96,55.55,2.52,1.94,58.56,2.76,1.03,58.73,2.94
Juno,1.77,50.52,3.85,2.64,50.72,3.2,2.12,49.61,3.48,1.63,50.77,4.02,1.49,51.07,4.42,1.45,51.22,4.47,1.41,50.89,4.35,1.6,51.59,4.77,2.49,51.8,4.48
Ashe,1.98,51.07,2.75,1.45,52.24,2.62,1.73,50.52,2.56,2.04,50.68,2.71,2.16,50.91,2.82,2.18,51.46,2.88,2.33,52.52,2.97,2.51,53.47,3.1,2.01,60.66,3.79
Ramattra,2.03,49.28,3.22,2.83,51.87,3.3,2.81,48.94,3.13,2.2,48.56,3.2,1.54,49.01,3.3,1.13,49.08,3.38,0.86,49.34,3.46,0.79,50.05,3.64,0.99,65.9,5.11
