Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.77,48.82,3.87,3.57,51.55,3.09,4.87,48.81,3.32,6.47,48.58,3.71,7.91,48.74,4.02,8.71,48.47,4.18,8.69,49.18,4.37,7.59,49.98,4.57,13.24,74.6,6.22
Kiriko,6.47,50.01,4.24,6.75,50.11,3.35,7.18,49.68,3.76,6.53,50.02,4.24,6.2,49.96,4.57,6.08,50.33,4.77,5.88,50.7,4.86,4.96,50.03,4.98,6.94,59.98,5.35
Genji,4.3,51.76,2.19,4.21,57.06,2.55,3.59,50.39,2.01,4.15,51.68,2.15,4.72,51.72,2.19,4.86,51.31,2.24,4.63,51.2,2.31,3.63,52.28,2.48,1.89,75.58,3.03
Moira,2.55,49.63,4.45,4.13,49.82,3.68,3.64,49.43,4.02,2.74,50.05,4.51,2.07,49.54,5.09,1.59,49.01,5.37,1.06,48.83,5.65,0.48,49.85,6.2,0.35,32.28,5.38
Sojourn,1.74,44.72,2.34,1.76,49.36,2.32,1.7,44,2.13,1.64,43.46,2.24,1.64,44.05,2.37,1.79,44.98,2.5,2.31,46.69,2.66,2.79,46.69,2.81,3.36,61.72,4.11
Soldier: 76,2.97,49.58,2.45,3.89,52.84,2.62,3.51,48.67,2.3,3.14,48.56,2.38,2.66,49.45,2.49,2.42,50.64,2.62,2.23,51.11,2.71,1.83,53.13,2.83,1.82,51.16,3.98
Cassidy,4.19,47.73,2.38,3.08,54.68,2.42,3.29,48.61,2.15,3.87,47.1,2.28,4.5,46.66,2.39,5.11,46.85,2.51,5.9,47.51,2.63,6.65,50.38,2.81,4.77,51.24,3.11
Zenyatta,2.48,53.18,4.73,2.66,52.37,3.89,2.5,53.91,4.24,2.5,53.5,4.69,2.59,53.3,5.06,2.45,52.91,5.26,2.05,50.58,5.36,1.33,47.62,5.53,0.7,24.5,3.38
Reaper,2.43,54.75,2.44,2.94,58.15,2.81,2.71,53.18,2.36,2.52,53.84,2.37,2.3,55.51,2.44,2.13,55.3,2.45,1.88,55.9,2.54,1.87,57.92,2.75,0.84,87.06,4.1
Juno,1.71,50.92,3.92,2.67,49.7,3.15,2.07,50.46,3.47,1.6,51.21,4.05,1.48,51.31,4.44,1.48,51.47,4.48,1.4,51.42,4.4,1.67,53.59,5.02,1.54,35.84,3.51
