Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,5.2,48.55,3.85,3.23,51.61,3.09,3.85,48.71,3.29,4.91,48.31,3.68,5.93,48.18,3.97,6.43,48.41,4.23,6.68,48.97,4.44,6.02,49.57,4.57,5.38,68.22,4.85
Kiriko,4.23,47.75,4.02,4.97,49,3.23,4.82,47.34,3.52,4.31,47.42,4.01,3.93,47.58,4.34,3.76,48.02,4.58,3.69,49.02,4.74,3.61,50.24,4.92,4.3,67.61,6.16
Genji,2.82,50.94,2.17,3.67,55.39,2.34,2.64,48.32,1.94,2.6,50.43,2.11,2.87,51.42,2.22,3.07,51.59,2.27,2.88,50.92,2.33,2.19,52.32,2.47,1.01,60.53,3.17
Moira,2.15,48.84,4.46,3.54,49.67,3.69,3.24,48.76,4.03,2.36,48.52,4.51,1.71,48.99,5.08,1.18,48.75,5.46,0.82,49.33,5.64,0.48,47.34,5.9,0.38,5.93,3.12
Sojourn,2.22,46.21,2.47,2.11,48.45,2.32,2.18,45.22,2.23,2.06,45.26,2.37,2.09,45.96,2.51,2.41,47.18,2.67,3.02,47.74,2.8,3.56,49.86,2.98,1.83,51.45,3.01
Soldier: 76,3.19,49.58,2.53,3.96,52.63,2.55,3.71,48.42,2.38,3.43,48.66,2.47,2.96,49.8,2.59,2.62,50.66,2.72,2.34,51.84,2.87,1.94,52.52,3.01,0.7,59.96,3.23
Cassidy,4.72,48.96,2.51,3.38,53.78,2.39,3.56,48.9,2.24,4.28,48.87,2.42,5.12,48.5,2.55,6,48.42,2.65,6.56,49.03,2.76,6.86,49.61,2.93,5.44,73.07,4.36
Zenyatta,1.87,53.46,4.78,2.41,53.58,4,2.1,52.86,4.27,1.93,53.91,4.76,1.83,53.93,5.12,1.61,52.93,5.38,1.38,52.73,5.58,1.05,49.75,5.74,0.35,83.84,8.9
Reaper,1.94,54.14,2.48,2.63,56.2,2.68,2.41,52.94,2.41,2.12,53.45,2.42,1.76,54.54,2.48,1.43,55.59,2.55,1.14,56.54,2.6,0.98,58.06,2.79,5.44,58.92,3.32
Juno,2.19,50.55,4.03,3.62,50.63,3.23,2.9,49.4,3.51,2.14,50.15,4.06,1.78,51.76,4.6,1.69,51.67,4.93,1.67,51.66,5.03,1.73,52.26,5.2,1.93,89.1,6.35
Ashe,2.46,52.28,2.93,1.81,53.26,2.69,2.07,51.2,2.7,2.4,52.04,2.89,2.63,52.47,3,2.77,52.72,3.06,3,52.73,3.12,3.2,54.91,3.3,1.93,42.01,3.25
Ramattra,1.51,47.34,3.13,2.12,50.53,3.19,2.26,47.83,3.06,1.76,46.66,3.08,1.17,46.57,3.21,0.82,46.28,3.28,0.63,45.76,3.34,0.54,44.71,3.52,0.47,38.49,4.18
Mercy,2.74,49.88,3.93,3.32,46.4,2.44,2.5,47.74,2.95,2.52,49.79,3.8,2.76,50.9,4.43,3.01,51.38,4.9,3.06,50.85,5.29,3.42,53.62,6.07,6.58,69.55,6.46
Zarya,1.12,48.31,4.13,0.81,52.04,3.87,0.95,48.72,3.7,1.08,47.66,3.88,1.13,47.23,4.18,1.23,48.19,4.49,1.54,49.37,4.77,2.32,51.38,5.18,3.76,56.91,5.86
Bastion,2.13,47.95,2.62,2.85,51.57,2.63,2.9,48.38,2.52,2.34,46.92,2.57,1.81,46.95,2.72,1.45,47.79,2.82,1.18,48.65,2.93,0.98,52.39,3.21,1.23,59.12,4.02
