Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.44,49.54,3.99,3.84,54.94,3.38,5.38,49.89,3.36,6.79,49.66,3.73,8.12,49.31,4.04,9.08,49.1,4.28,9.51,49.21,4.49,8.25,50.09,4.64,4.13,60.19,4.84
Kiriko,7.32,49.78,4.18,6.08,51.83,3.39,7.54,49.65,3.65,7.53,49.6,4.02,7.36,49.63,4.35,7.26,49.8,4.57,7.23,49.69,4.69,6.47,51.48,4.9,5.54,66.63,6.28
Genji,5.02,52.45,2.29,5.88,63.48,3.01,4.31,50.29,2.07,4.67,51.66,2.2,5.24,52.04,2.27,5.49,52.12,2.33,5.31,52.13,2.42,4.33,51.94,2.57,1.85,48.78,2.45
Moira,2.62,48.35,4.4,3.78,50.78,3.66,3.94,48.34,3.91,3.1,48.03,4.31,2.38,48.21,4.78,1.74,48.1,5.22,1.16,47.36,5.36,0.56,48.38,5.67,0.21,51.71,5.91
Sojourn,2.67,45.93,2.35,2.59,51.42,2.4,2.96,45.32,2.14,2.64,44.52,2.22,2.49,45.48,2.37,2.59,46.24,2.51,2.9,47.67,2.65,3.44,50.26,2.94,2.21,53.43,3.27
Soldier: 76,3.34,49.45,2.48,4.88,55.87,2.75,4.08,48.49,2.31,3.6,48.06,2.39,3.19,48.84,2.49,2.76,50.15,2.63,2.32,51.07,2.79,1.8,52.55,3.01,0.8,56.67,3.27
Cassidy,6.05,47.99,2.36,4.56,58.57,2.62,4.7,48.9,2.13,5.45,48.01,2.25,6.3,47.25,2.35,7.16,46.76,2.46,7.69,47.12,2.57,8.15,48.67,2.76,6.18,60.19,3.24
Zenyatta,2.37,52.8,4.64,2.89,54.96,4.02,2.65,53.24,4.13,2.44,53.13,4.48,2.39,52.97,4.86,2.21,51.84,5.13,1.85,50.14,5.29,1.27,47.34,5.43,0.38,49.27,4.49
Reaper,2.78,54.46,2.44,3.49,61.59,3.06,3.17,53.61,2.38,3.06,53.67,2.39,2.75,53.91,2.4,2.39,54.61,2.44,1.95,54.86,2.48,1.76,55.72,2.61,4.25,62.53,3.09
Juno,1.8,49.74,3.7,3,51.07,3.06,2.58,49.06,3.29,1.95,49.36,3.66,1.52,50.11,4.06,1.34,50.07,4.28,1.28,50.07,4.25,1.23,52.34,3.98,1.22,71.75,4.8
Ashe,2.87,52.21,2.85,2.01,56.08,2.82,2.45,51.58,2.63,2.73,51.99,2.77,2.98,51.82,2.88,3.17,52.24,2.93,3.41,52.88,2.99,3.6,54.63,3.2,2.52,60.7,3.78
Ramattra,1.54,48.61,3.28,2.15,53.62,3.45,2.25,48.78,3.18,1.88,47.98,3.23,1.35,47.62,3.3,0.97,48.7,3.39,0.78,48.35,3.48,0.83,49.22,3.61,1.22,51.3,3.95
Mercy,2.84,50.48,3.93,3.59,49.47,2.53,2.63,48.33,2.93,2.64,50.39,3.63,2.82,50.81,4.22,2.95,51.07,4.8,3.18,51.3,5.25,3.33,54.5,5.99,2.37,75.06,7.25
Zarya,1.77,51.32,4.24,1.18,55.64,4.07,1.5,51.56,3.83,1.67,50.31,3.94,1.77,50.03,4.19,1.86,51.45,4.52,2.38,53.21,4.84,3.73,55.79,5.31,6.37,58.87,5.69
Bastion,1.49,47.13,2.54,2.47,52.7,2.69,2.35,47.06,2.4,1.8,46.2,2.49,1.25,45.77,2.57,0.9,47.17,2.72,0.64,49.07,2.89,0.44,51.65,2.99,0.1,99.93,4.5
Lúcio,1.32,52.99,3.13,2.4,55.14,2.66,1.83,52.61,2.82,1.39,52.77,3.08,1.12,53.07,3.31,1.02,52.56,3.53,0.94,52.14,3.65,0.88,52.28,3.87,0.33,49.59,3.69
Mauga,1.28,48.48,3.81,1.8,50.25,3.76,1.55,47.05,3.51,1.39,47.29,3.67,1.23,48.56,3.9,1.01,50.46,4.14,0.86,50.84,4.36,0.92,53.27,4.72,9.73,60.72,5.96
Hanzo,2.68,50.1,2.85,3.14,58.28,3.04,2.64,49.19,2.54,2.52,49.45,2.72,2.59,49.42,2.88,2.8,49.84,3.01,2.97,50.09,3.13,2.88,52.26,3.38,1.78,65.4,3.6
Pharah,1.35,50.96,2.51,1.76,54.16,2.75,1.64,50.28,2.43,1.42,49.92,2.43,1.27,51.13,2.49,1.18,51.6,2.56,1.08,51.64,2.72,0.98,52.24,2.92,1.36,68.34,3.53
Illari,1.17,51.97,3.11,1.73,55.26,2.76,1.5,51.18,2.75,1.24,51.76,3.03,1.05,52.06,3.26,0.98,52.06,3.46,0.9,51.06,3.52,0.86,51.76,3.63,0.89,55.55,4.64
Doomfist,3.83,51.89,3.09,1.79,58.14,3.33,2.21,53.04,2.96,3.35,52.33,3.01,4.38,51.64,3.05,4.91,51.09,3.11,5.01,51.11,3.28,5.24,53.03,3.63,5.88,59.23,4.11
Venture,1.63,54.14,2.28,0.88,57.38,2.55,1.47,55.18,2.32,1.72,53.8,2.27,1.74,53.61,2.25,1.68,54.22,2.28,1.59,54.09,2.29,1.42,54.12,2.46,0.5,74.71,2.9
Junkrat,1.4,50.99,2.32,1.96,54.37,2.35,1.92,50.33,2.15,1.58,50.53,2.27,1.32,51.02,2.4,1.06,51.42,2.46,0.73,50.94,2.51,0.45,46.5,2.38,0.12,2.41,1.82
Sigma,1.89,52.85,3.9,1.68,54.82,3.77,2.14,52.43,3.66,2.14,52.38,3.79,1.9,52.96,3.99,1.59,53.23,4.11,1.47,53.02,4.23,1.63,55,4.53,1.93,56.46,4.74
Brigitte,1.46,50.67,3.72,1.11,53.17,2.77,1.34,51.84,3.16,1.47,50.95,3.47,1.51,50.31,3.86,1.56,50,4.19,1.47,49.56,4.37,1.28,49.79,4.67,1.53,59.23,5.29
Widowmaker,1.4,47.27,2.31,2.24,55.83,2.94,1.43,44.87,2.13,1.27,46.2,2.21,1.27,46.59,2.26,1.36,47.08,2.28,1.62,46.74,2.39,2.32,48.7,2.73,2.42,50.41,3.04
Lifeweaver,2.12,47.62,3.93,1.95,49.42,2.95,2.42,48.69,3.47,2.45,48.11,3.84,2.19,47.38,4.17,1.8,46.27,4.38,1.36,45.22,4.47,0.8,43.7,4.51,0.35,72.2,4.08
