Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.35,49.67,4.02,4,52.7,3.23,5.29,49.98,3.41,6.69,49.74,3.77,8.2,49.48,4.1,9.19,49.49,4.36,9.26,49.27,4.54,7.87,50.3,4.68,6.3,65.7,4.82
Kiriko,5.87,48.37,4.05,5.7,50.14,3.22,6.02,48.16,3.5,5.89,48.28,3.92,5.82,48.31,4.28,5.87,48.34,4.49,5.78,47.95,4.61,5.71,49.84,4.8,2.52,57.23,5.43
Genji,3.32,49.69,2.17,4.48,58.37,2.52,3.14,47.43,1.95,3.1,49.17,2.12,3.36,49.6,2.2,3.51,49.53,2.22,3.33,48.94,2.28,2.61,49.12,2.38,0.54,64.42,3.64
Moira,3.24,49.54,4.63,4.49,51.32,3.79,4.59,49.53,4.09,3.84,49.56,4.6,2.95,49.42,5.04,2.09,48.88,5.39,1.4,48.64,5.64,0.75,47.87,5.78,0.83,58.68,6.83
Sojourn,2.67,45.7,2.43,2.72,48.77,2.32,2.79,45.34,2.21,2.54,44.64,2.32,2.43,45,2.47,2.72,46.27,2.6,3.27,47.44,2.72,4.09,49.29,2.99,3.47,56.38,3.28
Soldier: 76,3.03,48.69,2.48,4.26,52.32,2.53,3.77,48.05,2.34,3.29,47.74,2.42,2.81,48.34,2.51,2.39,49.64,2.65,2.12,50.47,2.76,1.62,53.1,3.03,0.89,55.9,2.86
Cassidy,5.37,47.51,2.43,3.9,54.36,2.39,4.16,47.82,2.18,4.83,47.74,2.34,5.67,46.96,2.44,6.45,46.54,2.53,7.1,47.24,2.66,7.2,48.58,2.84,4.9,58.45,3.36
Zenyatta,2.64,53.37,4.81,2.91,54.04,3.95,2.79,53.06,4.23,2.72,53.68,4.67,2.7,53.93,5.1,2.53,53.06,5.35,2.15,50.77,5.44,1.58,50.22,5.55,0.69,51.93,4.58
Reaper,2.25,52.53,2.37,2.9,57.25,2.66,2.79,51.74,2.33,2.56,52.37,2.35,2.14,52.14,2.37,1.73,52.62,2.38,1.34,52.52,2.38,1.1,53.37,2.47,3.15,57.07,3.37
Juno,2.91,50.74,4.02,3.94,51.05,3.11,3.51,49.9,3.46,2.96,50.63,3.93,2.65,51.14,4.36,2.59,51.28,4.69,2.54,51.08,4.77,2.39,49.96,4.85,1,62.16,5.32
Ashe,3.31,52,2.94,2.21,53.34,2.72,2.67,51.77,2.73,3.08,51.55,2.88,3.45,51.87,2.97,3.8,51.99,3.03,4.26,52.81,3.07,4.91,54.44,3.24,3.75,58.62,3.51
Ramattra,1.73,48.14,3.32,2.3,52.11,3.35,2.41,48.76,3.26,2.06,47.74,3.3,1.51,47.27,3.37,1.12,47.38,3.41,0.89,46.98,3.47,0.9,48.02,3.58,1.17,44.77,3.13
Mercy,2.78,49.78,3.86,3.71,47.51,2.41,2.64,47.87,2.9,2.56,49.62,3.59,2.73,50.3,4.23,2.89,50.57,4.78,3.07,50.83,5.29,3.42,54.39,6.15,2.92,76.26,6.66
Zarya,1.83,50.68,4.29,1.18,54.19,3.94,1.38,50.81,3.81,1.68,50.01,4.04,1.87,49.67,4.29,2.06,50.83,4.57,2.65,51.94,4.85,3.94,54.07,5.25,5.85,62.19,5.94
Bastion,2.98,50.75,2.9,3.29,52.6,2.71,3.74,50.48,2.7,3.32,50.19,2.83,2.73,50.37,2.99,2.37,51.62,3.15,2.26,52.24,3.27,2.24,53.29,3.45,2.46,68.17,4.26
Lúcio,1.41,52.23,3.12,2.45,54.11,2.65,1.94,51.17,2.83,1.49,52.15,3.09,1.18,52.4,3.33,1.07,52.98,3.54,0.96,52.12,3.71,0.9,52.92,3.81,0.46,63.34,6.71
Mauga,1.25,47.86,3.82,1.74,48.97,3.61,1.55,46.09,3.53,1.4,47.34,3.77,1.2,48.74,3.98,0.93,48.92,4.07,0.77,49.94,4.24,0.76,49.81,4.37,9.8,60.67,5.12
Hanzo,2.11,48.81,2.84,2.55,55.19,2.79,2.08,48.28,2.52,1.95,48.13,2.73,2.05,48.19,2.9,2.21,48.36,3.03,2.42,49.63,3.17,2.25,52.18,3.38,1.52,42.06,2.59
Pharah,1.22,50.53,2.58,1.41,49.58,2.56,1.4,49.25,2.51,1.24,50.53,2.53,1.16,51.26,2.6,1.14,51.15,2.65,1.12,51.07,2.76,0.95,52.59,3.08,0.2,58.45,3.05
Illari,1.29,51.77,3.19,1.72,51.37,2.53,1.52,51.1,2.8,1.36,51.92,3.13,1.2,52.57,3.39,1.12,51.63,3.55,1.06,50.28,3.55,1.06,52.81,3.78,0.32,25.19,2.62
Doomfist,3.53,50.95,3.09,1.76,53.54,3,2.1,51.6,2.94,3.11,51.53,3.02,4.11,50.67,3.05,4.61,50.52,3.13,4.52,50.2,3.27,5.05,51,3.56,4.04,57.3,4.42
Venture,1.36,52.36,2.26,0.8,56.11,2.36,1.18,53.37,2.31,1.42,52.08,2.26,1.45,51.79,2.25,1.45,52.43,2.25,1.37,52.36,2.26,1.3,50.37,2.32,0.72,44.75,1.95
Junkrat,1.37,51.34,2.46,1.89,52.11,2.31,1.82,50.35,2.27,1.53,51.19,2.45,1.28,51.46,2.57,1.03,52.52,2.67,0.76,52.39,2.7,0.5,51.49,2.57,0.09,100,5.13
Sigma,3.1,55.07,4.1,2.37,56.55,3.9,3.04,54.52,3.87,3.32,54.63,4.01,3.2,55.32,4.18,2.9,55.56,4.28,2.86,54.94,4.35,3.53,56.58,4.65,5.67,65.9,6.17
Brigitte,1.59,51.12,3.83,1.15,53.34,2.92,1.45,51.66,3.27,1.63,51.02,3.61,1.66,50.99,3.99,1.69,50.57,4.31,1.63,51.04,4.55,1.45,52.32,4.81,0.52,62.17,5.57
Widowmaker,1.23,45.58,2.27,1.86,50.63,2.56,1.33,43.7,2.13,1.12,44.91,2.21,1.11,45.14,2.25,1.19,45.87,2.31,1.44,46.72,2.4,1.84,47.31,2.59,1.46,51.88,3.04
Lifeweaver,1.82,47.88,4.08,1.82,48.94,3.07,2.1,49.04,3.58,2.08,48.24,4.01,1.85,47.46,4.38,1.46,46.59,4.57,1.14,46.21,4.81,0.7,44.07,4.74,0.03,100,0
Sombra,1.58,48.15,3.07,1.27,50.51,2.73,1.49,48.13,2.82,1.58,48.07,3.04,1.65,48.24,3.16,1.69,47.97,3.2,1.6,47.14,3.2,1.33,48.89,3.43,0.74,60.28,3.64
D.VA,1.69,49.75,5.33,2.64,50.21,4.9,1.99,47.89,4.79,1.68,49.23,5.21,1.51,50.31,5.55,1.46,51.15,5.92,1.48,51.71,6.17,2.04,53.42,6.66,3.32,68.36,8.66
Torbjörn,0.71,55.28,2.65,0.86,58.9,2.8,0.92,56.57,2.64,0.81,55.6,2.66,0.64,54.47,2.65,0.54,53.02,2.62,0.47,52.58,2.59,0.35,53.29,2.66,0.26,42.96,2.56
Tracer,0.88,46.86,1.95,1.03,50.4,1.98,0.7,44.27,1.72,0.68,46.61,1.9,0.84,46.93,2,1.1,46.79,1.99,1.42,47.08,2.04,1.85,51.95,2.36,1.55,74.89,3.07
Orisa,1.73,45.15,3.35,2.04,48.18,3.22,2.17,45.6,3.17,1.98,44.65,3.3,1.63,44.34,3.42,1.28,44.47,3.56,1.1,47.33,3.8,1.09,48.89,4.12,1.12,53.58,4.86
Hazard,0.69,48.22,3.26,0.62,51.24,2.98,0.65,47.79,3.05,0.72,47.36,3.15,0.72,47.66,3.27,0.66,49.09,3.49,0.64,50.45,3.64,0.77,51.53,4.07,0.63,73.27,5.88
Winston,1.2,49.7,3.25,0.96,52.17,2.8,0.97,48.62,2.96,1.16,49.33,3.13,1.29,49.5,3.27,1.29,50.51,3.47,1.39,50.01,3.7,1.45,51.33,4.03,2.52,57.27,4.46
Reinhardt,1.27,51.57,2.45,1.41,52.05,2.22,1.39,51.76,2.33,1.41,51.77,2.45,1.29,51.38,2.5,1.07,51.35,2.56,0.89,50.82,2.62,0.76,50.54,2.71,6.39,57.63,2.49
Junker Queen,0.83,53.61,4.57,0.69,55.38,4.14,0.8,52.95,4.24,0.91,53.23,4.49,0.88,53.43,4.67,0.77,54.38,4.78,0.68,54.62,4.93,0.64,56.49,5.27,0.46,69.04,6.05
Baptiste,2.26,48.33,3.8,1.93,49.68,2.99,2.11,48.16,3.21,2.29,47.88,3.6,2.33,48.35,3.99,2.39,48.54,4.29,2.24,48.79,4.52,2.12,49.88,4.73,0.46,75.3,7.26
Mei,0.78,53.39,3.17,0.78,55.51,3.16,0.85,53.74,3.21,0.83,53.79,3.22,0.8,52.83,3.15,0.74,52.92,3.08,0.55,51.94,3.05,0.43,51.3,3.14,0.03,100,5.8
Roadhog,1.18,42.61,3.41,1.36,47.04,3.01,1.1,43.14,3.07,1.19,42.06,3.32,1.25,42.26,3.58,1.17,41.87,3.62,1.05,42.84,3.8,0.92,41.99,3.8,0.63,36.65,3.54
Echo,1.16,49.7,2.35,1.15,50.36,2.14,1.16,48.14,2.13,1.12,49.29,2.27,1.13,49.73,2.4,1.21,50.28,2.5,1.23,51.64,2.62,1.56,53.15,2.86,1.03,51.16,3.11
Symmetra,1.3,55.43,2.74,0.69,58.05,3.31,0.84,56.73,3.1,1.07,56,2.98,1.31,54.88,2.77,1.68,54.33,2.47,2.28,54.17,2.1,2.93,55.79,1.91,3.52,51.8,1.32
Wrecking Ball,0.5,49.98,3.89,0.51,50.33,2.82,0.38,48.34,3.39,0.43,50.19,3.74,0.53,50.25,3.99,0.58,49.79,4.18,0.64,51.15,4.43,0.65,49.13,4.69,0.69,60.46,6.2
Freja,1.2,44.35,2.15,1.3,50.46,2.12,1.19,45.16,1.97,1.09,43.52,2.05,1.13,43.77,2.18,1.27,43.67,2.27,1.56,43.9,2.35,1.83,46,2.55,1.66,52.86,3.07
AnaC,6.71,49.43,3.8,5.1,50.14,3.43,5.97,49.34,3.58,6.82,49.47,3.84,7.65,49.61,3.99,7.76,48.3,3.9,6.81,48.08,3.88,2.71,55.96,3.81,N,N,N
KirikoC,6.5,47.84,3.98,6.54,46.8,3.48,6.3,48.05,3.82,6.32,48.09,4.06,6.74,47.75,4.15,7.63,47.44,4.14,7.01,47.33,4.13,3.67,51.98,3.91,N,N,N
GenjiC,3.87,49.12,2.19,3.43,48.72,2.13,3.53,49.94,2.21,4.06,49.23,2.2,4.22,48.53,2.18,3.52,48.03,2.2,3.03,47.72,2.3,2.15,54.69,2.81,N,N,N
MoiraC,3.11,45.43,4.35,4.46,45.19,3.82,3.98,46.11,4.25,3.12,45.61,4.55,2.2,43.97,4.6,1.19,42.59,4.53,0.43,38.91,4.31,0.32,0,2.89,N,N,N
SojournC,3.17,45.92,2.41,3.45,44.04,2.24,3.12,44.71,2.33,2.96,46.2,2.43,3.21,47.2,2.52,4.05,47.12,2.54,5.07,46.96,2.67,4.47,45.67,3.31,N,N,N
Soldier: 76C,3.66,47.62,2.48,4.21,46.55,2.41,4.21,47.19,2.47,3.75,47.67,2.49,3.07,48.81,2.53,2.32,48.91,2.53,1.79,40.14,2.43,7.42,41.1,3.09,N,N,N
CassidyC,5.46,47.42,2.34,4.12,47.87,2.25,4.7,48.57,2.33,5.62,47.36,2.35,6.28,46.96,2.37,6.47,45.59,2.34,5.47,45.38,2.41,9.89,56.62,3.62,N,N,N
ZenyattaC,2.43,48.36,4.58,2.61,48.35,4.08,2.5,49.22,4.43,2.45,48.48,4.66,2.41,47.68,4.82,1.97,46.01,4.78,1.34,43.26,4.47,0.16,100,8,N,N,N
ReaperC,3.19,49.35,2.28,3.24,48.32,2.31,3.53,49.34,2.33,3.27,49.32,2.26,2.85,49.92,2.23,2.52,49.61,2.18,2.11,48.41,2.23,1.91,29.82,2.85,N,N,N
JunoC,2.27,49.49,3.77,3.41,48.45,3.38,2.54,49.32,3.67,2.1,49.78,3.91,1.94,49.8,3.98,2.01,50.21,3.82,1.94,50.83,3.62,1.04,29.08,3.26,N,N,N
AsheC,3.55,52.1,2.93,2.8,50.99,2.86,3.21,51.93,2.91,3.64,52.28,2.97,3.89,52.17,2.92,4.13,52.53,2.84,4.09,52.18,2.81,1.75,47.57,2.92,N,N,N
RamattraC,2.17,46.46,3.22,2.59,46.26,3.12,2.6,46.99,3.21,2.21,46.45,3.23,1.71,46.03,3.25,1.37,44.63,3.21,1.22,41.97,3.31,0.72,24.73,3.52,N,N,N
MercyC,2.31,51.4,3.82,2.79,49.1,3.13,2.33,50.66,3.42,2.23,52.14,3.92,2.27,52.09,4.28,2.21,52.03,4.7,3.05,49.84,4.82,11.56,45.23,3.91,N,N,N
ZaryaC,1.27,51.62,4.22,0.68,53.77,3.9,0.89,51.35,3.89,1.27,51.41,4.15,1.68,51.7,4.45,1.98,51.96,4.56,2.59,50.12,4.44,1.04,84.64,5.61,N,N,N
BastionC,3.71,49.73,2.87,4.56,47.06,2.62,4.16,49.12,2.82,3.63,50.19,2.92,3.28,51,2.96,2.85,51.6,2.99,2.31,50.43,2.97,1.99,36.13,2.8,N,N,N
LúcioC,1.43,48.97,2.85,2.02,48.54,2.68,1.62,49.25,2.82,1.32,49.61,2.94,1.2,48.63,2.91,1.29,45.59,2.87,1.61,41.29,2.7,1.75,23.1,2.11,N,N,N
MaugaC,1.27,45.58,3.63,1.5,43.87,3.49,1.46,45.06,3.51,1.31,46.1,3.66,1.08,46.6,3.81,0.71,44.63,3.88,0.46,48.83,4.08,0.24,71.57,4,N,N,N
HanzoC,2.1,48.21,2.88,2.23,48.46,2.7,1.99,48.04,2.81,2.07,48.28,2.91,2.19,48.34,2.95,2.27,48.01,2.91,2.03,45.72,2.85,2.55,34.1,3.58,N,N,N
PharahC,1.53,49.23,2.41,1.8,47.69,2.45,1.65,48.74,2.42,1.51,49.44,2.39,1.43,49.87,2.4,1.15,51.68,2.54,1.12,50.36,2.68,2.55,53.55,2.68,N,N,N
IllariC,1.36,51.05,3.07,1.96,50.11,2.8,1.64,52.1,3,1.27,51.75,3.15,1.07,49.53,3.19,1.02,47.74,3.16,2.06,49.42,3.32,3.19,18.05,2.66,N,N,N
DoomfistC,0.83,51.6,3.3,0.3,57.89,3.94,0.39,54.77,3.36,0.7,51.67,3.25,1.38,50.5,3.26,2.14,50.96,3.41,2.46,48.67,3.34,0.64,85.64,4.69,N,N,N
VentureC,2.23,49.82,2.2,1.74,49.21,2.26,2.17,49.49,2.24,2.3,49.67,2.2,2.38,50.51,2.15,2.3,50.46,2.12,1.51,46.17,1.99,0.96,26.83,1.48,N,N,N
JunkratC,1.18,48.29,2.33,1.99,46.91,2.25,1.53,48.41,2.32,1.14,49.03,2.38,0.8,48.52,2.36,0.45,44.76,2.11,0.32,35.04,1.98,0.32,24.87,0.45,N,N,N
SigmaC,3.89,54.05,4.09,3.64,52.07,3.8,4.01,53.68,3.98,4.02,54.64,4.14,3.66,54.27,4.21,3.59,54.42,4.16,4.64,51.13,4.02,2.23,58.03,5.05,N,N,N
BrigitteC,1.54,49.1,3.59,1.21,48.14,3.09,1.39,49.12,3.29,1.5,49.05,3.6,1.69,49.25,3.86,2.15,49.59,4.05,2.49,48.94,4.17,1.28,55.58,5.14,N,N,N
WidowmakerC,1.26,42.86,2.21,1.33,43.67,2.44,1.17,43.28,2.2,1.22,41.99,2.17,1.33,42.65,2.18,1.61,44.7,2.27,1.9,44.79,2.4,1.28,14.77,2.51,N,N,N
LifeweaverC,1.75,47.34,3.95,2.15,47.22,3.56,2.14,47.87,3.87,1.85,47.55,4.09,1.33,46.51,4.04,0.71,42.37,3.77,0.41,36.81,3.26,1.2,68.94,2.79,N,N,N
SombraC,0.7,49.03,3.03,0.51,49.7,2.92,0.52,49.73,3.09,0.64,49.93,3.07,0.92,47.84,3.01,1.33,47.25,2.93,0.99,49.18,2.94,0.8,53.14,2.5,N,N,N
D.VAC,1.85,50.75,5.54,1.95,47.92,4.91,1.91,49.43,5.24,1.94,51.2,5.62,1.71,52.89,5.95,1.35,51.11,6.18,1.69,49.36,5.98,1.2,82.76,5.41,N,N,N
TorbjörnC,0.96,52.56,2.52,1.21,53,2.52,1.18,53.45,2.59,0.93,53.3,2.54,0.75,50.99,2.41,0.68,45.27,2.25,0.41,37.72,1.77,0.24,63.54,0.89,N,N,N
TracerC,0.99,47.87,1.9,0.69,49.31,2.06,0.74,48.43,1.95,0.91,46.94,1.81,1.25,47.85,1.85,1.87,49.93,2.04,2.85,44.28,2.25,4.47,32.66,2.23,N,N,N
