Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,4.55,48.25,3.9,2.89,51,3.08,3.44,48.39,3.32,4.25,47.84,3.68,5.08,47.92,4.02,5.63,48.3,4.29,5.79,48.74,4.48,5.1,50,4.65,3.78,71.64,5.41
Kiriko,3.77,47.72,4.06,4.63,49.02,3.24,4.42,47.13,3.54,3.88,47.22,4.04,3.43,47.86,4.41,3.32,47.88,4.63,3.25,49.22,4.76,3.14,51.27,5.04,2.32,72.3,7.36
Genji,2.59,51.15,2.18,3.61,56.2,2.38,2.51,48.56,1.95,2.4,50.47,2.12,2.61,51.7,2.24,2.74,51.53,2.29,2.52,51.32,2.37,1.81,52.19,2.53,0.37,52.42,2.27
Moira,1.86,48.81,4.52,3.27,50.3,3.78,2.92,48.67,4.07,2.05,48.13,4.54,1.43,49.1,5.19,1.01,48.76,5.52,0.72,50.23,5.76,0.43,46.27,5.88,0.18,95.55,4
Sojourn,2.07,46.23,2.51,2,48.71,2.33,2.05,45.39,2.26,1.91,44.98,2.4,1.92,45.82,2.55,2.21,47.47,2.73,2.78,47.73,2.85,3.12,50.72,3.04,1.89,40.43,2.6
Soldier: 76,3.03,49.66,2.57,3.96,51.99,2.56,3.61,48.29,2.39,3.25,48.83,2.5,2.8,50.32,2.65,2.43,50.57,2.76,2.19,51.43,2.92,1.89,53.93,3.06,0.91,70.98,3.59
Cassidy,4.52,49.14,2.56,3.37,53.94,2.43,3.42,49.05,2.27,4.07,48.94,2.46,4.88,48.87,2.6,5.64,48.75,2.7,6.12,48.79,2.79,6.34,49.38,2.98,6.95,75.65,4.58
Zenyatta,1.55,53.38,4.8,2.19,53.15,4.02,1.83,52.88,4.3,1.59,53.55,4.73,1.46,53.94,5.15,1.27,52.97,5.48,1.1,53.76,5.75,0.94,52.08,5.99,0.18,95.96,10
Reaper,1.75,54.43,2.51,2.54,56.33,2.71,2.25,52.85,2.42,1.91,53.7,2.44,1.57,55,2.53,1.26,55.72,2.61,0.98,59.35,2.71,0.81,57.78,2.77,7.13,60.3,3.43
Juno,2.13,50.66,4.14,3.59,49.93,3.26,2.82,49.43,3.57,2.1,50.43,4.17,1.74,51.77,4.68,1.67,51.91,5.03,1.61,52.13,5.15,1.88,53.61,5.45,1.1,81.69,7.95
Ashe,2.29,52.55,3.01,1.73,52.45,2.71,1.93,51.09,2.74,2.21,52.39,2.96,2.45,52.86,3.09,2.6,52.98,3.14,2.68,53.47,3.23,2.91,55.28,3.44,2.56,43.85,3.23
Ramattra,1.34,47.55,3.16,1.99,49.99,3.2,2.02,47.38,3.05,1.55,47.33,3.12,1.06,47.4,3.25,0.76,46.55,3.34,0.59,46.88,3.49,0.49,45.8,3.71,0.37,13.02,3.96
Mercy,2.65,50.2,4.05,3.16,46.12,2.48,2.37,48.34,3.01,2.44,49.97,3.86,2.66,50.77,4.5,2.95,52.16,5.05,3.07,50.93,5.38,3.3,54.67,6.21,5.98,68.86,6.42
Zarya,0.99,47.61,4.1,0.78,50.92,3.78,0.86,48.13,3.69,0.95,46.79,3.84,0.99,46.89,4.15,1.07,47.37,4.48,1.33,48.16,4.74,1.86,51,5.04,2.8,58.32,5.59
Bastion,2.13,48.11,2.67,2.83,51.33,2.65,2.83,48.25,2.54,2.36,47.22,2.61,1.87,47.6,2.77,1.53,48.36,2.85,1.27,47.96,2.98,1.06,51.98,3.22,1.77,54.41,4.02
