Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.68,49.01,3.92,3.8,53.01,3.17,5.06,49.58,3.3,6.01,48.97,3.63,7.18,48.71,3.99,8.25,48.76,4.29,8.67,48.85,4.5,7.45,49.44,4.63,4.99,67.81,5.52
Kiriko,5.77,48.83,4.03,5.52,50.88,3.29,6.38,48.77,3.5,5.94,48.63,3.88,5.6,48.72,4.23,5.53,48.72,4.48,5.43,48.95,4.63,5.15,49.9,4.83,3.05,63.97,6.3
Genji,5.81,53.07,2.34,6.16,62.94,2.93,4.95,51.34,2.14,5.46,52.22,2.26,6.1,52.93,2.33,6.41,52.93,2.38,6.25,53.19,2.49,5.56,53.59,2.66,2.46,58.43,2.95
Moira,2.71,47.49,4.36,3.63,50.08,3.65,3.82,48.06,3.87,3.16,47.32,4.24,2.5,46.94,4.71,1.89,46.73,5.12,1.25,46.34,5.35,0.6,46.57,5.46,0.63,73.43,8.78
Sojourn,2.65,45.45,2.31,2.59,50.95,2.34,2.83,45.29,2.12,2.68,44.74,2.2,2.52,44.73,2.32,2.56,45.57,2.46,2.87,46.16,2.61,3.31,49.35,2.89,2.37,58.33,3.06
Soldier: 76,3.46,49.31,2.48,4.9,55.73,2.71,4.13,48.71,2.31,3.76,48.22,2.4,3.31,48.8,2.5,2.85,49.62,2.62,2.38,50.43,2.77,1.83,51.63,3.01,0.61,62.72,3.15
Cassidy,6.88,48.21,2.31,4.97,57.95,2.53,5.29,49.08,2.1,6.2,48.46,2.21,7.29,47.65,2.31,8.24,47.17,2.4,8.76,46.82,2.5,9.11,48.22,2.69,11.91,74.39,3.84
Zenyatta,2.85,52.6,4.61,3.04,54.4,3.94,3.02,52.44,4.05,2.93,52.91,4.42,2.94,52.91,4.84,2.71,51.95,5.13,2.24,50.45,5.33,1.56,48.71,5.47,0.25,52.88,6.91
Reaper,2.9,56.14,2.56,3.6,61.07,3.03,3.2,54.76,2.48,3.15,55.35,2.52,2.81,56.05,2.54,2.53,56.91,2.57,2.2,57.48,2.61,2.15,58.84,2.81,5.84,63.72,3.18
Juno,2.02,49.17,3.69,2.96,50.37,2.98,2.64,48.55,3.21,2.15,48.93,3.6,1.81,49.19,4.01,1.63,49.93,4.3,1.57,49.56,4.34,1.32,49.66,4.02,0.59,77.98,4.84
Ashe,2.08,51.18,2.75,1.86,55.4,2.71,2.03,51.05,2.53,2.09,50.99,2.68,2.14,50.81,2.8,2.1,51.08,2.87,2.01,51.28,2.93,1.82,53.33,3.15,0.77,64.58,3.81
Ramattra,1.23,46.59,3.12,1.87,53.27,3.39,1.92,47.5,3.08,1.57,45.82,3.09,1.03,44.96,3.1,0.63,45.03,3.15,0.46,45.74,3.24,0.41,49.19,3.52,0.41,38.73,3.1
Mercy,2.63,49.44,3.76,3.55,48.21,2.46,2.57,47.02,2.78,2.43,49.45,3.45,2.53,49.95,4.09,2.78,50.26,4.68,2.93,50.42,5.2,3.06,52.23,5.73,4.22,76.3,7.19
Zarya,1.53,51.29,4.22,1.09,55.5,4.07,1.33,51.41,3.83,1.52,50.4,3.98,1.56,50.12,4.21,1.53,51.67,4.55,1.92,53.65,4.86,2.76,56.02,5.24,4.69,56.97,5.85
Bastion,1.38,46.98,2.49,2.38,52.82,2.65,2.18,47.69,2.4,1.66,45.84,2.42,1.13,45.39,2.53,0.78,46.91,2.69,0.58,47.1,2.73,0.4,48.84,2.94,0.54,52.22,3.36
Lúcio,1.42,52.96,3.1,2.55,55.52,2.7,2.02,52.53,2.81,1.55,52.48,3.04,1.19,52.8,3.29,1.03,53.58,3.55,0.95,52.27,3.62,0.84,55.32,3.97,0.27,82.64,9.21
Mauga,1.14,48.08,3.77,1.63,49.78,3.69,1.42,47,3.48,1.27,46.95,3.65,1.07,48.46,3.92,0.85,49.68,4.08,0.71,49.94,4.25,0.81,53.4,4.56,9.41,66.32,5.86
Hanzo,3.42,50.49,2.9,3.58,57.65,3,3.27,50.29,2.61,3.24,50.08,2.77,3.34,49.98,2.93,3.62,49.97,3.07,3.98,50.36,3.22,4.12,51.93,3.41,3.45,56.48,3.76
Pharah,1.3,49.92,2.45,1.65,53.93,2.67,1.6,48.89,2.36,1.37,49.06,2.38,1.21,49.9,2.42,1.11,50.53,2.55,1.07,51.49,2.72,0.98,52.51,2.96,1.24,64.47,3.66
