Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.3,49.39,3.96,3.85,55.29,3.4,5.39,49.69,3.35,6.71,49.52,3.71,7.82,49.05,4,8.85,48.97,4.26,9.56,49.27,4.51,8.31,49.72,4.63,3.16,56.59,4.98
Kiriko,7.6,50,4.2,6.11,51.96,3.38,7.88,49.84,3.68,7.92,49.8,4.04,7.63,49.93,4.36,7.43,50.13,4.58,7.46,49.93,4.73,6.63,50.49,4.93,4.55,79.49,8.04
Genji,5.66,53.01,2.34,6.15,63.84,3.06,4.78,51.07,2.12,5.25,52.02,2.24,5.96,52.65,2.32,6.3,52.86,2.4,6.07,53.29,2.54,4.9,52.42,2.66,3.23,44.2,2.3
Moira,2.56,48.47,4.41,3.74,51.49,3.69,3.86,48.58,3.92,3.02,47.88,4.3,2.31,48.29,4.79,1.68,48.31,5.23,1.15,47.83,5.4,0.54,49.1,5.67,0.07,100,3.5
Sojourn,2.55,45.29,2.3,2.65,50.71,2.34,2.93,44.72,2.1,2.58,43.82,2.17,2.36,44.68,2.32,2.41,45.66,2.47,2.59,47.5,2.64,3.1,51.3,2.96,3.1,47.36,3.23
Soldier: 76,3.5,49.62,2.5,5.22,56.21,2.72,4.33,48.53,2.32,3.76,48.49,2.41,3.32,48.85,2.51,2.86,50.21,2.65,2.38,51.43,2.82,1.84,51.68,3.03,0.86,64.99,4.16
Cassidy,6.12,47.92,2.34,4.55,58.09,2.58,4.68,49.31,2.12,5.5,47.89,2.22,6.41,47.07,2.32,7.3,46.66,2.44,7.83,47.2,2.57,8.36,49.05,2.77,8.37,58.12,3.15
Zenyatta,2.24,52.87,4.6,2.8,55.36,3.98,2.59,53.62,4.12,2.3,52.75,4.41,2.24,53.14,4.81,2.04,51.67,5.11,1.74,51.2,5.35,1.23,46.52,5.47,0.13,40.35,4.25
Reaper,3.09,54.86,2.45,3.62,62.83,3.13,3.38,54.07,2.4,3.33,54.18,2.4,3.1,54.32,2.41,2.73,54.77,2.44,2.28,54.53,2.47,2.1,57.65,2.66,6.46,59.67,2.96
Juno,1.85,50.17,3.69,3.18,51.45,3.1,2.83,49.83,3.34,2.07,49.67,3.64,1.48,50.16,4,1.27,50.55,4.27,1.22,52.22,4.41,1.25,52.07,4.02,1.38,63.86,4.18
Ashe,2.24,51.41,2.76,1.92,55.4,2.7,2.13,51.36,2.55,2.23,51.46,2.7,2.32,50.69,2.79,2.31,51.32,2.87,2.26,51.93,2.93,2,52.11,3.09,1.78,53.88,2.68
Ramattra,1.36,48.35,3.25,2.04,54.34,3.49,2.05,47.95,3.14,1.69,47.87,3.23,1.19,47.36,3.27,0.79,48.91,3.35,0.61,45.98,3.32,0.55,47.65,3.62,0.13,1.14,0.67
Mercy,2.68,50.4,3.91,3.46,49.22,2.5,2.49,48.03,2.92,2.53,50.63,3.63,2.64,50.79,4.22,2.76,51.07,4.76,2.91,50.65,5.23,3.13,54.33,5.95,0.86,74.16,7.68
Zarya,1.71,51.28,4.24,1.13,54.96,4.03,1.45,51.64,3.83,1.6,50.41,3.96,1.73,49.86,4.18,1.77,51.64,4.51,2.26,53.26,4.9,3.66,55.44,5.41,6.13,54.9,5.07
Bastion,1.52,47.59,2.54,2.58,53.15,2.71,2.42,47.54,2.4,1.84,46.87,2.48,1.24,45.69,2.6,0.9,47.86,2.75,0.63,50.11,2.99,0.45,50.22,2.91,N,N,N
Lúcio,1.18,53.2,3.09,2.31,54.59,2.62,1.73,53.07,2.87,1.26,52.96,3.07,0.95,53.31,3.25,0.83,52.51,3.46,0.82,52.73,3.57,0.73,54.81,3.91,0.33,99.3,3.73
Mauga,1.27,48.77,3.85,1.76,50.13,3.77,1.51,47.27,3.5,1.36,47.57,3.71,1.24,48.86,3.94,1.05,50.36,4.21,0.92,52.61,4.43,0.95,53.23,4.84,7.05,57.92,5.18
Hanzo,2.84,50.09,2.84,3.24,58.78,3.04,2.74,49.26,2.52,2.68,49.54,2.72,2.76,49.29,2.85,3.01,49.69,3.01,3.19,49.83,3.14,3.27,53.34,3.43,2.44,67.21,3.83
Pharah,1.41,50.82,2.49,1.84,53.99,2.69,1.69,50.2,2.39,1.48,49.99,2.41,1.33,51.07,2.49,1.26,51.23,2.54,1.13,50.92,2.72,0.97,49.3,2.79,2.83,64.49,3.13
Illari,1.08,52.03,3.11,1.66,55.4,2.68,1.4,51.26,2.73,1.15,51.6,3.04,0.96,52.16,3.26,0.86,52.45,3.5,0.82,50.61,3.53,0.84,53.26,3.77,0.26,77.31,5
Doomfist,3.98,51.82,3.09,1.76,58.32,3.3,2.29,53.26,2.97,3.47,52.22,3.02,4.58,51.42,3.04,5.13,51.02,3.11,5.29,51.49,3.32,5.45,52.72,3.6,4.08,59.43,3.84
