Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.43,49.49,3.97,3.82,54.85,3.39,5.39,49.8,3.35,6.81,49.65,3.72,8.08,49.26,4.01,9.01,49.06,4.25,9.48,49.17,4.47,8.21,50.04,4.61,3.59,57.9,4.78
Kiriko,7.39,49.83,4.18,6.1,51.87,3.39,7.64,49.71,3.66,7.63,49.64,4.02,7.42,49.73,4.34,7.28,49.83,4.56,7.24,49.75,4.68,6.47,51.31,4.86,5.63,67.74,6.35
Genji,5.28,52.6,2.3,6.06,63.6,3.04,4.5,50.61,2.08,4.9,51.8,2.21,5.53,52.23,2.28,5.81,52.24,2.34,5.6,52.36,2.43,4.6,52.1,2.57,1.98,47.36,2.44
Moira,2.61,48.35,4.39,3.76,50.81,3.66,3.93,48.44,3.89,3.09,47.99,4.29,2.38,48.14,4.76,1.74,48.19,5.19,1.17,47.28,5.32,0.55,48.4,5.65,0.14,35.69,4.13
Sojourn,2.64,45.77,2.33,2.6,51.41,2.39,2.97,45.15,2.12,2.63,44.34,2.19,2.46,45.33,2.35,2.56,46.08,2.49,2.82,47.57,2.64,3.31,50.23,2.92,2.06,50.55,3.14
Soldier: 76,3.43,49.56,2.48,5,56.02,2.74,4.19,48.55,2.3,3.69,48.3,2.39,3.28,48.97,2.49,2.85,50.16,2.63,2.38,50.91,2.79,1.84,52.67,3.01,0.75,58.53,3.53
Cassidy,6.15,47.99,2.35,4.61,58.62,2.61,4.77,48.92,2.11,5.54,48.07,2.24,6.4,47.31,2.33,7.27,46.66,2.44,7.78,47.07,2.56,8.29,48.57,2.74,5.84,61.72,3.37
Zenyatta,2.33,52.65,4.6,2.86,54.68,4,2.62,53.38,4.12,2.41,52.96,4.44,2.34,52.72,4.8,2.17,51.68,5.09,1.84,50.16,5.27,1.26,46.71,5.36,0.34,61.3,4.76
Reaper,2.9,54.61,2.44,3.56,61.87,3.08,3.26,53.8,2.38,3.17,53.89,2.39,2.87,54.03,2.4,2.52,54.68,2.44,2.05,55,2.47,1.88,56.07,2.63,4.5,60.48,3.05
Juno,1.77,49.78,3.67,2.98,50.96,3.07,2.57,48.99,3.28,1.94,49.55,3.64,1.48,50.01,4.01,1.29,50.32,4.23,1.24,50.17,4.21,1.18,52.58,3.89,1.27,69.6,4.6
