Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.84,48.8,3.86,3.84,50.88,3.03,5.08,49,3.36,6.79,48.64,3.76,8.51,48.48,4.07,9.29,48.78,4.28,9.05,48.38,4.39,7.59,49.67,4.6,3.11,55.12,4.59
Kiriko,6.53,49.34,4.09,7.25,49.91,3.26,7.08,48.78,3.66,6.34,49.39,4.19,6.14,49.3,4.55,6.19,49.6,4.75,6.04,50.16,4.83,5.89,51.22,5.08,4.82,66.3,5.88
Genji,2.83,52.15,2.18,3.17,56.9,2.49,2.52,50.22,1.98,2.87,52.03,2.15,3.03,52.02,2.22,2.93,51.91,2.27,2.65,51.35,2.3,1.95,50.18,2.4,0.86,90.86,5.04
Moira,4.11,51.77,4.63,5.46,51.02,3.78,5.07,51.27,4.16,4.05,52.1,4.77,3.51,52.81,5.39,3.05,52.16,5.72,2.51,50.77,5.77,1.68,50.91,5.96,0.21,97.74,14
Sojourn,2.22,45.78,2.37,1.87,49.47,2.32,2.16,45.83,2.22,2.24,44.91,2.32,2.21,45.45,2.44,2.28,44.7,2.55,2.72,46.87,2.66,3.33,46.95,2.9,2.68,73.44,4.88
Soldier: 76,2.06,49.51,2.47,2.68,51.95,2.62,2.4,48.7,2.34,2.16,48.61,2.41,1.76,49.33,2.53,1.48,50.24,2.63,1.32,52.35,2.79,1.02,55.46,2.77,0.11,0,5.75
Cassidy,3.76,48.03,2.39,2.47,54.05,2.42,2.8,48.92,2.19,3.61,47.62,2.32,4.36,47.26,2.43,5,46.34,2.52,5.97,47.4,2.61,6.4,48.14,2.79,4.61,46.21,2.84
Zenyatta,2.46,53.76,4.81,2.53,52.01,3.93,2.38,53.78,4.31,2.43,54.71,4.85,2.63,54.06,5.28,2.56,53.88,5.54,2.12,50.11,5.57,1.43,49.54,5.74,0.11,0,4.33
Reaper,1.64,50.27,2.15,2.17,54.77,2.52,1.92,49.56,2.08,1.71,49.43,2.07,1.42,49.78,2.12,1.15,48.3,2.11,1.04,49.51,2.24,1.02,53.11,2.22,3.32,62.26,2.78
Juno,2.11,50.53,3.88,3,49.58,3.12,2.37,49.81,3.48,1.9,50.98,4.03,1.87,51.15,4.53,1.9,51.52,4.65,1.71,50.75,4.54,2.15,53.28,4.91,1.5,75.43,4.82
Ashe,1.35,51.19,2.84,0.97,52.89,2.67,1.18,51.13,2.65,1.41,50.85,2.82,1.48,51.23,2.93,1.47,50.76,2.98,1.68,52.04,3.07,1.86,50.26,3.17,1.18,27.07,2.03
Ramattra,1.99,48.1,3.16,3,51.44,3.22,2.83,47.75,3.06,2.06,46.95,3.15,1.29,47.4,3.27,0.97,48.01,3.43,0.84,46.67,3.45,0.82,47.68,3.72,1.39,41.43,3.52
Mercy,2.58,48.08,3.55,3.13,45.49,2.38,2.34,47.23,2.87,2.34,48.84,3.66,2.68,48.85,4.19,2.83,48.34,4.5,2.9,49.41,4.91,2.98,50.46,5.38,1.61,78.41,9.7
Zarya,1.43,52.43,4.56,0.94,55.03,4.11,1.2,51.78,4.04,1.46,51.61,4.37,1.49,51.93,4.73,1.69,52.99,5.13,2.15,54.32,5.33,3.31,54.85,5.48,5.14,69.43,6.31
Bastion,1.45,46.81,2.54,2.19,49.35,2.57,2,47.41,2.48,1.52,45.38,2.52,1,45.04,2.61,0.75,45.69,2.68,0.62,45.82,2.79,0.51,42.02,2.94,0.43,60.49,4.38
Lúcio,0.77,50.08,2.65,1.54,52.2,2.33,0.9,48.99,2.51,0.61,49.72,2.75,0.57,50.29,2.97,0.61,49.46,3.07,0.6,45.81,3.13,0.61,52.03,3.48,0.21,100,0
Mauga,1.64,48.75,4.02,1.87,48.74,3.76,1.81,47.56,3.79,1.69,48.42,3.98,1.5,49.35,4.24,1.35,50.45,4.42,1.34,52.58,4.72,1.56,51.26,4.98,10.93,71.62,6.98
Hanzo,1.76,50.16,2.87,1.64,54.94,2.78,1.54,49.16,2.57,1.7,49.89,2.84,1.91,49.96,2.95,1.97,49.01,3.07,2.25,50.57,3.19,1.99,50.51,3.42,1.18,33.38,2.85
Pharah,1.16,52.02,2.6,1.02,52.98,2.66,1.15,51.63,2.56,1.15,51.85,2.54,1.17,52.37,2.58,1.21,52.03,2.65,1.27,51.65,2.85,1.42,51.32,3.04,1.5,77.71,5.36
Illari,1.32,50.36,3.08,1.56,49.84,2.56,1.43,49.96,2.79,1.22,50.95,3.14,1.23,50.39,3.37,1.32,50.17,3.46,1.24,50.85,3.52,1.18,50.44,3.67,N,N,N
Doomfist,3.27,52.16,3.19,1.69,53.8,3,2.3,51.56,2.96,3.23,52.3,3.1,4.17,52.36,3.25,4.56,51.7,3.33,4.5,51.64,3.48,4.62,53.93,3.74,3.64,71.28,5.25
Venture,0.5,52.94,2.15,0.37,53.05,2.15,0.48,53.05,2.15,0.56,52.34,2.13,0.53,53.37,2.16,0.48,53.51,2.2,0.45,51.38,2.19,0.38,60.75,2.16,0.11,0,0
Junkrat,0.96,52.3,2.37,1.2,53.3,2.33,1.16,51.61,2.24,1.03,52.25,2.39,0.81,52.3,2.46,0.68,53.1,2.59,0.51,53.72,2.66,0.29,52.43,2.54,0.11,0,0.5
Sigma,2.33,52.5,3.78,2.37,53.63,3.62,2.55,51.75,3.53,2.44,52.34,3.78,2.13,52.74,4.01,2.02,53.3,4.14,2.02,51.88,4.12,2.82,55.42,4.35,7.29,58.13,4.42
Brigitte,1.05,51.22,3.65,0.93,48.52,2.66,0.98,51.67,3.15,1.03,51.25,3.59,1.13,51.41,4.01,1.19,52.08,4.36,1.17,50.78,4.53,0.89,53.33,4.64,0.32,15.9,2.58
Widowmaker,1.07,48.31,2.5,1.25,51.28,2.88,1.01,46.3,2.33,1,47.82,2.41,1.02,48.32,2.49,1.08,49.31,2.54,1.39,49.66,2.64,1.73,48.84,2.8,1.5,41.47,2.65
