Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.35,49.47,3.96,3.81,55.11,3.4,5.4,49.82,3.35,6.74,49.55,3.71,7.93,49.18,4,8.94,49.08,4.25,9.54,49.27,4.49,8.21,49.82,4.61,3.27,57.89,5
Kiriko,7.51,49.95,4.19,6.07,52.11,3.4,7.79,49.78,3.67,7.78,49.72,4.04,7.55,49.9,4.35,7.4,50.02,4.57,7.4,49.85,4.7,6.49,50.74,4.89,6.02,72.74,6.88
Genji,5.68,53.06,2.34,6.27,64.16,3.11,4.8,51.02,2.13,5.27,52.14,2.25,5.98,52.71,2.32,6.3,52.73,2.39,6.04,53.13,2.51,5,52.92,2.64,2.47,48.28,2.45
Moira,2.62,48.44,4.41,3.71,51.4,3.66,3.91,48.6,3.92,3.09,48.01,4.31,2.38,48.14,4.78,1.75,48.18,5.21,1.2,47.22,5.35,0.56,48.39,5.68,0.07,25.96,3.73
Sojourn,2.58,45.52,2.31,2.58,51.36,2.38,2.92,45,2.1,2.58,43.93,2.17,2.41,45.06,2.33,2.47,45.93,2.47,2.69,47.27,2.64,3.25,50.32,2.93,2.12,52.95,3.32
Soldier: 76,3.48,49.68,2.49,5.13,56.52,2.76,4.27,48.71,2.31,3.73,48.41,2.4,3.33,49.03,2.5,2.89,50.13,2.64,2.37,50.86,2.81,1.86,52.65,3.05,0.63,60.17,3.85
Cassidy,6.16,47.93,2.34,4.59,58.61,2.61,4.73,49.12,2.11,5.54,47.99,2.23,6.43,47.09,2.32,7.34,46.63,2.44,7.83,47.07,2.56,8.51,48.73,2.76,6.29,63,3.4
Zenyatta,2.3,52.77,4.6,2.83,55.23,3.99,2.62,53.57,4.12,2.37,52.86,4.42,2.29,52.9,4.81,2.11,51.55,5.09,1.79,50.67,5.32,1.23,46.68,5.44,0.24,56.01,3.27
Reaper,2.99,54.65,2.45,3.6,62.62,3.13,3.34,53.95,2.39,3.24,53.93,2.4,2.97,53.93,2.4,2.62,54.67,2.44,2.17,54.72,2.47,2.02,56.82,2.64,4.31,58.26,2.95
Juno,1.81,50.09,3.69,3.07,51.45,3.11,2.7,49.55,3.32,2,49.83,3.66,1.49,50.06,4.01,1.28,50.5,4.24,1.23,50.92,4.28,1.2,52.44,3.95,1.5,69.75,4.84
