Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.38,49.94,3.95,4.18,51.95,3.09,5.92,50.25,3.33,6.79,49.9,3.65,7.89,49.78,4.04,9.06,49.83,4.41,9.36,49.75,4.67,8.3,50.75,4.86,6.08,70.96,5.33
Kiriko,6.04,48.9,3.98,6.23,52.19,3.41,6.56,48.75,3.47,6.09,48.5,3.79,5.86,48.67,4.19,5.84,48.96,4.51,5.8,49.02,4.67,5.35,50.39,4.89,2.01,55.51,5.17
Genji,5.64,52.38,2.32,6.47,62.71,2.93,5.02,50.57,2.13,5.35,51.45,2.24,5.85,52.09,2.31,6.07,52.29,2.38,5.8,52.18,2.47,5.04,52.68,2.66,3.44,65.61,2.95
Moira,3.8,50.14,4.78,4.55,52.65,3.99,4.74,49.95,4.17,4.21,49.75,4.56,3.6,50.11,5.12,3.01,50.3,5.71,2.34,50.07,6.09,1.56,49.78,6.46,1.93,82.21,9.25
Sojourn,2.91,45.71,2.43,3.19,52.61,2.55,3.1,45.45,2.22,2.89,44.54,2.31,2.72,44.95,2.45,2.8,45.9,2.62,3.21,47.12,2.81,3.69,48.97,3.07,4.65,60.76,3.72
Soldier: 76,3.77,49.24,2.56,5.62,57.55,2.96,4.25,48.4,2.36,3.96,48.05,2.46,3.62,48.36,2.58,3.2,49.25,2.72,2.71,49.94,2.9,2.21,52.53,3.16,0.93,52.45,3.24
Cassidy,6.24,49,2.49,4.51,55.42,2.44,5.02,49.67,2.23,5.61,49.25,2.37,6.51,48.58,2.51,7.51,47.93,2.63,8.42,48.03,2.76,9.25,49.16,2.96,11.85,69.02,3.74
Zenyatta,3.37,52.36,4.51,2.63,53.39,3.83,3.54,52.48,4,3.47,52.75,4.31,3.46,52.56,4.71,3.32,51.71,5.1,2.97,50.05,5.33,2.26,48.14,5.45,0.97,66.08,6.62
Reaper,2.6,55.81,2.56,4.37,65.85,3.48,3.09,54.28,2.45,2.87,54.56,2.48,2.48,55.04,2.5,1.93,55.72,2.55,1.35,56.41,2.61,1.05,57.6,2.82,1.06,62.27,3.11
Juno,2.82,49.58,3.72,4.28,53.02,3.3,3.65,48.81,3.24,2.95,49.02,3.57,2.47,49.61,4,2.24,49.8,4.41,2.19,50.12,4.58,2.06,50.88,4.76,2.24,87.84,9.62
Ashe,2.27,51.09,2.76,1.22,51.99,2.49,1.88,51.11,2.56,2.17,51.12,2.69,2.45,51,2.81,2.64,50.85,2.88,2.76,51.31,2.95,2.64,52.74,3.14,1.34,54.31,3.15
Ramattra,1.99,50.68,3.49,2.35,56.42,3.79,2.44,50.53,3.33,2.32,49.83,3.42,1.86,49.97,3.52,1.43,51.17,3.66,1.17,52.42,3.82,1.2,54.8,4.22,0.58,62.87,3.75
