Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.38,49.58,3.99,4.02,52.96,3.19,5.28,50.01,3.39,6.79,49.59,3.76,8.35,49.33,4.09,9.25,49.29,4.33,9.34,49.32,4.5,7.92,50.13,4.65,8.98,69.99,5.45
Kiriko,5.76,48.29,4.01,5.75,49.77,3.15,5.95,48.17,3.47,5.8,48.31,3.91,5.72,48.13,4.26,5.68,48.11,4.46,5.56,48.06,4.58,5.27,49.19,4.73,4.16,63.78,5.82
Genji,3.6,50.52,2.18,4.43,58.3,2.49,3.36,48.31,1.97,3.41,50.15,2.13,3.67,50.53,2.21,3.85,50.24,2.23,3.58,50.17,2.31,2.96,49.91,2.43,0.93,59.44,2.71
Moira,3.19,49.38,4.52,4.65,50.87,3.69,4.55,49.32,4.01,3.7,49.33,4.51,2.84,49.34,4.98,2.03,48.87,5.33,1.39,48.32,5.51,0.74,48.53,5.66,0.58,59.04,7.1
Sojourn,2.69,46.06,2.41,2.67,49.21,2.29,2.83,45.59,2.2,2.57,44.94,2.29,2.45,45.56,2.45,2.71,46.64,2.59,3.29,47.49,2.71,4.09,50.01,3,3.15,54.97,3.41
Soldier: 76,3.27,49.22,2.48,4.29,52.56,2.51,3.96,48.48,2.34,3.57,48.3,2.42,3.05,48.95,2.51,2.61,50.32,2.65,2.33,51.12,2.8,1.83,52.93,3.04,1.21,45.35,3.07
Cassidy,5.42,47.66,2.41,3.91,54.34,2.36,4.22,48.36,2.17,4.94,47.8,2.32,5.75,46.96,2.43,6.52,46.74,2.52,7.1,46.94,2.63,7.36,48.97,2.82,5.21,63.2,3.68
Zenyatta,2.82,53.64,4.79,3.07,54.32,3.9,2.9,53.44,4.22,2.89,54,4.66,2.92,54.09,5.09,2.72,53.25,5.34,2.31,51.19,5.44,1.77,50.44,5.62,0.62,68.55,6.41
Reaper,2.37,53.17,2.37,3.05,56.99,2.62,2.99,52.38,2.33,2.7,52.84,2.35,2.21,52.93,2.36,1.77,53.43,2.38,1.38,53.77,2.4,1.11,55.16,2.54,4.72,63.48,3.58
Juno,2.63,50.29,3.88,3.85,50.52,3,3.27,49.24,3.34,2.67,50.26,3.84,2.33,50.75,4.28,2.23,51.04,4.6,2.24,50.73,4.7,1.98,50.57,4.73,1.46,69.94,4.71
