Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.23,49.27,3.96,3.86,55.18,3.42,5.36,49.52,3.33,6.65,49.49,3.71,7.7,48.94,4,8.77,48.76,4.25,9.39,49.05,4.53,8.44,50.02,4.68,3.63,49.11,5.24
Kiriko,7.81,50.13,4.21,6.24,51.95,3.41,8.1,50.13,3.69,8.17,49.73,4.05,7.85,50.13,4.37,7.6,50.29,4.6,7.58,50.36,4.77,6.89,49.99,4.88,6.08,79.39,8.31
Genji,5.66,53.04,2.35,6.05,63.71,3.04,4.74,51.15,2.13,5.25,52.1,2.25,5.96,52.67,2.32,6.3,52.98,2.41,6.09,53.17,2.55,4.96,52.95,2.68,4.12,45.26,2.31
Moira,2.51,48.38,4.4,3.78,51.7,3.7,3.82,48.53,3.92,2.96,47.65,4.31,2.25,48.2,4.78,1.64,47.97,5.22,1.09,48.57,5.46,0.55,48.15,5.44,0.1,100,3.5
Sojourn,2.57,45.28,2.3,2.67,50.67,2.34,2.98,44.38,2.09,2.6,43.87,2.18,2.38,44.81,2.33,2.43,45.66,2.48,2.59,47.62,2.63,3.09,51.94,2.97,3.33,50.9,3.42
Soldier: 76,3.47,49.56,2.5,5.27,56.55,2.76,4.31,48.35,2.32,3.74,48.37,2.41,3.27,48.75,2.51,2.81,49.99,2.67,2.35,52.01,2.87,1.85,52.67,3.11,0.69,94.69,6
Cassidy,6.09,47.76,2.34,4.54,57.8,2.55,4.65,48.93,2.1,5.45,47.75,2.22,6.39,46.96,2.32,7.23,46.51,2.44,7.86,47.19,2.57,8.23,48.63,2.75,7.55,61.97,3.58
Zenyatta,2.2,52.77,4.59,2.8,55.01,3.93,2.55,53.76,4.13,2.26,52.4,4.4,2.16,53.24,4.81,2,51.7,5.12,1.73,50.67,5.36,1.2,44.75,5.26,0.1,0,2.5
Reaper,3.15,55.01,2.46,3.6,62.66,3.13,3.41,54.14,2.41,3.4,54.56,2.41,3.19,54.52,2.42,2.81,54.71,2.44,2.34,54.75,2.48,2.15,57.62,2.65,5,64.1,2.79
Juno,1.85,50.3,3.69,3.23,51.45,3.1,2.89,49.86,3.34,2.09,49.75,3.65,1.45,50.21,4.01,1.25,51.25,4.33,1.2,52.36,4.45,1.27,54.67,4.36,2.06,63.86,4.18
Ashe,2.24,51.16,2.76,1.93,55.15,2.7,2.13,51,2.53,2.23,51.21,2.71,2.32,50.52,2.79,2.33,51.23,2.87,2.28,51.4,2.92,1.92,50.87,3.04,1.57,66.06,2.74
Ramattra,1.37,48.54,3.28,2.08,54.31,3.48,2.04,48.12,3.17,1.68,47.95,3.26,1.2,47.84,3.31,0.79,49.37,3.36,0.62,45.4,3.35,0.55,47.66,3.64,N,N,N
Mercy,2.63,50.39,3.91,3.44,49.47,2.51,2.44,48.12,2.92,2.48,50.71,3.64,2.59,50.6,4.22,2.69,50.96,4.78,2.85,50.82,5.23,3.1,54.41,5.85,1.08,79.8,8.23
Zarya,1.7,51.19,4.25,1.13,54.44,4,1.43,51.21,3.81,1.59,50.04,3.95,1.74,50.11,4.21,1.78,51.63,4.52,2.26,53.44,4.93,3.74,55.63,5.4,6.27,51.56,5.11
Bastion,1.52,47.69,2.53,2.55,53.07,2.71,2.42,47.72,2.39,1.85,46.94,2.47,1.23,45.94,2.6,0.91,47.56,2.73,0.65,51.05,2.99,0.43,51.96,2.96,N,N,N
Lúcio,1.16,53.26,3.1,2.25,53.68,2.63,1.71,52.85,2.87,1.24,53.55,3.09,0.94,53.46,3.25,0.82,52.43,3.48,0.81,53.38,3.65,0.71,52.81,3.93,0.49,99.3,3.73
Mauga,1.3,48.88,3.88,1.75,49.52,3.75,1.5,47.44,3.51,1.38,47.82,3.75,1.27,48.77,3.96,1.08,50.56,4.25,0.97,53.41,4.48,1.02,53.48,4.95,6.18,53.35,4.99
Hanzo,2.85,50.11,2.84,3.21,58.38,3.04,2.71,49.34,2.51,2.68,49.5,2.71,2.76,49.34,2.86,3.04,49.79,3.01,3.25,49.84,3.15,3.35,54.25,3.48,2.16,67.35,3.55
Pharah,1.43,50.84,2.49,1.88,53.69,2.69,1.7,50.12,2.4,1.48,50.07,2.42,1.34,51.17,2.49,1.28,51.27,2.54,1.16,50.5,2.71,0.99,51.69,2.86,3.04,65.31,2.95
Illari,1.02,51.91,3.09,1.61,54.28,2.65,1.36,51.27,2.71,1.09,51.98,3.02,0.91,51.82,3.24,0.82,52.3,3.49,0.75,50.14,3.59,0.77,51.54,3.74,0.39,77.31,5
Doomfist,3.96,51.67,3.1,1.74,58.73,3.35,2.25,53,2.96,3.44,51.98,3.03,4.55,51.34,3.05,5.1,50.73,3.11,5.33,51.42,3.33,5.33,53.18,3.58,3.14,62.07,3.9
Venture,1.74,54.26,2.29,0.95,58.25,2.63,1.56,56.06,2.31,1.85,54.02,2.26,1.88,53.69,2.26,1.78,53.86,2.29,1.62,53.19,2.29,1.38,55.09,2.56,0.49,59.06,3.26
Junkrat,1.24,50.62,2.32,1.89,54.89,2.41,1.76,49.79,2.13,1.38,50.02,2.25,1.13,50.65,2.41,0.93,50.61,2.52,0.62,52.11,2.6,0.4,45.05,2.49,N,N,N
Sigma,1.91,53.15,3.96,1.63,57.5,3.92,2.13,53.21,3.72,2.12,52.82,3.88,1.93,53.15,4.05,1.64,52.72,4.11,1.46,52.33,4.25,1.6,52.09,4.52,3.04,51.54,4.19
Brigitte,1.36,50.09,3.66,1.04,52.49,2.7,1.32,51.44,3.16,1.4,50.69,3.46,1.4,49.71,3.8,1.38,49.12,4.14,1.29,48.06,4.29,1.17,48.28,4.57,0.49,85.66,8.57
Widowmaker,1.46,47.31,2.33,2.31,55.14,2.91,1.44,45.3,2.15,1.31,46.22,2.23,1.35,46.69,2.27,1.44,47.8,2.33,1.69,45.72,2.43,2.44,48.5,2.81,3.92,46.52,2.58
Lifeweaver,2.35,47.53,3.84,2.01,49.35,2.97,2.54,48.67,3.4,2.67,48.01,3.73,2.43,47.48,4.07,2.05,45.69,4.19,1.71,45.81,4.4,1.04,45.26,4.79,0.59,98.36,4.27
Sombra,1.76,48.47,3.08,1.46,52.76,2.7,1.67,48.01,2.8,1.72,49.21,3.03,1.81,47.86,3.15,1.93,47.76,3.22,1.76,48.57,3.35,1.36,47.08,3.44,1.57,61.19,3.9
D.VA,1.4,48.56,5.25,2.66,52.33,5.06,1.88,47.27,4.71,1.41,47.3,5.09,1.22,48.97,5.5,1.06,49,5.83,1.1,49.27,6.11,1.44,50.37,6.66,1.08,62.68,9.78
Torbjörn,0.91,55.6,2.58,1.02,60.53,2.88,1.15,57.2,2.52,1.04,56.31,2.56,0.85,54.81,2.61,0.79,53.49,2.59,0.61,50.62,2.51,0.47,46.53,2.61,0.1,0,1.2
Tracer,2.32,51.01,2.25,1.74,55.81,2.29,1.48,50.2,2.08,1.76,50.6,2.16,2.32,50.79,2.23,3.09,50.9,2.28,3.86,51.34,2.39,5.05,51.44,2.6,7.84,66.12,3.75
Orisa,1.66,44.83,3.32,1.99,49.62,3.25,2.14,46.09,3.16,1.93,43.63,3.24,1.59,43.67,3.36,1.21,44.65,3.56,1.01,46,3.82,1.15,49.29,4.22,0.39,29.26,2.7
Hazard,1.54,49.4,3.39,0.95,56.04,3.59,1.27,50.34,3.2,1.56,48.36,3.23,1.64,48.99,3.36,1.62,48.88,3.51,1.74,50.7,3.76,2.14,52.54,4.04,1.57,21.82,3.19
Winston,1.37,51.55,3.39,0.97,53.66,3.06,1.05,51.95,3.07,1.31,51.35,3.25,1.48,51.04,3.39,1.51,52.08,3.6,1.6,51.65,3.81,1.79,50.33,3.99,2.65,60.46,4.64
Reinhardt,1.2,52.43,2.52,1.41,55.53,2.56,1.35,51.56,2.39,1.35,52.4,2.48,1.24,52.83,2.56,0.98,51.81,2.61,0.72,50.9,2.65,0.6,53.04,2.63,0.69,91.43,2.37
Junker Queen,1.03,55.34,4.72,0.69,55.97,4.27,0.97,54.75,4.37,1.15,54.79,4.65,1.13,55.56,4.79,0.93,55.59,4.9,0.8,57.51,5.12,0.86,55.67,5.17,1.18,73.4,4
Baptiste,1.49,47.4,3.61,1.51,51.65,3.04,1.61,47.56,3.11,1.59,46.38,3.4,1.51,47.44,3.77,1.36,47.78,4.1,1.25,47.86,4.36,1.03,43.69,4.58,1.37,56.54,5.44
Mei,0.91,52.3,3.01,0.85,55.57,3.2,0.96,54.04,3.04,0.98,52.32,3.06,0.94,51.86,2.97,0.87,50.76,2.91,0.64,52.01,2.93,0.42,43.02,2.94,0.2,0,1
Roadhog,1.48,44.31,3.57,1.57,49.8,3.28,1.27,43.55,3.15,1.39,44.1,3.45,1.58,44.08,3.68,1.58,43.74,3.8,1.55,44.19,3.84,1.54,44.17,3.92,0.98,43.33,2.72
Echo,1.28,49.94,2.25,1.45,53.02,2.26,1.39,49.78,2.08,1.34,49.5,2.15,1.26,49.92,2.29,1.19,48.99,2.36,1.07,51.94,2.54,1.25,51.19,2.75,0.49,31.71,3
Symmetra,1.26,57.52,2.74,0.74,56.45,3.36,0.84,60.1,3.14,1.03,57.56,2.97,1.26,57.06,2.83,1.61,57.3,2.46,2.07,55.2,1.89,2.86,57.19,1.66,6.86,63.14,2.27
Wrecking Ball,0.63,53.03,4.2,0.57,55.72,3.68,0.45,52.01,3.59,0.52,53.83,3.96,0.65,53.17,4.25,0.81,52.52,4.42,0.89,52.85,4.72,0.99,48.94,5.11,0.88,48.07,5.2
Freja,1.94,46.38,2.2,1.69,52.01,2.16,1.7,46.27,1.93,1.74,46.05,2.07,1.91,45.65,2.2,2.2,46.42,2.35,2.58,45.81,2.5,3.12,50.21,2.71,4.9,52.29,3.13
AnaC,6.4,49.32,3.81,4.85,49.33,3.35,5.74,49.08,3.58,6.41,49.43,3.82,7.2,49.34,4,7.67,49.4,3.99,6.53,47.96,3.82,2.82,37.25,2.17,N,N,N
KirikoC,7.52,49.18,4.13,8.21,48.55,3.63,7.5,49.36,3.95,7.29,49.36,4.19,7.54,49.06,4.32,8.57,48.61,4.28,7.22,46.1,3.95,5.63,53.53,2.45,N,N,N
GenjiC,5.49,51.12,2.39,4.46,51.35,2.34,4.69,51.17,2.37,5.54,51.09,2.39,6.36,51.4,2.41,6.11,50.02,2.4,5.78,47.07,2.3,32.39,48.74,2.03,N,N,N
MoiraC,3.19,45.97,4.53,4.44,46.42,3.98,3.92,46.77,4.39,3.23,45.92,4.66,2.47,44.61,4.8,1.48,43.57,4.63,0.81,37.85,3.92,N,N,N,N,N,N
SojournC,2.83,44.75,2.33,3.38,43.69,2.17,2.95,43.71,2.24,2.7,44.58,2.34,2.71,46.14,2.45,3.08,46.59,2.46,3.72,49.31,2.5,N,N,N,N,N,N
Soldier: 76C,4.21,48.46,2.54,4.73,47.96,2.47,4.8,48.22,2.52,4.34,48.34,2.55,3.65,49.26,2.58,2.54,48.55,2.54,1.27,44.42,1.95,N,N,N,N,N,N
CassidyC,5.99,47.5,2.34,4.33,47.89,2.27,5.04,48.16,2.3,6,47.88,2.36,7,46.79,2.37,7.58,46.22,2.33,6.72,43.68,2.33,5.63,25.03,0.85,N,N,N
ZenyattaC,2.34,48.51,4.53,2.52,48.71,4.04,2.39,49.48,4.36,2.36,49.15,4.6,2.29,46.65,4.74,1.99,46.25,4.63,1.35,39.52,4.26,N,N,N,N,N,N
ReaperC,4.09,51.16,2.4,3.82,51.23,2.47,4.3,51.44,2.46,4.18,51.12,2.4,3.98,51.09,2.34,3.32,50.37,2.29,2.64,47.37,2.12,N,N,N,N,N,N
JunoC,1.53,48.59,3.66,2.73,48.41,3.26,1.92,48.73,3.6,1.42,48.35,3.77,1.12,48.99,3.84,1.07,49.5,3.62,0.93,41.14,3.02,N,N,N,N,N,N
AsheC,1.93,51.52,2.83,1.74,47.97,2.67,1.92,52,2.83,2.03,51.41,2.84,1.95,52.06,2.86,1.5,51.5,2.69,1,54.57,2.55,N,N,N,N,N,N
RamattraC,1.75,47.08,3.24,2.3,48.12,3.14,2.24,47.74,3.25,1.81,46.78,3.27,1.26,46.06,3.24,0.72,44.02,3.16,0.46,37.31,3.2,N,N,N,N,N,N
MercyC,1.82,50.23,3.68,2.37,48.69,2.99,1.92,50.19,3.34,1.77,49.89,3.7,1.78,51.61,4.23,1.4,49.44,4.42,1.39,47.09,4.86,1.41,100,5.14,N,N,N
ZaryaC,1.3,52.74,4.36,0.64,53.38,3.88,0.87,54.37,4.06,1.28,52.19,4.29,1.77,52.08,4.56,2.07,54.01,4.76,2.53,53.31,4.68,14.08,58.76,4.46,N,N,N
BastionC,1.97,45.77,2.62,2.87,44.05,2.42,2.56,45.96,2.61,1.97,45.83,2.66,1.42,45.97,2.66,0.88,49.69,2.77,0.59,44.83,2.46,N,N,N,N,N,N
LúcioC,1.41,48.61,2.95,1.96,47.88,2.7,1.64,48.82,2.91,1.33,48.86,2.99,1.19,48.04,3.03,1.32,48.53,3.1,1.66,50.84,3.52,N,N,N,N,N,N
MaugaC,1.4,46.95,3.81,1.47,44.16,3.42,1.53,46.99,3.76,1.44,47.02,3.78,1.26,47.25,3.98,0.99,49.59,4.2,0.87,48.14,5,N,N,N,N,N,N
HanzoC,2.49,48.49,2.89,2.87,47.36,2.61,2.33,48.24,2.8,2.43,48.27,2.93,2.59,49.59,3.01,2.95,48.5,2.93,3.19,44.36,2.71,N,N,N,N,N,N
PharahC,1.8,48.71,2.45,2.17,47.72,2.46,1.99,47.95,2.45,1.78,48.65,2.43,1.64,49.77,2.46,1.39,51.23,2.59,1.4,51.81,2.59,N,N,N,N,N,N
IllariC,1.14,50.27,3.02,1.63,50.7,2.7,1.42,50.78,2.92,1.09,50.97,3.09,0.87,48.58,3.21,0.9,46.55,3.02,1.44,47.76,2.82,N,N,N,N,N,N
DoomfistC,0.7,52.01,3.4,0.22,59.2,3.84,0.34,51.95,3.27,0.6,52.36,3.35,1.12,51.88,3.41,1.79,50.62,3.5,2.64,51.78,3.91,2.82,0,0.5,N,N,N
VentureC,2.18,51.07,2.3,1.76,50.8,2.38,2.13,50.13,2.32,2.24,51.62,2.31,2.23,51.12,2.25,2.24,51.04,2.2,1.97,53.4,2.52,1.41,0,0,N,N,N
JunkratC,1.07,46.81,2.25,1.83,44.78,2.11,1.41,47.71,2.26,1.06,47.35,2.3,0.7,45.87,2.27,0.38,39.31,2.04,0.18,23.34,1.38,N,N,N,N,N,N
SigmaC,2.85,52.53,3.93,2.78,51.33,3.65,3.06,52.76,3.84,2.99,52.87,3.98,2.58,52.2,4.02,2,51.5,3.98,2.3,47.32,3.63,1.41,0,15,N,N,N
BrigitteC,1.46,47.91,3.54,1.13,47.27,3.01,1.35,48.53,3.32,1.43,48.29,3.53,1.56,46.81,3.73,2.06,48.04,4.02,2.15,48.52,4.03,N,N,N,N,N,N
WidowmakerC,1.29,42.86,2.24,1.32,45.11,2.45,1.21,42.5,2.22,1.27,41.44,2.22,1.32,44.27,2.22,1.48,44.58,2.32,2.12,44.2,2.52,1.41,0,2,N,N,N
