Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.42,49.49,3.96,3.82,54.82,3.4,5.4,49.82,3.35,6.8,49.63,3.72,8.06,49.24,4.01,8.99,49.08,4.25,9.47,49.15,4.47,8.21,50.1,4.6,3.34,57.56,4.94
Kiriko,7.4,49.85,4.18,6.09,51.81,3.39,7.65,49.73,3.66,7.65,49.65,4.02,7.43,49.76,4.34,7.28,49.85,4.55,7.25,49.77,4.68,6.47,51.2,4.87,5.86,68.42,6.37
Genji,5.33,52.63,2.3,6.1,63.55,3.03,4.54,50.62,2.09,4.95,51.82,2.21,5.58,52.24,2.28,5.87,52.3,2.34,5.66,52.44,2.44,4.65,52.15,2.57,1.99,45.97,2.44
Moira,2.61,48.35,4.38,3.74,50.91,3.66,3.93,48.47,3.9,3.08,48,4.29,2.38,48.11,4.74,1.75,48.16,5.19,1.16,47.01,5.29,0.56,48.33,5.64,0.13,13.58,3.5
Sojourn,2.64,45.75,2.33,2.61,51.29,2.38,2.97,45.18,2.12,2.63,44.29,2.19,2.46,45.33,2.35,2.56,46.04,2.48,2.81,47.61,2.65,3.32,50.12,2.92,2.05,50.91,3.17
Soldier: 76,3.44,49.56,2.48,5.02,56.03,2.74,4.2,48.56,2.3,3.7,48.32,2.39,3.29,48.92,2.49,2.86,50.16,2.63,2.38,50.94,2.79,1.84,52.52,3.02,0.73,64.12,3.79
Cassidy,6.16,47.97,2.34,4.62,58.5,2.6,4.79,48.9,2.11,5.55,48.08,2.23,6.42,47.28,2.33,7.29,46.68,2.44,7.78,46.98,2.55,8.33,48.63,2.75,5.82,62.42,3.46
Zenyatta,2.33,52.64,4.6,2.86,54.59,3.99,2.61,53.4,4.12,2.4,52.94,4.43,2.34,52.72,4.79,2.17,51.65,5.08,1.83,50.2,5.27,1.26,46.5,5.36,0.34,57.05,4.35
Reaper,2.91,54.63,2.44,3.57,61.93,3.08,3.28,53.84,2.38,3.18,53.91,2.39,2.89,54.03,2.4,2.53,54.66,2.44,2.07,55.08,2.48,1.89,56.33,2.64,4.68,60.48,3.05
Juno,1.77,49.77,3.66,2.99,51.01,3.07,2.57,49.05,3.28,1.94,49.54,3.64,1.48,49.98,3.99,1.29,50.19,4.22,1.24,50.23,4.19,1.17,52.34,3.84,1.3,68.41,4.59
Ashe,2.76,52.12,2.82,2,55.96,2.79,2.42,51.57,2.6,2.64,51.85,2.74,2.87,51.71,2.85,3.03,52.22,2.9,3.18,52.72,2.97,3.28,54.38,3.14,2.33,66.88,3.95
