Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.44,49.51,3.98,3.82,54.95,3.39,5.39,49.83,3.36,6.8,49.66,3.73,8.09,49.28,4.02,9.04,49.06,4.27,9.52,49.21,4.49,8.21,50.07,4.62,3.6,57.87,4.73
Kiriko,7.38,49.81,4.18,6.08,51.9,3.39,7.63,49.68,3.66,7.61,49.63,4.02,7.41,49.69,4.34,7.28,49.83,4.56,7.26,49.75,4.69,6.48,51.39,4.88,5.53,67.45,6.32
Genji,5.2,52.56,2.3,6.02,63.72,3.04,4.44,50.52,2.08,4.82,51.76,2.21,5.44,52.16,2.28,5.72,52.17,2.34,5.51,52.31,2.43,4.53,52.07,2.57,1.95,47.62,2.44
Moira,2.62,48.34,4.4,3.76,50.68,3.66,3.94,48.38,3.91,3.1,47.97,4.3,2.38,48.21,4.78,1.75,48.19,5.22,1.17,47.29,5.34,0.56,48.3,5.65,0.16,41.57,4.11
Sojourn,2.62,45.78,2.33,2.57,51.41,2.39,2.94,45.17,2.12,2.6,44.31,2.2,2.44,45.35,2.35,2.54,46.12,2.49,2.8,47.6,2.65,3.29,50.15,2.92,2.05,49.41,3.08
Soldier: 76,3.39,49.53,2.48,4.95,56.03,2.75,4.14,48.53,2.3,3.65,48.2,2.39,3.24,48.94,2.49,2.81,50.16,2.63,2.35,50.99,2.79,1.83,52.6,3.02,0.85,59.69,3.4
Cassidy,6.11,47.99,2.36,4.59,58.65,2.62,4.73,48.88,2.12,5.49,48.06,2.24,6.36,47.29,2.34,7.23,46.7,2.45,7.74,47.12,2.57,8.26,48.6,2.75,6.24,61.76,3.34
Zenyatta,2.35,52.74,4.63,2.86,54.8,4.02,2.63,53.41,4.13,2.41,53.03,4.46,2.36,52.86,4.83,2.18,51.78,5.12,1.84,50.13,5.29,1.27,47.01,5.42,0.33,61.3,4.76
Reaper,2.85,54.56,2.44,3.52,61.82,3.08,3.22,53.72,2.38,3.12,53.83,2.39,2.83,54,2.4,2.48,54.65,2.44,2.02,54.99,2.48,1.85,56.01,2.63,4.61,62.08,3.07
Juno,1.78,49.76,3.69,2.98,50.97,3.07,2.57,48.99,3.28,1.94,49.49,3.65,1.49,50.04,4.03,1.31,50.29,4.27,1.26,50.03,4.24,1.2,52.94,3.93,1.24,69.6,4.6
Ashe,2.79,52.16,2.83,1.99,55.99,2.8,2.41,51.58,2.61,2.67,51.96,2.76,2.9,51.75,2.86,3.08,52.26,2.91,3.25,52.73,2.98,3.41,54.22,3.17,2.34,67.78,4.07
Ramattra,1.49,48.55,3.27,2.12,53.67,3.44,2.2,48.81,3.17,1.83,47.95,3.23,1.31,47.48,3.29,0.92,48.5,3.37,0.73,47.93,3.45,0.77,48.81,3.59,0.85,50.9,3.57
Mercy,2.82,50.49,3.93,3.58,49.47,2.55,2.6,48.28,2.93,2.63,50.46,3.63,2.79,50.82,4.22,2.91,51.1,4.79,3.15,51.18,5.23,3.28,54.65,6.02,2.2,73.17,7.15
Zarya,1.75,51.3,4.23,1.18,55.8,4.08,1.49,51.6,3.83,1.64,50.22,3.92,1.75,49.97,4.18,1.82,51.39,4.51,2.35,53.26,4.85,3.69,55.91,5.33,6.28,58.46,5.57
Bastion,1.5,47.17,2.53,2.51,52.92,2.69,2.37,47.12,2.4,1.81,46.15,2.48,1.26,45.77,2.57,0.91,47.18,2.72,0.65,49.54,2.89,0.44,52.88,3.04,0.1,100,4.91
Lúcio,1.29,52.99,3.12,2.37,54.61,2.65,1.8,52.71,2.83,1.36,52.79,3.07,1.08,53.22,3.3,0.98,52.53,3.51,0.93,52.11,3.63,0.84,52.85,3.87,0.33,39.6,3.67
Mauga,1.27,48.65,3.82,1.79,50.34,3.77,1.54,47.07,3.5,1.38,47.56,3.68,1.23,48.83,3.92,1.01,50.43,4.14,0.87,50.95,4.35,0.9,53.6,4.7,10.2,60.99,5.99
Hanzo,2.73,50.07,2.85,3.18,58.58,3.06,2.67,49.17,2.53,2.56,49.4,2.72,2.64,49.4,2.88,2.86,49.72,3.01,3.03,50.15,3.13,2.98,52.06,3.37,1.87,62.77,3.46
Pharah,1.36,50.96,2.5,1.78,54.22,2.75,1.65,50.38,2.43,1.43,49.98,2.42,1.28,50.98,2.48,1.19,51.59,2.55,1.09,51.62,2.71,0.99,52.26,2.91,1.46,69.48,3.56
Illari,1.16,51.95,3.11,1.71,55.05,2.77,1.49,51.14,2.75,1.23,51.75,3.02,1.04,52.08,3.25,0.97,52.01,3.45,0.89,51.15,3.53,0.85,51.71,3.64,1,55.55,4.64
Doomfist,3.86,51.83,3.09,1.8,58.03,3.33,2.22,53,2.95,3.37,52.22,3,4.41,51.58,3.04,4.94,51.08,3.1,5.07,51.11,3.28,5.24,52.78,3.62,5.87,59.83,4.19
Venture,1.64,54.14,2.28,0.88,57.46,2.57,1.48,55.33,2.32,1.74,53.79,2.26,1.75,53.53,2.25,1.69,54.29,2.28,1.59,54.04,2.29,1.42,54.25,2.47,0.45,80.41,3.33
Junkrat,1.42,51.04,2.32,2,54.43,2.36,1.94,50.4,2.15,1.6,50.62,2.27,1.34,51.02,2.39,1.08,51.48,2.46,0.74,50.81,2.51,0.45,46.73,2.39,0.14,2.41,1.82
Sigma,1.9,52.89,3.9,1.67,55.04,3.79,2.15,52.38,3.66,2.16,52.42,3.8,1.91,53.02,4,1.6,53.29,4.12,1.48,52.91,4.24,1.64,55.55,4.55,1.91,55.65,4.68
Brigitte,1.44,50.55,3.71,1.09,53,2.77,1.33,51.66,3.15,1.47,50.91,3.47,1.49,50.18,3.84,1.53,49.88,4.17,1.45,49.42,4.36,1.26,49.37,4.65,1.67,58.93,5.24
Widowmaker,1.42,47.28,2.31,2.28,55.89,2.95,1.45,44.92,2.13,1.29,46.12,2.22,1.29,46.59,2.26,1.38,47.03,2.29,1.64,46.9,2.4,2.36,48.83,2.74,2.42,49.48,2.97
Lifeweaver,2.14,47.58,3.91,1.94,49.44,2.94,2.43,48.68,3.46,2.48,48.09,3.82,2.2,47.37,4.14,1.81,46.13,4.34,1.37,45.2,4.45,0.82,43.83,4.49,0.35,73.14,3.6
Sombra,1.77,48.72,3.07,1.39,51.24,2.7,1.64,48.49,2.8,1.73,48.87,3.01,1.84,48.53,3.14,1.94,48.42,3.21,1.81,48.7,3.28,1.46,49.05,3.42,0.75,63.45,4.5
D.VA,1.46,49.21,5.26,2.72,52.2,5.15,1.86,47.07,4.64,1.48,48.2,5.06,1.27,49.6,5.48,1.16,50.35,5.85,1.18,51.07,6.16,1.55,52.11,6.84,1.67,68.37,9.16
Torbjörn,0.92,56.8,2.67,1.15,66.83,3.66,1.19,59.62,2.81,1,56.79,2.57,0.86,55,2.6,0.77,53.63,2.53,0.61,51.07,2.51,0.49,52.63,2.55,0.2,20.94,1.78
Tracer,1.98,50.5,2.18,1.62,55.17,2.26,1.31,49.29,1.99,1.49,50.12,2.09,1.97,50.45,2.16,2.59,50.1,2.2,3.25,50.79,2.3,4.42,51.99,2.55,3.9,61.01,3.32
Orisa,1.7,44.81,3.28,1.98,49.73,3.26,2.19,45.66,3.12,1.98,43.73,3.17,1.61,43.69,3.34,1.25,44.3,3.5,1.1,46.85,3.81,1.26,50.14,4.16,1.28,58.44,4.84
Hazard,1.25,49.19,3.33,0.85,52.69,3.3,1.07,49.45,3.14,1.29,48.39,3.18,1.31,48.89,3.3,1.27,49.3,3.46,1.34,49.9,3.68,1.77,52.33,4.07,1.81,44.42,3.85
Winston,1.4,51.16,3.32,1.03,52.37,2.88,1.09,50.49,2.96,1.33,50.63,3.16,1.5,51.04,3.33,1.52,51.64,3.53,1.65,52.01,3.81,1.95,52.43,4.17,2.99,56.96,4.2
Reinhardt,1.37,52.64,2.5,1.59,55.48,2.45,1.54,52.06,2.35,1.55,52.71,2.47,1.4,52.48,2.53,1.12,52.66,2.61,0.92,51.49,2.67,0.67,52.39,2.75,4.31,61.38,2.42
Junker Queen,1.03,55.2,4.65,0.77,54.92,4.25,1.01,55,4.33,1.17,54.75,4.55,1.11,55.31,4.74,0.92,55.41,4.87,0.81,56.7,5.06,0.8,57.3,5.17,0.79,59.22,4.51
Baptiste,1.62,47.47,3.65,1.55,49.92,2.95,1.67,47.45,3.1,1.69,47.18,3.45,1.64,47.43,3.82,1.59,47.78,4.11,1.46,46.75,4.28,1.15,46.22,4.52,0.96,59.43,6.02
Mei,0.9,52.32,3,0.84,55.43,3.19,0.94,53.26,3.05,0.97,52.59,3.06,0.93,51.63,2.96,0.86,51.83,2.92,0.66,50.95,2.88,0.49,48.3,3.06,0.16,44.19,2.35
Roadhog,1.49,44.54,3.54,1.63,50.43,3.38,1.32,44.2,3.15,1.46,44.15,3.43,1.56,44.13,3.64,1.51,44.19,3.76,1.48,44.22,3.83,1.37,43.48,3.85,0.93,42.54,3.27
Echo,1.26,50.43,2.27,1.39,52.9,2.25,1.37,49.34,2.08,1.32,50.07,2.19,1.24,50.2,2.3,1.18,50.75,2.4,1.06,51.94,2.52,1.25,53.75,2.82,0.45,39.19,3.26
Symmetra,1.31,57.22,2.69,0.75,57.49,3.57,0.88,59.31,3.17,1.04,57.69,2.96,1.29,56.94,2.74,1.65,55.84,2.35,2.21,55.71,1.84,3.12,55.31,1.63,4.57,51.09,2.08
Wrecking Ball,0.65,51.78,4.05,0.59,52.19,3.26,0.46,51.07,3.48,0.55,52.22,3.81,0.66,51.62,4.08,0.79,52.01,4.3,0.88,51.43,4.53,1.04,51.37,5.05,1.63,56.36,6.98
Freja,1.83,46.7,2.22,1.6,53.53,2.3,1.62,46.59,1.95,1.64,46.31,2.09,1.77,46.21,2.21,2.01,46.01,2.33,2.43,46.43,2.46,3.15,49.55,2.71,3.46,63.43,3.33
AnaC,6.56,49.34,3.81,5.01,49.64,3.43,5.83,49.26,3.59,6.57,49.54,3.83,7.38,49.17,3.97,7.67,49.1,3.95,6.79,47.04,3.76,6.29,76.9,4.39,N,N,N
KirikoC,7.43,49.07,4.12,7.94,48.68,3.63,7.35,49.28,3.94,7.2,49.12,4.17,7.54,49.09,4.29,8.46,48.45,4.27,8.15,46.98,4.21,7.42,83.3,5.02,N,N,N
GenjiC,5.14,50.49,2.32,4.29,50.11,2.25,4.48,50.99,2.33,5.2,50.56,2.32,5.78,50.41,2.32,5.54,49.32,2.31,4.94,46.84,2.3,6.52,54.92,2.24,N,N,N
