Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,8.06,50.46,3.96,4.18,50.62,3.06,6.25,50.52,3.33,7.2,50.4,3.61,8.7,50.37,4.03,10.58,50.48,4.47,11.51,50.65,4.82,9.5,51.65,5.01,3.73,76.06,5.5
Kiriko,6.25,48.9,3.92,6.1,51,3.39,6.62,48.32,3.4,6.29,48.47,3.71,6.16,48.91,4.14,6.15,49.27,4.54,6.07,49.85,4.8,5.12,50.63,4.89,2.45,76.34,6.96
Genji,5.45,53.15,2.32,6.67,61.07,2.96,4.93,49.94,2.09,5.2,52.08,2.24,5.63,53.25,2.33,5.75,54.03,2.4,5.49,53.85,2.49,4.66,54.47,2.63,2.9,70.52,2.69
Moira,3.27,49.29,4.46,4.01,51.62,3.94,4.28,49.48,4,3.75,49.14,4.31,3.02,48.94,4.79,2.29,48.64,5.34,1.48,48.49,5.73,0.69,50.7,6.24,0.06,100,26
Sojourn,3.44,46.09,2.43,3.75,48.42,2.46,3.72,45.04,2.21,3.42,45.39,2.33,3.22,45.65,2.47,3.32,47.36,2.66,3.77,48.27,2.86,4.6,51.56,3.13,9.91,65.09,3.84
Soldier: 76,4.24,49.93,2.6,6.21,55.11,2.94,4.73,48.19,2.36,4.41,49.27,2.51,4.07,49.65,2.63,3.54,50.51,2.76,2.95,51.41,2.94,2.25,53.37,3.15,1.03,32.04,3.16
Cassidy,5.53,49.82,2.53,4.26,51.68,2.37,4.42,49.25,2.24,4.92,50.26,2.42,5.83,50.04,2.57,6.83,49.1,2.69,7.74,48.97,2.81,8.42,49.39,2.99,24.58,80.61,4.53
Zenyatta,3.45,52.59,4.53,2.32,50.21,3.68,3.43,52.75,4,3.49,53.14,4.3,3.59,52.97,4.72,3.66,51.99,5.16,3.36,50.44,5.42,2.42,49.86,5.71,1.03,73.24,6.02
Reaper,2.2,54.09,2.47,4.38,64.6,3.53,2.77,51.65,2.31,2.42,52.77,2.38,1.96,53.06,2.39,1.38,53.08,2.4,0.85,53.88,2.4,0.58,56.95,2.62,0.26,98.49,3.4
Juno,4.41,50.17,3.78,5.44,52.68,3.48,5.25,49.4,3.26,4.54,49.73,3.58,4.08,50.13,4.02,3.81,50.71,4.55,3.66,51.18,4.94,3.07,52.39,5.19,2.06,94.2,3.49
