Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.67,48.99,3.92,3.83,52.91,3.17,5.06,49.6,3.3,5.99,48.96,3.63,7.17,48.68,3.99,8.25,48.76,4.29,8.67,48.87,4.51,7.44,49.35,4.63,5.24,68.18,5.51
Kiriko,5.73,48.78,4.03,5.5,50.77,3.29,6.34,48.74,3.49,5.9,48.58,3.87,5.56,48.7,4.23,5.48,48.63,4.48,5.38,48.92,4.63,5.07,49.7,4.82,2.83,66.29,6.49
Genji,5.82,53.06,2.33,6.14,62.79,2.92,4.96,51.35,2.14,5.47,52.23,2.26,6.1,52.93,2.33,6.42,52.97,2.38,6.27,53.19,2.49,5.59,53.54,2.66,2.51,57.35,3.01
Moira,2.7,47.48,4.36,3.63,50.17,3.66,3.81,48.07,3.87,3.15,47.33,4.23,2.49,46.91,4.71,1.89,46.72,5.12,1.25,46.15,5.34,0.6,46.34,5.46,0.65,75.75,9.2
Sojourn,2.67,45.44,2.31,2.59,50.92,2.33,2.84,45.32,2.12,2.69,44.76,2.2,2.53,44.7,2.32,2.57,45.55,2.46,2.9,46.19,2.61,3.35,49.24,2.88,2.44,57.13,3.06
Soldier: 76,3.47,49.32,2.48,4.9,55.63,2.71,4.13,48.72,2.31,3.77,48.29,2.4,3.32,48.81,2.5,2.85,49.6,2.62,2.38,50.38,2.77,1.83,51.69,3.01,0.63,60.19,3.05
Cassidy,6.93,48.23,2.31,5.01,57.75,2.51,5.33,49.11,2.1,6.24,48.5,2.21,7.35,47.68,2.31,8.31,47.22,2.4,8.83,46.79,2.5,9.19,48.33,2.69,12.25,74.13,3.84
Zenyatta,2.86,52.59,4.61,3.05,54.26,3.94,3.02,52.38,4.05,2.94,52.9,4.42,2.95,52.93,4.84,2.74,51.97,5.13,2.26,50.53,5.34,1.59,48.86,5.48,0.27,52.88,6.91
Reaper,2.85,56.17,2.56,3.56,60.99,3.01,3.16,54.75,2.48,3.11,55.43,2.52,2.76,56.09,2.54,2.47,56.99,2.57,2.13,57.48,2.61,2.07,58.87,2.8,6.01,63.82,3.17
Juno,2.04,49.18,3.69,2.98,50.31,2.98,2.65,48.59,3.21,2.17,48.93,3.6,1.83,49.2,4.02,1.64,49.96,4.31,1.59,49.56,4.35,1.32,49.72,4.04,0.53,77.98,5.22
Ashe,2.07,51.17,2.75,1.85,55.37,2.7,2.03,51.05,2.53,2.09,50.96,2.68,2.13,50.85,2.8,2.1,51,2.87,2,51.3,2.94,1.82,53.26,3.14,0.82,64.58,3.81
Ramattra,1.23,46.52,3.12,1.85,53.25,3.37,1.91,47.48,3.08,1.57,45.73,3.08,1.03,44.92,3.1,0.64,45.04,3.15,0.47,45.69,3.24,0.41,48.71,3.49,0.41,41.51,3.01
Mercy,2.62,49.44,3.76,3.54,48.06,2.45,2.56,46.98,2.78,2.42,49.43,3.45,2.51,49.97,4.09,2.77,50.32,4.68,2.91,50.48,5.21,3.04,52.02,5.71,4.3,78.27,7.34
Zarya,1.52,51.3,4.22,1.09,55.55,4.07,1.33,51.39,3.83,1.52,50.43,3.98,1.55,50.15,4.21,1.52,51.69,4.55,1.89,53.57,4.85,2.69,56.16,5.26,4.47,57.43,5.89
Bastion,1.37,46.93,2.49,2.35,52.61,2.64,2.18,47.69,2.4,1.66,45.76,2.42,1.13,45.44,2.53,0.78,46.8,2.68,0.58,47.18,2.72,0.41,48.77,2.95,0.56,52.21,3.4
Lúcio,1.43,52.97,3.1,2.56,55.56,2.7,2.02,52.55,2.81,1.56,52.48,3.04,1.19,52.8,3.29,1.03,53.59,3.55,0.95,52.27,3.63,0.83,55.47,4,0.27,98.92,10.29
Mauga,1.14,48.06,3.77,1.62,49.78,3.7,1.42,46.88,3.48,1.27,46.87,3.65,1.07,48.45,3.92,0.85,49.89,4.08,0.71,50.07,4.25,0.8,53.26,4.55,9.69,66.02,5.83
Hanzo,3.45,50.52,2.91,3.6,57.63,3,3.3,50.34,2.62,3.27,50.1,2.78,3.37,50.04,2.94,3.66,50.02,3.08,4.02,50.49,3.22,4.2,52,3.42,3.57,55.79,3.73
Pharah,1.3,49.88,2.45,1.64,53.77,2.65,1.6,48.83,2.36,1.37,49,2.38,1.21,49.99,2.43,1.11,50.47,2.55,1.06,51.45,2.72,1,52.35,2.96,1.26,64.31,3.75
Illari,1.23,51.66,3.1,1.79,54.48,2.77,1.52,51.37,2.72,1.28,51.65,2.99,1.13,51.5,3.26,1.03,51.46,3.46,0.97,50.96,3.61,0.92,49.92,3.74,0.31,75.81,5.69
Doomfist,3.98,52.98,3.21,1.75,58.22,3.33,2.38,53.56,3.07,3.57,53.51,3.16,4.62,52.95,3.18,5,52.26,3.23,5.1,51.85,3.38,5.16,53.13,3.7,2.9,52.32,4.22
Venture,1.56,53.57,2.27,0.87,57.14,2.46,1.37,54.52,2.33,1.67,53.72,2.26,1.68,52.88,2.23,1.59,53.35,2.25,1.46,53.14,2.27,1.26,53.07,2.41,1.04,58.45,2.37
Junkrat,1.18,49.49,2.25,1.86,52.72,2.27,1.71,49.28,2.11,1.33,49.15,2.21,1.05,49.42,2.34,0.82,49.05,2.42,0.59,48.69,2.44,0.3,48.65,2.42,0.02,100,4
Sigma,1.83,52.7,3.94,1.55,55.13,3.76,2,52.92,3.73,2.02,52.23,3.84,1.85,52.67,4.03,1.58,52.67,4.15,1.47,52.88,4.24,1.58,53.65,4.43,1.21,63.11,4.79
Brigitte,1.55,49.07,3.63,1.16,50.12,2.82,1.47,51.38,3.14,1.59,49.73,3.42,1.6,48.38,3.73,1.62,47.83,4.08,1.56,47.37,4.31,1.25,48.06,4.53,0.39,80.61,8.69
Widowmaker,1.4,47.05,2.27,2.2,54.54,2.78,1.46,44.75,2.07,1.28,45.76,2.18,1.26,46.81,2.24,1.38,47.26,2.29,1.63,47.73,2.38,2.26,48.55,2.63,2.73,60.03,3.13
Lifeweaver,1.69,46.12,3.63,1.79,46.37,2.75,2.03,47.22,3.19,1.95,46.44,3.54,1.69,46.04,3.89,1.34,44.78,4.11,0.99,43.68,4.23,0.66,43.3,4.38,0.41,75.39,3.81
Sombra,1.61,48.31,3.05,1.33,50.57,2.73,1.59,48.23,2.79,1.59,48.33,2.98,1.63,48,3.11,1.74,48.56,3.22,1.55,47.34,3.26,1.28,50.05,3.51,0.58,58.72,4.71
D.VA,1.6,48.46,5.2,2.77,53.19,5.15,2.04,47.26,4.67,1.69,47.44,5.03,1.41,48.38,5.42,1.21,49.02,5.77,1.22,49.58,6.1,1.42,50.72,6.7,1.91,58.59,9.28
Torbjörn,0.76,55.16,2.54,1.05,62.17,3.12,1.01,58.24,2.61,0.85,55.16,2.47,0.67,53.41,2.49,0.59,51.56,2.48,0.49,50.35,2.46,0.36,49.41,2.34,0.12,90.72,3.79
Tracer,2.13,50.91,2.23,1.7,56.02,2.34,1.47,49.96,2.03,1.65,50.24,2.15,2.1,50.93,2.21,2.77,50.71,2.26,3.61,50.9,2.36,5.05,53.51,2.64,5.02,61.37,3.49
Orisa,1.93,44.33,3.28,2.09,49.89,3.26,2.35,45.91,3.14,2.24,44.27,3.23,1.88,42.65,3.3,1.44,42.59,3.43,1.24,43.74,3.64,1.41,45.81,4.01,0.77,46.8,4.03
