Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.8,49.17,3.82,3.91,51.43,3.06,5.12,49.4,3.34,6.78,49.05,3.74,8.32,48.82,4.02,9.11,48.88,4.2,9.02,49.06,4.34,8.11,50.06,4.53,9.61,70.91,5.63
Kiriko,6.7,49.71,4.07,7.45,50,3.31,7.29,49.21,3.67,6.59,49.59,4.17,6.31,49.93,4.54,6.15,50.09,4.71,5.94,50.57,4.8,5.42,51.29,5.01,5.13,58.61,5.48
Genji,4.02,51.5,2.15,4.18,55.82,2.4,3.54,49.51,1.95,3.91,51.36,2.12,4.42,51.68,2.19,4.47,51.29,2.23,4.18,50.96,2.29,3.14,51.39,2.44,2.04,65.1,2.96
Moira,3.16,49.63,4.31,5.08,50.45,3.74,4.37,49.34,4.02,3.12,49.38,4.46,2.27,49.93,5.01,1.7,49.47,5.31,1.12,48.78,5.48,0.59,49.12,5.76,0.35,72.08,7.91
Sojourn,1.93,45.44,2.35,1.72,48.65,2.28,1.8,45.24,2.18,1.84,44.49,2.28,1.91,44.52,2.4,2.14,45.53,2.53,2.72,46.81,2.66,3.41,47.81,2.87,2.77,57.56,3.68
Soldier: 76,3.17,49.91,2.45,3.82,53.1,2.59,3.66,49.06,2.33,3.35,48.99,2.4,2.77,49.79,2.49,2.41,50.48,2.6,2.22,51.18,2.71,1.79,52.32,2.82,1.74,57.87,3.29
Cassidy,4.55,48.49,2.38,3.12,53.53,2.37,3.57,48.83,2.18,4.42,48.21,2.32,5.2,47.56,2.41,5.87,47.53,2.51,6.67,48.01,2.62,7.18,49.94,2.81,5.36,55.5,3.18
Zenyatta,2.51,53.63,4.68,2.69,53.68,3.96,2.49,53.94,4.27,2.51,54.1,4.72,2.62,53.63,5.08,2.49,52.8,5.27,2.1,51.01,5.39,1.37,48.72,5.39,0.64,55.32,6.68
Reaper,2.95,54.7,2.45,3.46,56.87,2.73,3.41,53.88,2.4,3.08,54.2,2.4,2.6,54.79,2.43,2.28,55.31,2.48,2.02,55.24,2.51,2,58.11,2.76,1.29,58.6,2.83
Juno,1.87,50.61,3.81,2.76,50.74,3.19,2.2,49.77,3.46,1.71,50.88,4,1.56,51.1,4.42,1.52,51.29,4.49,1.47,51.03,4.4,1.63,51.54,4.74,3.11,61.31,5.3
Ashe,1.96,51.15,2.74,1.44,52.21,2.57,1.71,50.77,2.56,2.04,50.77,2.72,2.18,50.93,2.82,2.19,51.51,2.88,2.33,52.45,2.95,2.53,54.22,3.13,1.76,61.24,3.77
Ramattra,2.03,49.22,3.22,2.78,51.88,3.3,2.79,49.06,3.15,2.17,48.31,3.19,1.48,48.75,3.29,1.07,48.71,3.37,0.83,49.28,3.45,0.75,49.6,3.6,0.77,66.28,4.95
Mercy,2.57,49.09,3.56,3.17,46.11,2.4,2.34,47.27,2.87,2.36,49.93,3.67,2.64,50.11,4.24,2.76,50.13,4.61,2.86,51.42,5.05,2.97,53.7,5.56,5.65,71.14,6.8
Zarya,1.29,50.2,4.24,0.83,53.54,3.98,1.07,50.53,3.88,1.31,49.28,4.07,1.41,49.25,4.34,1.53,50.1,4.63,1.92,51.1,4.93,2.76,54.01,5.35,3.67,55.71,5.78
Bastion,1.96,48.03,2.54,2.82,50.98,2.61,2.66,48.08,2.47,2.01,46.78,2.51,1.42,46.99,2.62,1.11,47.26,2.69,0.98,46.9,2.77,0.86,50.84,3,0.6,55.1,2.77
Lúcio,0.99,51.33,2.75,1.82,54.36,2.45,1.16,50.53,2.6,0.85,50.79,2.84,0.75,50.34,3.03,0.76,50.15,3.15,0.78,48.11,3.23,0.7,49.13,3.47,0.29,91.56,5.14
Mauga,1.47,48.65,3.88,1.65,49.54,3.83,1.55,47.03,3.65,1.44,48.07,3.83,1.4,49.67,4.04,1.35,50.07,4.21,1.32,51.15,4.36,1.51,52.79,4.72,5.98,67.82,6.29
Hanzo,1.81,49.34,2.73,2.14,52.89,2.7,1.79,48.1,2.43,1.73,48.81,2.7,1.76,49.05,2.87,1.76,49.3,3,1.97,50.04,3.12,1.76,51.86,3.34,0.77,47.31,4.11
Pharah,1.31,52.46,2.6,1.22,52.64,2.67,1.29,51.25,2.52,1.3,52.4,2.53,1.29,52.72,2.59,1.36,53.6,2.7,1.48,54.12,2.88,1.54,54.74,3.13,1.36,51.9,2.91
