Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.36,49.92,3.94,4.2,51.96,3.1,5.94,50.24,3.33,6.8,49.89,3.64,7.86,49.74,4.03,9.02,49.8,4.41,9.29,49.74,4.66,8.22,50.79,4.87,6.11,71.1,5.37
Kiriko,6.05,48.88,3.98,6.26,52.19,3.41,6.59,48.69,3.47,6.11,48.5,3.79,5.86,48.63,4.18,5.82,49,4.51,5.77,48.95,4.67,5.29,50.34,4.88,2.09,56.26,5.27
Genji,5.58,52.37,2.32,6.39,62.72,2.93,4.94,50.54,2.13,5.28,51.43,2.24,5.79,52.08,2.31,6.04,52.29,2.38,5.79,52.25,2.47,5.06,52.76,2.67,3.44,64.24,2.91
Moira,3.84,50.22,4.79,4.58,52.66,4,4.75,50.02,4.18,4.24,49.8,4.57,3.65,50.19,5.13,3.06,50.41,5.72,2.4,50.26,6.11,1.62,49.89,6.48,2,83.38,9.24
Sojourn,2.89,45.65,2.43,3.19,52.48,2.55,3.1,45.48,2.22,2.88,44.43,2.3,2.7,44.91,2.45,2.77,45.85,2.62,3.16,47.1,2.81,3.6,48.75,3.07,4.91,61.15,3.73
Soldier: 76,3.79,49.23,2.56,5.64,57.48,2.96,4.28,48.4,2.36,3.97,48.03,2.46,3.64,48.37,2.58,3.21,49.3,2.73,2.73,49.94,2.91,2.22,52.4,3.16,0.96,51.64,3.29
Cassidy,6.19,48.98,2.49,4.48,55.56,2.44,4.97,49.68,2.23,5.56,49.24,2.37,6.47,48.54,2.51,7.47,47.9,2.63,8.39,47.99,2.77,9.25,49.06,2.96,12.06,66.77,3.63
Zenyatta,3.37,52.25,4.5,2.64,53.3,3.84,3.56,52.41,3.99,3.48,52.65,4.3,3.46,52.49,4.7,3.31,51.49,5.09,2.94,49.85,5.32,2.25,47.94,5.44,0.98,66.13,6.61
Reaper,2.65,55.89,2.56,4.38,65.73,3.47,3.12,54.34,2.45,2.91,54.7,2.49,2.53,55.16,2.51,1.97,55.81,2.56,1.39,56.45,2.62,1.09,57.66,2.83,1.05,63.61,3.27
Juno,2.83,49.57,3.72,4.3,53.07,3.31,3.65,48.78,3.24,2.96,49.04,3.58,2.49,49.58,4,2.26,49.77,4.41,2.21,50.08,4.59,2.1,50.78,4.79,2.55,87.74,9.6
Ashe,2.3,51.12,2.77,1.22,52,2.5,1.89,51.16,2.56,2.19,51.15,2.69,2.48,51.05,2.81,2.68,50.88,2.88,2.8,51.26,2.95,2.68,52.78,3.14,1.45,52.45,3.11
Ramattra,1.95,50.61,3.48,2.34,56.34,3.78,2.41,50.48,3.32,2.29,49.79,3.42,1.82,49.89,3.52,1.39,51.05,3.64,1.1,52.29,3.8,1.08,54.55,4.19,0.53,62.8,4.03
