Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.44,49.54,3.99,3.82,55.06,3.4,5.39,49.88,3.36,6.79,49.67,3.73,8.11,49.29,4.04,9.08,49.08,4.28,9.53,49.24,4.49,8.22,50.2,4.64,3.92,60.46,4.95
Kiriko,7.36,49.8,4.18,6.08,51.92,3.39,7.59,49.68,3.66,7.58,49.62,4.02,7.39,49.65,4.35,7.29,49.81,4.57,7.25,49.74,4.7,6.5,51.4,4.9,5.47,66.85,6.33
Genji,5.08,52.49,2.3,5.93,63.64,3.04,4.35,50.37,2.08,4.72,51.68,2.21,5.31,52.08,2.28,5.57,52.13,2.34,5.37,52.21,2.43,4.41,52.08,2.57,1.89,47.88,2.41
Moira,2.62,48.34,4.41,3.77,50.6,3.66,3.94,48.35,3.91,3.1,48.03,4.32,2.38,48.21,4.79,1.75,48.14,5.23,1.17,47.49,5.37,0.56,48.24,5.68,0.19,58.57,5.33
Sojourn,2.62,45.82,2.34,2.56,51.53,2.41,2.93,45.22,2.13,2.6,44.32,2.21,2.44,45.4,2.37,2.54,46.19,2.51,2.83,47.59,2.66,3.32,50.24,2.94,2.21,51.95,3.2
Soldier: 76,3.34,49.48,2.48,4.89,55.94,2.75,4.08,48.49,2.31,3.61,48.15,2.39,3.19,48.83,2.49,2.77,50.17,2.63,2.31,50.98,2.79,1.8,52.63,3.02,0.84,58.78,3.28
Cassidy,6.06,47.99,2.36,4.55,58.67,2.63,4.69,48.86,2.13,5.46,48,2.25,6.31,47.25,2.35,7.17,46.78,2.46,7.7,47.14,2.57,8.21,48.72,2.77,6.29,60.33,3.3
Zenyatta,2.36,52.82,4.65,2.88,55,4.03,2.63,53.37,4.14,2.43,53.13,4.48,2.38,52.93,4.86,2.2,51.91,5.14,1.84,50.1,5.3,1.27,47.19,5.43,0.35,55.77,4.68
Reaper,2.8,54.47,2.44,3.49,61.68,3.07,3.17,53.62,2.38,3.07,53.71,2.39,2.77,53.89,2.4,2.42,54.57,2.44,1.97,54.95,2.48,1.79,55.91,2.62,4.49,62.2,3.08
Juno,1.8,49.72,3.7,2.99,50.96,3.07,2.58,48.98,3.29,1.95,49.4,3.66,1.51,50.11,4.06,1.33,50.06,4.29,1.28,50.01,4.27,1.21,52.5,3.96,1.22,70.84,4.83
Ashe,2.81,52.19,2.84,1.99,56.09,2.81,2.41,51.53,2.62,2.68,51.99,2.77,2.92,51.75,2.87,3.1,52.33,2.93,3.31,52.76,2.99,3.49,54.42,3.19,2.47,62.42,3.87
Ramattra,1.52,48.57,3.28,2.14,53.68,3.46,2.23,48.81,3.19,1.86,47.96,3.24,1.33,47.55,3.3,0.95,48.52,3.39,0.75,47.97,3.47,0.8,49.25,3.59,1.09,49.79,3.8
Mercy,2.83,50.5,3.93,3.58,49.55,2.54,2.62,48.34,2.93,2.63,50.49,3.63,2.8,50.82,4.22,2.93,51.07,4.79,3.16,51.21,5.24,3.3,54.22,6,2.43,75.68,7.29
Zarya,1.77,51.32,4.25,1.18,55.76,4.09,1.5,51.53,3.83,1.66,50.28,3.94,1.77,50.08,4.2,1.84,51.41,4.53,2.37,53.17,4.87,3.7,55.91,5.34,6.38,58.62,5.63
Bastion,1.48,47.14,2.54,2.48,52.85,2.7,2.34,47.09,2.41,1.79,46.19,2.49,1.25,45.7,2.58,0.89,47.12,2.72,0.64,49.26,2.89,0.44,51.51,2.99,0.11,99.93,4.5
Lúcio,1.31,52.94,3.13,2.39,54.81,2.66,1.82,52.67,2.83,1.38,52.73,3.08,1.11,53.06,3.31,1,52.5,3.53,0.94,52.07,3.65,0.86,52.23,3.89,0.35,49.59,3.69
Mauga,1.27,48.57,3.83,1.8,50.36,3.77,1.56,47,3.51,1.39,47.42,3.69,1.23,48.7,3.92,1.01,50.52,4.15,0.86,51.02,4.37,0.92,53.57,4.74,9.67,61.06,5.98
Hanzo,2.69,50.06,2.85,3.13,58.46,3.05,2.64,49.15,2.54,2.53,49.36,2.72,2.6,49.4,2.88,2.81,49.73,3.01,2.98,50.13,3.13,2.93,52.2,3.38,1.76,62.77,3.46
Pharah,1.35,50.95,2.51,1.76,54.16,2.76,1.64,50.33,2.44,1.42,49.87,2.43,1.27,51.07,2.49,1.18,51.62,2.57,1.08,51.69,2.72,0.98,52.25,2.92,1.43,68.3,3.54
Illari,1.16,51.94,3.12,1.72,55.37,2.78,1.49,51.07,2.75,1.23,51.7,3.02,1.04,52.13,3.27,0.98,51.94,3.46,0.89,51.07,3.53,0.85,51.57,3.63,0.95,55.55,4.64
Doomfist,3.84,51.87,3.1,1.8,58.14,3.33,2.22,53,2.96,3.36,52.28,3.02,4.39,51.61,3.06,4.93,51.09,3.12,5.04,51.13,3.29,5.26,52.98,3.64,5.81,59.59,4.15
Venture,1.62,54.11,2.29,0.87,57.24,2.56,1.46,55.13,2.32,1.72,53.82,2.27,1.73,53.53,2.25,1.67,54.23,2.28,1.58,54.04,2.3,1.41,54.46,2.48,0.45,78.66,3.13
