Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.69,49.84,3.79,3.95,51.58,3.04,5.38,50.03,3.41,6.94,49.7,3.76,8.04,49.52,4,8.58,49.5,4.17,8.56,49.49,4.32,7.58,52.95,4.61,5.08,72.96,5.71
Kiriko,6.12,48.77,3.91,7.16,49.12,3.17,6.7,48.71,3.61,5.92,48.52,4.05,5.58,48.63,4.32,5.53,48.62,4.47,5.55,49.58,4.63,5.36,52.68,4.94,5.74,79.19,6.55
Genji,3.9,52.13,2.11,3.85,55.02,2.21,3.62,50.74,1.98,3.98,51.95,2.09,4.26,52.3,2.15,4.02,52.19,2.19,3.59,51.94,2.26,2.5,54.79,2.48,1.05,67.48,3
Moira,4.12,50.79,4.46,6.07,50.11,3.7,5.23,50.75,4.18,4.03,51.05,4.68,3.24,51.27,5.14,2.59,50.73,5.4,1.97,50.41,5.57,1.32,52.62,6.14,0.52,66.32,6.57
Sojourn,2.63,46.51,2.34,2,48.48,2.21,2.29,46.2,2.22,2.61,46.15,2.31,2.86,45.62,2.38,3.16,46.57,2.48,3.61,47.8,2.62,4.04,51.41,2.97,2.32,68.88,3.95
Soldier: 76,2.94,50.24,2.42,3.31,51.89,2.41,3.37,49.52,2.33,3.07,49.66,2.4,2.65,50.42,2.49,2.3,51.04,2.6,2.04,51.35,2.71,1.63,53.85,2.97,0.68,56.4,3.35
Cassidy,4.91,48.78,2.32,3.19,52.45,2.21,3.98,49.4,2.16,4.91,48.3,2.27,5.65,47.78,2.35,6.31,47.95,2.45,6.95,48.55,2.58,7.56,52.31,2.87,5.64,66.71,3.7
Zenyatta,2.43,53.93,4.59,2.5,53.91,3.82,2.46,54.36,4.26,2.48,54.36,4.67,2.48,53.86,4.98,2.37,52.68,5.16,2.01,51.67,5.33,1.45,52.42,5.59,0.31,87.27,9.44
Reaper,2.21,53.11,2.28,2.78,55.33,2.48,2.55,52.17,2.21,2.28,52.61,2.23,1.91,53.24,2.28,1.61,53.5,2.3,1.41,53.53,2.39,1.37,56.63,2.61,0.62,70.69,2.8
Juno,2.17,51.43,4.61,2.99,50.35,3.75,2.41,51.24,4.28,2,51.83,4.88,1.89,52.09,5.25,1.88,51.27,5.29,1.86,51.54,5.33,1.99,54.71,5.69,1.95,79.37,9.09
Ashe,1.96,52.02,2.5,1.4,51.88,2.31,1.74,51.46,2.38,2.04,51.83,2.51,2.22,52.19,2.56,2.2,52.48,2.6,2.19,52.58,2.67,2.35,57.02,3,1.31,68.9,3.67
Ramattra,1.69,48.57,3.17,2.47,50.4,3.17,2.28,47.98,3.09,1.69,47.98,3.18,1.2,48.57,3.28,0.91,48.83,3.31,0.77,49.22,3.45,0.7,50.87,3.68,0.88,50.99,3.91
