Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.59,49.76,3.79,3.84,51.72,3.03,5.17,50.06,3.4,6.83,49.5,3.76,7.93,49.18,3.96,8.51,49.97,4.16,8.54,49.6,4.31,7.33,51.28,4.51,4.23,48.41,4.39
Kiriko,6.14,48.7,3.93,7.01,49.39,3.21,6.64,48.68,3.61,5.98,48.28,4.05,5.73,48.64,4.31,5.55,48.54,4.47,5.7,49.24,4.6,5.56,50.57,4.82,5.68,69.15,5.4
Genji,4.07,51.81,2.08,4.13,54.48,2.19,3.81,50.48,1.94,4.09,51.69,2.06,4.41,52.03,2.13,4.18,51.84,2.15,3.72,51.36,2.22,2.65,52.37,2.42,0.97,55.52,2.33
Moira,4.3,51.22,4.54,5.92,50.79,3.76,5.34,50.94,4.21,4.35,51.5,4.73,3.56,51.77,5.17,2.83,51.57,5.43,2.24,50.39,5.59,1.41,49.85,6.15,0.3,66.9,6.32
Sojourn,2.89,46.62,2.34,2.07,49.11,2.25,2.49,46.29,2.21,2.84,46.32,2.3,3.18,45.99,2.35,3.56,46.59,2.47,4.04,47.21,2.58,4.54,48.83,2.9,3.08,58.18,3.37
Soldier: 76,3.02,50.33,2.41,3.42,52.02,2.43,3.51,49.62,2.32,3.17,49.63,2.38,2.69,50.68,2.47,2.32,51.36,2.59,2.04,51.29,2.68,1.6,51.56,2.91,0.6,63.46,3.79
Cassidy,4.78,48.72,2.29,3.14,53.24,2.27,3.88,49.43,2.14,4.73,48.06,2.24,5.47,47.87,2.32,6.15,47.7,2.42,6.76,48.46,2.53,7.44,51.03,2.8,6.1,60.62,3.61
Zenyatta,2.36,54.15,4.61,2.44,54.63,3.85,2.33,54.59,4.27,2.46,54.45,4.68,2.43,53.84,4.94,2.29,53.77,5.17,1.98,51.09,5.29,1.29,49.57,5.42,0.06,100,11
Reaper,2.18,53.29,2.27,2.82,55.97,2.56,2.54,51.98,2.19,2.25,52.87,2.22,1.86,53.55,2.27,1.59,53.36,2.3,1.38,54.7,2.36,1.41,53.98,2.54,1.33,60.16,2.57
Juno,2.17,51.17,4.62,2.91,50.34,3.72,2.35,50.79,4.25,2,51.4,4.86,1.96,51.72,5.22,1.94,51.84,5.31,1.97,51.01,5.3,2.15,54.37,5.7,1.21,52.66,6.64
