Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.5,51.63,3.94,4.53,52.19,3.25,6.22,51.62,3.44,7.02,51.44,3.69,8.61,51.66,4.15,10.81,51.62,4.68,12.26,52.04,5.18,11.18,53.41,5.46,7.7,93.18,11.11
Kiriko,7.08,49.38,3.79,7.11,53.47,3.63,7.48,49.05,3.44,7.11,48.87,3.67,6.82,48.92,4.06,6.82,49.05,4.5,6.83,49.99,4.9,6.04,51.77,5.12,1.37,92.6,6.49
Genji,5.42,52.46,2.38,7,60.85,2.96,5.11,49.49,2.13,5.03,50.6,2.26,5.48,52.47,2.42,5.83,53.8,2.54,5.52,53.76,2.63,5.11,54.7,2.78,3.26,70.62,3.08
Moira,4.5,50.82,4.46,5.01,54.71,4.34,5.39,51.36,4.2,4.88,50.6,4.41,3.92,49.39,4.72,2.87,48.11,5.14,1.91,48.5,5.66,1.03,50.71,6.24,0.33,100,17.9
Sojourn,4.45,47.08,2.54,4.03,52.62,2.76,4.52,47.11,2.41,4.53,46.23,2.46,4.33,45.95,2.57,4.46,47,2.76,5.26,49.26,3.06,6.98,52.6,3.43,7.98,68.85,4.72
Soldier: 76,4.07,49.42,2.57,5.52,56.7,3.03,4.33,48.68,2.42,4.03,48.53,2.51,3.83,48.05,2.58,3.3,47.44,2.62,2.59,47.63,2.72,1.76,50.53,3.05,0.9,56.63,2.35
Cassidy,3.53,48.59,2.38,3.5,54.73,2.48,3.11,48.1,2.14,3.18,48.46,2.31,3.8,48.12,2.47,4.58,46.85,2.59,5.11,46.1,2.7,5.48,47.21,2.89,10.91,79.32,4.37
Zenyatta,3.49,52.88,4.45,2.48,52.42,3.94,3.58,52.76,4.08,3.54,52.96,4.31,3.63,53.26,4.74,3.78,52.49,5.2,3.57,51.69,5.67,2.81,51.98,6.03,0.42,98.64,11.44
Reaper,3.36,53.72,2.62,4.89,63.19,3.45,3.69,52.86,2.52,3.48,52.66,2.55,3.01,51.48,2.49,2.16,50.02,2.41,1.35,49.54,2.38,0.8,55.02,2.68,15.11,57.7,3.09
Juno,3.16,49.84,3.65,3.78,53.58,3.61,3.39,49.3,3.3,3.1,49.37,3.54,2.97,49.42,3.89,2.89,49.57,4.38,2.8,50.87,4.93,2.52,52.75,5.32,0.9,97.74,8.24
Ashe,3,51.98,2.87,1.41,49.59,2.49,2.36,51.6,2.66,2.9,51.78,2.79,3.58,52.44,2.98,4.26,52.52,3.1,4.85,52.38,3.16,5.58,53.62,3.32,6.23,76.58,4.51
Ramattra,2.9,50.08,3.53,2.65,55.62,3.98,3.16,50.66,3.47,3.41,49.73,3.49,2.69,48.51,3.51,1.77,47.64,3.52,1.23,48.22,3.7,0.87,51.35,4.07,1.23,79.75,6.28
Mercy,2.76,47.72,2.98,4.68,49.97,2.68,2.93,44.36,2.43,2.35,46.19,2.76,2.33,49.12,3.47,2.82,51.49,4.43,3.5,52.92,5.35,3.92,53.86,6.01,7.13,66.74,5.39
Zarya,2.72,54.24,4.45,1.72,58.7,4.68,2.27,55.1,4.22,2.8,54.33,4.31,3.1,53.26,4.53,3.17,52.41,4.77,3.75,53.49,5.11,5.33,56,5.51,3.12,57.47,5.89
Bastion,2.17,47.35,2.46,1.41,48.88,2.4,2.46,48.6,2.42,2.52,47.47,2.45,2.09,46.11,2.48,1.57,44.43,2.51,1.09,45.44,2.66,0.73,51.05,3.1,0.47,88.75,3.33
Lúcio,2.15,50.76,2.89,3.53,56.11,3.16,2.79,50.29,2.74,2.2,49.62,2.83,1.55,49.29,2.96,1.11,49.71,3.19,0.89,51.55,3.58,0.77,54.15,3.73,0.14,26.93,0
Mauga,2.14,49.35,3.87,2.48,53.24,4.34,2.37,49.06,3.74,2.35,48.77,3.8,1.93,48.57,3.87,1.42,48.75,3.99,1.12,50.08,4.28,1.11,53.35,4.89,0.57,62.15,4.76
Hanzo,2.08,48.6,2.58,2.32,48.52,2.27,2.18,47.76,2.37,1.98,48.43,2.54,2.02,49.25,2.77,2.1,49.53,2.98,2.04,49.32,3.1,1.76,50.47,3.28,0.71,86.07,4.64
Pharah,2,50.38,2.65,2.54,55.77,3.11,2.19,49.04,2.56,2.03,49.45,2.59,1.8,49.89,2.59,1.6,51.27,2.67,1.5,53.59,2.94,1.68,57.38,3.34,1.89,74.89,4.14
Illari,1.91,51.94,2.96,2.5,56.13,3.11,2.12,51.25,2.68,1.96,51.6,2.89,1.76,51.59,3.14,1.37,51.1,3.4,0.99,50.63,3.71,0.74,52.39,4.07,N,N,N
Doomfist,1.92,53.29,3.32,0.57,49.35,2.91,1.15,51.58,3.09,1.69,52.56,3.2,2.52,54.21,3.39,3.49,54.38,3.48,4.39,53.78,3.66,5.32,54.89,3.93,0.8,39.21,2.4
Venture,1.81,55.6,2.52,1.22,58.17,2.73,1.6,56.13,2.53,1.87,55.58,2.53,2.09,55.07,2.5,1.97,54.85,2.47,1.62,54.77,2.49,1.27,55.55,2.61,0.33,70.74,4
Junkrat,1.75,48.52,2.25,1.87,48.69,2.11,2.15,48.65,2.17,1.84,48.19,2.23,1.54,48.46,2.36,1.22,49.48,2.51,0.86,50.2,2.6,0.46,50.64,2.68,0.05,0,0
Sigma,1.73,51.01,3.79,0.98,51.05,3.67,1.71,51.47,3.7,1.96,50.73,3.72,1.8,50.93,3.9,1.56,51.14,4.09,1.42,51.17,4.26,1.45,53.31,4.58,1.23,79.02,5.86
Brigitte,1.65,50.96,3.51,0.9,51.85,2.98,1.5,51.97,3.17,1.66,50.93,3.34,1.85,50.28,3.69,2,50.49,4.21,2.04,50.98,4.73,1.75,52.46,4.98,5.76,98.26,15.96
Widowmaker,1.63,48.84,2.26,2.88,60.09,3.27,1.52,43.34,1.9,1.36,45.35,2.04,1.47,47.88,2.17,1.77,49.29,2.25,2.34,49.12,2.33,3.35,48.69,2.45,3.21,76.06,3.6
Lifeweaver,1.59,48.71,3.75,1.84,51.38,3.31,1.57,48.17,3.29,1.56,48.71,3.66,1.62,48.73,4.14,1.5,47.85,4.61,1.21,46.74,5.05,0.7,44.94,5.06,0.24,100,11.5
Sombra,1.59,51.79,3.29,0.79,49.91,2.97,1.48,51.82,3.18,1.71,51.99,3.26,1.77,52.07,3.38,1.76,51.5,3.43,1.55,50.42,3.43,1.26,50.58,3.63,0.33,57.06,5.21
D.VA,1.52,47.7,4.89,2.51,51.65,5.29,1.8,46.31,4.53,1.5,46.58,4.73,1.19,47.71,5.11,0.99,49.07,5.65,1.05,49.31,6.17,1.24,51.06,6.97,1.42,63.42,8.24
Torbjörn,1.47,56.92,2.75,1.43,59.39,2.99,1.53,57.64,2.69,1.53,57.18,2.72,1.44,56.02,2.75,1.31,54.86,2.77,1.09,53.6,2.77,0.9,53.1,2.85,0.42,65.96,2.36
Tracer,1.44,50.52,2.2,2.15,59.34,2.84,1.31,46.83,1.95,1.24,48.12,2.06,1.35,50.17,2.19,1.68,52.12,2.33,2.17,52.95,2.45,3.07,54.88,2.72,2.88,79.64,3.66
Orisa,1.3,46.16,3.45,1.39,51.59,3.82,1.37,46.55,3.31,1.38,46.08,3.4,1.26,44.6,3.48,1.02,42.36,3.54,0.82,42.34,3.73,0.71,45.74,4.18,0.33,58.34,6.35
Hazard,1.23,48.84,3.3,1.04,54.68,3.68,1.12,48.17,3.1,1.27,48.18,3.22,1.32,48.53,3.35,1.25,48.72,3.48,1.27,49.42,3.76,1.44,51.38,4.17,2.41,68.21,6.01
Winston,1.21,50.72,3.4,1.1,56.68,3.71,0.98,49.02,3.11,1.12,49.51,3.27,1.35,50.43,3.47,1.58,51.96,3.69,1.88,52.6,4,2.31,53.48,4.35,1.94,56.92,4.95
Reinhardt,1.17,50.89,2.47,1.45,54.82,2.64,1.21,49.2,2.28,1.17,49.95,2.4,1.12,51.39,2.58,1.02,52.19,2.71,0.88,52.29,2.84,0.74,52.3,2.97,0.09,96.58,0.5
Junker Queen,1.12,52.55,4.31,0.96,58.99,4.86,1.05,52.5,4.09,1.18,52.14,4.21,1.19,51.88,4.39,1.08,51.2,4.53,1,49.78,4.65,1.01,51.42,4.91,0.33,80.89,7.41
Baptiste,1.1,46.59,3.31,0.87,46.54,2.84,1.16,47.01,3.01,1.11,46.56,3.19,1.11,46.4,3.57,1.11,46.14,4.02,1.01,46.6,4.47,0.77,49.18,4.93,0.05,100,7.5
Mei,0.97,55.46,3.56,0.53,54.27,3.4,0.93,56.49,3.6,1.05,55.75,3.6,1.08,55.01,3.57,1,54.24,3.47,0.82,53.04,3.36,0.67,55.2,3.51,0.24,100,10
Roadhog,0.89,43.58,3.41,0.92,43.3,3.08,0.92,43.16,3.2,0.88,43.95,3.4,0.88,44.17,3.64,0.86,42.58,3.79,0.82,41.81,3.92,0.78,41.43,3.96,0.19,0,1
Echo,0.86,49.18,2.17,0.62,47.61,1.99,0.93,48.88,2.08,0.92,48.81,2.13,0.85,49.65,2.24,0.79,50.96,2.39,0.75,51.82,2.57,0.84,52.9,2.79,1.13,81.31,4.42
Symmetra,0.68,59.04,3.28,0.41,54.91,3.21,0.62,58.54,3.37,0.64,59.58,3.41,0.73,59.71,3.31,0.88,58.99,2.97,1.16,58.23,2.34,1.85,61.07,1.94,3.4,88.27,0.28
Wrecking Ball,0.4,54.47,4.33,0.2,49.58,3.45,0.32,53.82,3.94,0.39,54.29,4.16,0.47,55.49,4.57,0.58,55.3,4.83,0.67,54.48,5.16,0.76,55.72,5.63,0.9,61.5,6.63
Freja,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
AnaC,8.01,50.77,3.92,6.58,50.07,3.26,7.06,50.35,3.55,7.84,50.85,3.89,9.15,51.01,4.25,10.81,50.9,4.43,10.74,50.2,4.2,11.98,55.39,4.28,N,N,N
