Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.35,49.67,4.02,4,52.63,3.22,5.29,50,3.41,6.69,49.72,3.77,8.21,49.47,4.11,9.18,49.49,4.36,9.27,49.3,4.54,7.89,50.26,4.68,6.15,65.8,4.83
Kiriko,5.86,48.36,4.05,5.71,50.22,3.21,6.02,48.17,3.5,5.88,48.25,3.92,5.81,48.31,4.28,5.87,48.31,4.49,5.77,47.98,4.62,5.7,49.84,4.8,2.55,58.25,5.53
Genji,3.31,49.68,2.17,4.45,58.35,2.52,3.13,47.45,1.95,3.09,49.16,2.12,3.36,49.62,2.2,3.52,49.49,2.21,3.33,48.9,2.28,2.6,49.49,2.38,0.55,67.18,3.36
Moira,3.28,49.61,4.63,4.53,51.27,3.79,4.64,49.61,4.09,3.89,49.68,4.6,2.98,49.48,5.04,2.12,48.82,5.39,1.42,48.7,5.64,0.76,48.28,5.8,0.8,58.68,6.83
Sojourn,2.67,45.69,2.43,2.73,48.78,2.32,2.8,45.36,2.21,2.54,44.63,2.32,2.42,44.97,2.47,2.71,46.22,2.6,3.27,47.47,2.72,4.08,49.39,2.99,3.46,56.94,3.31
Soldier: 76,3.04,48.72,2.48,4.27,52.34,2.54,3.78,48.05,2.35,3.31,47.75,2.43,2.83,48.44,2.52,2.39,49.71,2.65,2.14,50.41,2.76,1.62,53.02,3.03,0.94,57.82,2.88
Cassidy,5.37,47.5,2.43,3.9,54.29,2.39,4.17,47.74,2.18,4.84,47.76,2.34,5.67,46.92,2.44,6.46,46.56,2.53,7.09,47.22,2.66,7.2,48.66,2.84,4.85,58.61,3.36
Zenyatta,2.64,53.37,4.8,2.91,54.06,3.95,2.78,53.09,4.23,2.72,53.64,4.66,2.7,53.92,5.1,2.53,53.09,5.35,2.15,50.82,5.44,1.58,50.36,5.56,0.66,51.93,4.58
Reaper,2.29,52.66,2.38,2.93,57.09,2.65,2.82,51.92,2.33,2.6,52.53,2.36,2.17,52.29,2.37,1.75,52.65,2.38,1.36,52.55,2.38,1.11,54.34,2.48,3.3,56.97,3.37
Juno,2.89,50.71,4.01,3.94,51.13,3.11,3.49,49.87,3.46,2.94,50.6,3.92,2.63,51.1,4.36,2.57,51.22,4.68,2.52,51.09,4.77,2.37,50.07,4.84,1.11,62.2,4.97
Ashe,3.31,51.96,2.93,2.22,53.42,2.72,2.66,51.7,2.73,3.08,51.49,2.87,3.45,51.8,2.97,3.81,52.02,3.03,4.27,52.78,3.06,4.91,54.52,3.25,3.8,58.89,3.54
Ramattra,1.73,48.15,3.32,2.3,52.06,3.34,2.41,48.78,3.26,2.06,47.77,3.3,1.51,47.23,3.36,1.12,47.38,3.41,0.89,47.02,3.47,0.9,48.45,3.6,1.14,44.77,3.13
Mercy,2.77,49.76,3.85,3.7,47.36,2.41,2.63,47.79,2.9,2.54,49.62,3.59,2.72,50.28,4.23,2.89,50.6,4.79,3.07,50.87,5.3,3.4,54.4,6.13,2.85,75.83,6.64
Zarya,1.82,50.68,4.29,1.17,54.26,3.95,1.37,50.89,3.81,1.67,50,4.04,1.86,49.6,4.28,2.05,50.86,4.56,2.64,51.99,4.85,3.91,54.14,5.25,5.84,61.55,5.97
Bastion,2.98,50.75,2.9,3.31,52.69,2.71,3.75,50.56,2.71,3.33,50.2,2.83,2.73,50.34,2.98,2.37,51.64,3.15,2.24,52.08,3.26,2.24,53.02,3.44,2.41,68.53,4.26
Lúcio,1.4,52.25,3.12,2.43,54.26,2.65,1.93,51.09,2.82,1.48,52.26,3.09,1.18,52.38,3.33,1.06,53.04,3.54,0.95,52.03,3.71,0.91,53.2,3.86,0.47,61.29,6.42
Mauga,1.26,47.86,3.82,1.74,48.87,3.6,1.55,46.18,3.54,1.4,47.41,3.77,1.2,48.68,3.97,0.93,48.93,4.08,0.78,49.74,4.24,0.76,49.75,4.35,9.83,61.16,5.15
Hanzo,2.11,48.78,2.84,2.55,55.15,2.78,2.08,48.27,2.51,1.95,48.06,2.73,2.06,48.18,2.9,2.22,48.34,3.02,2.43,49.67,3.18,2.25,51.83,3.38,1.5,44.28,2.66
Pharah,1.22,50.57,2.58,1.41,49.66,2.56,1.39,49.39,2.5,1.23,50.52,2.53,1.16,51.25,2.6,1.14,51.22,2.65,1.11,51.09,2.75,0.95,52.43,3.07,0.22,63.99,3.04
Illari,1.29,51.74,3.18,1.72,51.23,2.53,1.51,50.96,2.8,1.35,51.92,3.13,1.2,52.51,3.39,1.13,51.7,3.55,1.06,50.36,3.55,1.08,52.81,3.79,0.36,29.86,2.98
Doomfist,3.56,50.92,3.08,1.78,53.64,3,2.13,51.59,2.93,3.15,51.46,3.02,4.16,50.67,3.05,4.65,50.49,3.13,4.54,50.13,3.27,5.08,50.96,3.56,4.02,56.54,4.4
Venture,1.36,52.4,2.26,0.8,56.1,2.36,1.17,53.41,2.31,1.42,52.18,2.26,1.45,51.9,2.25,1.45,52.36,2.25,1.36,52.14,2.26,1.29,50.32,2.32,0.72,44.63,1.94
Junkrat,1.38,51.37,2.46,1.89,52.16,2.31,1.82,50.42,2.27,1.53,51.27,2.44,1.28,51.44,2.56,1.03,52.56,2.67,0.77,52.25,2.69,0.49,51.32,2.56,0.08,100,5.13
Sigma,3.11,55.03,4.1,2.39,56.47,3.89,3.06,54.49,3.86,3.33,54.58,4,3.21,55.3,4.18,2.9,55.51,4.27,2.86,54.99,4.35,3.52,56.71,4.67,5.51,65.52,6.13
Brigitte,1.59,51.12,3.83,1.15,53.53,2.93,1.44,51.57,3.26,1.62,51.02,3.61,1.66,50.96,3.99,1.69,50.63,4.3,1.63,51.09,4.55,1.46,52.09,4.8,0.5,62.17,5.57
Widowmaker,1.24,45.51,2.27,1.87,50.28,2.55,1.34,43.74,2.13,1.14,44.73,2.2,1.11,45.09,2.25,1.2,45.96,2.31,1.43,46.84,2.4,1.84,47.37,2.59,1.44,51.6,3
Lifeweaver,1.82,47.88,4.08,1.83,48.78,3.07,2.1,49.01,3.58,2.08,48.26,4.01,1.85,47.48,4.38,1.46,46.58,4.58,1.14,46.2,4.79,0.69,44.21,4.76,0.03,100,0
Sombra,1.61,48.17,3.07,1.3,50.23,2.72,1.52,48.19,2.82,1.61,48.07,3.04,1.67,48.25,3.16,1.72,47.96,3.2,1.61,47.29,3.2,1.35,49.21,3.44,0.72,60.28,3.64
D.VA,1.68,49.79,5.34,2.64,50.28,4.91,1.99,47.8,4.79,1.67,49.35,5.21,1.51,50.37,5.55,1.45,51.19,5.93,1.48,51.86,6.17,2.03,53.35,6.67,3.21,68.36,8.66
Torbjörn,0.71,55.32,2.65,0.86,58.98,2.79,0.92,56.54,2.64,0.81,55.72,2.65,0.64,54.46,2.64,0.54,53.02,2.62,0.47,52.7,2.58,0.34,53.24,2.68,0.25,42.96,2.56
Tracer,0.88,46.89,1.96,1.02,50.4,1.97,0.69,44.27,1.71,0.67,46.67,1.91,0.84,46.95,2,1.1,46.78,1.99,1.42,47.24,2.05,1.84,51.62,2.36,1.58,70.22,2.99
Orisa,1.72,45.16,3.35,2.04,48.2,3.21,2.17,45.58,3.17,1.97,44.64,3.3,1.62,44.38,3.42,1.27,44.48,3.56,1.1,47.5,3.81,1.08,48.83,4.12,1.11,53.33,4.88
Hazard,0.68,48.21,3.26,0.61,51.18,2.98,0.64,47.86,3.05,0.72,47.35,3.14,0.72,47.6,3.27,0.66,49.16,3.5,0.64,50.46,3.64,0.76,51.22,4.05,0.61,73.27,5.88
Winston,1.19,49.68,3.25,0.96,52.14,2.8,0.96,48.61,2.95,1.15,49.3,3.13,1.28,49.53,3.27,1.28,50.4,3.46,1.39,49.93,3.7,1.44,51.67,4.03,2.6,57.18,4.34
Reinhardt,1.26,51.55,2.45,1.4,52.02,2.22,1.38,51.84,2.32,1.39,51.63,2.45,1.28,51.39,2.5,1.06,51.36,2.56,0.89,50.71,2.62,0.75,50.98,2.72,6.76,57.61,2.46
Junker Queen,0.82,53.61,4.57,0.69,55.33,4.13,0.79,52.82,4.22,0.9,53.21,4.5,0.88,53.52,4.68,0.76,54.44,4.78,0.68,54.4,4.93,0.63,56.73,5.26,0.47,69.07,5.78
