Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,6.24,48.62,3.95,3.66,52.33,3.2,4.77,48.89,3.3,5.52,48.49,3.62,6.63,48.32,4.01,7.73,48.56,4.37,8.37,48.87,4.64,7.36,49.15,4.74,5.53,75.11,4.99
Kiriko,5.14,48.15,4.04,5.41,49.6,3.27,5.88,48.01,3.5,5.28,47.94,3.89,4.94,48.12,4.26,4.77,48.07,4.51,4.69,48.78,4.7,4.56,48.76,4.86,1.54,78.96,6.73
Genji,5.63,53.42,2.34,5.69,60.62,2.71,4.65,52.1,2.18,5.29,52.52,2.26,5.91,53.38,2.34,6.34,53.95,2.42,6.21,53.69,2.51,5.34,53.85,2.71,3.98,66.97,3.83
Moira,2.46,47.54,4.47,3.49,49.99,3.71,3.49,48.04,3.97,2.85,47.67,4.34,2.24,46.86,4.82,1.7,46.67,5.25,1.15,46.02,5.49,0.72,48.54,5.81,2.06,61.84,8.09
Sojourn,3.12,45.7,2.36,2.82,50.7,2.31,3.1,45.46,2.17,3.06,45.5,2.26,2.99,44.99,2.37,3.2,45.82,2.5,3.76,45.8,2.65,4.64,49.37,2.92,4.24,53.51,2.93
Soldier: 76,3.45,49.3,2.53,4.85,54.72,2.64,4.04,48.62,2.36,3.77,48.72,2.48,3.3,49.14,2.56,2.88,49.35,2.68,2.4,49.3,2.78,1.83,50.15,2.98,1.16,41.35,3.57
Cassidy,8.15,48.84,2.33,5.43,56.28,2.45,6.09,49.56,2.12,7.33,49.1,2.23,8.66,48.47,2.34,9.91,48.14,2.43,10.51,47.91,2.53,10.67,48.59,2.71,22.37,76.18,3.77
Zenyatta,3.04,53.28,4.74,2.99,54.25,4,3.14,53.14,4.15,3.12,53.32,4.5,3.14,53.72,4.96,2.97,53.1,5.32,2.48,51.16,5.52,1.88,49.46,5.76,0.13,100,17
Reaper,2.1,55.82,2.55,3.2,59.65,2.9,2.62,54.36,2.47,2.47,55.11,2.51,1.97,56.08,2.54,1.52,56.65,2.6,1,58.44,2.66,0.68,63.09,2.94,2.57,63.26,3.23
Juno,2.38,49.06,3.84,3.15,50.3,3.08,2.94,48.69,3.31,2.47,48.94,3.7,2.23,48.96,4.1,2.04,49.75,4.49,2,48.61,4.63,1.66,49.04,4.53,0.39,99.38,4.8
