Hero,All Pick Rate,All Win Rate,All KDA,Bronze Pick Rate,Bronze Win Rate,Bronze KDA,Silver Pick Rate,Silver Win Rate,Silver KDA,Gold Pick Rate,Gold Win Rate,Gold KDA,Platinum Pick Rate,Platinum Win Rate,Platinum KDA,Diamond Pick Rate,Diamond Win Rate,Diamond KDA,Master Pick Rate,Master Win Rate,Master KDA,Grandmaster Pick Rate,Grandmaster Win Rate,Grandmaster KDA,Champion Pick Rate,Champion Win Rate,Champion KDA
Ana,7.43,49.5,3.97,3.82,54.92,3.39,5.39,49.82,3.36,6.81,49.65,3.72,8.08,49.27,4.02,9.02,49.06,4.26,9.5,49.18,4.48,8.21,50.1,4.62,3.59,57.51,4.76
Kiriko,7.38,49.82,4.18,6.09,51.86,3.39,7.64,49.68,3.66,7.62,49.63,4.02,7.41,49.7,4.34,7.28,49.82,4.56,7.25,49.74,4.69,6.48,51.42,4.88,5.59,67.74,6.35
Genji,5.25,52.59,2.3,6.04,63.67,3.04,4.47,50.58,2.08,4.87,51.78,2.21,5.49,52.2,2.28,5.77,52.21,2.34,5.56,52.34,2.43,4.57,52.08,2.57,1.96,47.36,2.44
Moira,2.62,48.34,4.39,3.76,50.77,3.66,3.93,48.42,3.9,3.1,47.98,4.3,2.38,48.15,4.77,1.75,48.22,5.2,1.17,47.26,5.33,0.56,48.26,5.66,0.14,35.69,4.13
Sojourn,2.63,45.77,2.33,2.59,51.41,2.39,2.95,45.17,2.12,2.62,44.34,2.2,2.45,45.33,2.35,2.55,46.08,2.49,2.81,47.58,2.65,3.3,50.25,2.93,2.06,50.07,3.11
Soldier: 76,3.41,49.55,2.48,4.98,56.03,2.75,4.16,48.53,2.3,3.67,48.28,2.39,3.26,48.96,2.49,2.83,50.17,2.63,2.36,50.92,2.79,1.83,52.51,3.01,0.76,59.14,3.44
Cassidy,6.13,47.99,2.35,4.61,58.6,2.61,4.75,48.92,2.11,5.52,48.06,2.24,6.38,47.3,2.34,7.25,46.69,2.44,7.76,47.1,2.56,8.28,48.56,2.75,5.99,62.86,3.38
Zenyatta,2.34,52.7,4.62,2.86,54.8,4.01,2.62,53.38,4.13,2.41,53.02,4.45,2.35,52.77,4.82,2.18,51.74,5.1,1.84,50.13,5.28,1.27,46.98,5.4,0.34,61.3,4.76
Reaper,2.88,54.58,2.44,3.54,61.8,3.08,3.24,53.78,2.38,3.15,53.88,2.39,2.85,54.01,2.4,2.5,54.64,2.44,2.04,54.98,2.47,1.86,56.03,2.63,4.47,60.48,3.05
Juno,1.78,49.77,3.68,2.98,50.93,3.07,2.57,49,3.28,1.94,49.53,3.65,1.49,50.02,4.02,1.3,50.31,4.25,1.25,50.13,4.23,1.19,52.63,3.91,1.26,69.6,4.6
